,Seconds ,Minutes,Oxy Electrode 1 Last (V),OxyElectrode 2 Last (V),OxyElectrode 3 Last (V)
79:06:26,79,1.316666667,0.416,0.589,0.432
79:06:27,80,1.333333333,0.417,0.59,0.432
79:06:28,81,1.35,0.418,0.593,0.433
79:06:29,82,1.366666667,0.419,0.592,0.432
79:06:30,83,1.383333333,0.418,0.59,0.433
79:06:31,84,1.4,0.419,0.592,0.432
79:06:32,85,1.416666667,0.421,0.592,0.432
79:06:33,86,1.433333333,0.428,0.591,0.432
79:06:34,87,1.45,0.439,0.592,0.434
79:06:35,88,1.466666667,0.447,0.595,0.433
79:06:36,89,1.483333333,0.455,0.594,0.434
79:06:37,90,1.5,0.459,0.606,0.434
79:06:38,91,1.516666667,0.468,0.614,0.437
79:06:39,92,1.533333333,0.472,0.616,0.435
79:06:40,93,1.55,0.476,0.616,0.437
79:06:41,94,1.566666667,0.479,0.62,0.438
79:06:42,95,1.583333333,0.485,0.623,0.449
79:06:43,96,1.6,0.488,0.625,0.454
79:06:44,97,1.616666667,0.491,0.627,0.458
79:06:45,98,1.633333333,0.502,0.63,0.461
79:06:46,99,1.65,0.54,0.631,0.463
79:06:47,100,1.666666667,0.587,0.651,0.468
79:06:48,101,1.683333333,0.624,0.652,0.472
79:06:49,102,1.7,0.652,0.686,0.476
79:06:50,103,1.716666667,0.671,0.733,0.48
79:06:51,104,1.733333333,0.688,0.771,0.5
79:06:52,105,1.75,0.701,0.793,0.508
79:06:53,106,1.766666667,0.712,0.807,0.528
79:06:54,107,1.783333333,0.72,0.819,0.562
79:06:55,108,1.8,0.729,0.831,0.6
79:06:56,109,1.816666667,0.736,0.841,0.619
79:06:57,110,1.833333333,0.743,0.847,0.645
79:06:58,111,1.85,0.747,0.855,0.663
79:06:59,112,1.866666667,0.756,0.861,0.686
79:07:00,113,1.883333333,0.759,0.868,0.702
79:07:01,114,1.9,0.763,0.876,0.726
79:07:02,115,1.916666667,0.766,0.889,0.744
79:07:03,116,1.933333333,0.774,0.913,0.759
79:07:04,117,1.95,0.775,0.9,0.767
79:07:05,118,1.966666667,0.777,0.907,0.775
79:07:06,119,1.983333333,0.781,0.914,0.781
79:07:07,120,2,0.784,0.917,0.783
79:07:08,121,2.016666667,0.785,0.92,0.789
79:07:09,122,2.033333333,0.787,0.925,0.791
79:07:10,123,2.05,0.79,0.927,0.797
79:07:11,124,2.066666667,0.791,0.93,0.798
79:07:12,125,2.083333333,0.793,0.933,0.802
79:07:13,126,2.1,0.794,0.937,0.802
79:07:14,127,2.116666667,0.797,0.938,0.806
79:07:15,128,2.133333333,0.796,0.941,0.807
79:07:16,129,2.15,0.798,0.943,0.809
79:07:17,130,2.166666667,0.799,0.946,0.809
79:07:18,131,2.183333333,0.801,0.948,0.811
79:07:19,132,2.2,0.801,0.949,0.813
79:07:20,133,2.216666667,0.802,0.951,0.813
79:07:21,134,2.233333333,0.803,0.954,0.814
79:07:22,135,2.25,0.805,0.956,0.814
79:07:23,136,2.266666667,0.804,0.956,0.816
79:07:24,137,2.283333333,0.805,0.96,0.816
79:07:25,138,2.3,0.807,0.96,0.818
79:07:26,139,2.316666667,0.807,0.962,0.817
79:07:27,140,2.333333333,0.807,0.963,0.819
79:07:28,141,2.35,0.808,0.966,0.818
79:07:29,142,2.366666667,0.796,0.965,0.819
79:07:30,143,2.383333333,0.796,0.966,0.818
79:07:31,144,2.4,0.808,0.968,0.82
79:07:32,145,2.416666667,0.815,0.97,0.82
79:07:33,146,2.433333333,0.823,0.97,0.821
79:07:34,147,2.45,0.827,0.973,0.821
79:07:35,148,2.466666667,0.835,0.964,0.822
79:07:36,149,2.483333333,0.838,0.949,0.821
79:07:37,150,2.5,0.842,0.931,0.82
79:07:38,151,2.516666667,0.844,0.917,0.82
79:07:39,152,2.533333333,0.849,0.901,0.818
79:07:40,153,2.55,0.849,0.886,0.81
79:07:41,154,2.566666667,0.851,0.871,0.792
79:07:42,155,2.583333333,0.853,0.859,0.785
79:07:43,156,2.6,0.854,0.845,0.777
79:07:44,157,2.616666667,0.856,0.832,0.773
79:07:45,158,2.633333333,0.859,0.824,0.77
79:07:46,159,2.65,0.861,0.812,0.769
79:07:47,160,2.666666667,0.861,0.804,0.768
79:07:48,161,2.683333333,0.864,0.796,0.768
79:07:49,162,2.7,0.865,0.789,0.767
79:07:50,163,2.716666667,0.865,0.78,0.769
79:07:51,164,2.733333333,0.866,0.775,0.768
79:07:52,165,2.75,0.869,0.768,0.77
79:07:53,166,2.766666667,0.868,0.761,0.77
79:07:54,167,2.783333333,0.87,0.754,0.77
79:07:55,168,2.8,0.871,0.75,0.771
79:07:56,169,2.816666667,0.873,0.742,0.771
79:07:57,170,2.833333333,0.872,0.736,0.773
79:07:58,171,2.85,0.874,0.732,0.773
79:07:59,172,2.866666667,0.874,0.726,0.773
79:08:00,173,2.883333333,0.874,0.72,0.773
79:08:01,174,2.9,0.875,0.715,0.775
79:08:02,175,2.916666667,0.876,0.712,0.774
79:08:03,176,2.933333333,0.877,0.705,0.776
79:08:04,177,2.95,0.876,0.701,0.776
79:08:05,178,2.966666667,0.879,0.696,0.777
79:08:06,179,2.983333333,0.878,0.693,0.776
79:08:07,180,3,0.878,0.687,0.778
79:08:08,181,3.016666667,0.877,0.684,0.777
79:08:09,182,3.033333333,0.879,0.679,0.778
79:08:10,183,3.05,0.878,0.676,0.778
79:08:11,184,3.066666667,0.879,0.672,0.778
79:08:12,185,3.083333333,0.879,0.67,0.778
79:08:13,186,3.1,0.879,0.664,0.778
79:08:14,187,3.116666667,0.878,0.661,0.78
79:08:15,188,3.133333333,0.88,0.659,0.778
79:08:16,189,3.15,0.88,0.655,0.78
79:08:17,190,3.166666667,0.879,0.651,0.78
79:08:18,191,3.183333333,0.879,0.649,0.78
79:08:19,192,3.2,0.881,0.647,0.78
79:08:20,193,3.216666667,0.88,0.643,0.781
79:08:21,194,3.233333333,0.879,0.641,0.78
79:08:22,195,3.25,0.88,0.639,0.781
79:08:23,196,3.266666667,0.88,0.636,0.78
79:08:24,197,3.283333333,0.879,0.633,0.782
79:08:25,198,3.3,0.88,0.633,0.78
79:08:26,199,3.316666667,0.881,0.629,0.781
79:08:27,200,3.333333333,0.879,0.628,0.781
79:08:28,201,3.35,0.88,0.626,0.781
79:08:29,202,3.366666667,0.88,0.625,0.78
79:08:30,203,3.383333333,0.88,0.621,0.78
79:08:31,204,3.4,0.879,0.62,0.781
79:08:32,205,3.416666667,0.88,0.62,0.78
79:08:33,206,3.433333333,0.88,0.618,0.781
79:08:34,207,3.45,0.879,0.616,0.781
79:08:35,208,3.466666667,0.879,0.616,0.782
79:08:36,209,3.483333333,0.88,0.615,0.781
79:08:37,210,3.5,0.88,0.612,0.782
79:08:38,211,3.516666667,0.879,0.612,0.781
79:08:39,212,3.533333333,0.88,0.612,0.782
79:08:40,213,3.55,0.879,0.61,0.78
79:08:41,214,3.566666667,0.879,0.608,0.782
79:08:42,215,3.583333333,0.879,0.609,0.781
79:08:43,216,3.6,0.88,0.607,0.781
79:08:44,217,3.616666667,0.878,0.606,0.78
79:08:45,218,3.633333333,0.878,0.605,0.781
79:08:46,219,3.65,0.879,0.606,0.781
79:08:47,220,3.666666667,0.879,0.603,0.78
79:08:48,221,3.683333333,0.867,0.603,0.781
79:08:49,222,3.7,0.857,0.603,0.78
79:08:50,223,3.716666667,0.852,0.6,0.78
79:08:51,224,3.733333333,0.849,0.6,0.78
79:08:52,225,3.75,0.848,0.601,0.78
79:08:53,226,3.766666667,0.849,0.603,0.778
79:08:54,227,3.783333333,0.848,0.645,0.782
79:08:55,228,3.8,0.852,0.679,0.783
79:08:56,229,3.816666667,0.854,0.69,0.786
79:08:57,230,3.833333333,0.854,0.695,0.786
79:08:58,231,3.85,0.855,0.694,0.788
79:08:59,232,3.866666667,0.856,0.695,0.779
79:09:00,233,3.883333333,0.857,0.691,0.773
79:09:01,234,3.9,0.856,0.688,0.769
79:09:02,235,3.916666667,0.857,0.686,0.767
79:09:03,236,3.933333333,0.857,0.683,0.764
79:09:04,237,3.95,0.857,0.679,0.763
79:09:05,238,3.966666667,0.857,0.678,0.762
79:09:06,239,3.983333333,0.859,0.676,0.76
79:09:07,240,4,0.858,0.673,0.761
79:09:08,241,4.016666667,0.859,0.672,0.76
79:09:09,242,4.033333333,0.86,0.672,0.76
79:09:10,243,4.05,0.861,0.67,0.759
79:09:11,244,4.066666667,0.86,0.668,0.76
79:09:12,245,4.083333333,0.861,0.669,0.759
79:09:13,246,4.1,0.862,0.668,0.76
79:09:14,247,4.116666667,0.861,0.666,0.759
79:09:15,248,4.133333333,0.862,0.664,0.76
79:09:16,249,4.15,0.863,0.665,0.759
79:09:17,250,4.166666667,0.863,0.662,0.76
79:09:18,251,4.183333333,0.862,0.66,0.76
79:09:19,252,4.2,0.863,0.659,0.761
79:09:20,253,4.216666667,0.864,0.658,0.76
79:09:21,254,4.233333333,0.864,0.655,0.761
79:09:22,255,4.25,0.863,0.654,0.761
79:09:23,256,4.266666667,0.865,0.653,0.761
79:09:24,257,4.283333333,0.864,0.65,0.762
79:09:25,258,4.3,0.864,0.648,0.762
79:09:26,259,4.316666667,0.865,0.648,0.762
79:09:27,260,4.333333333,0.865,0.646,0.761
79:09:28,261,4.35,0.864,0.643,0.763
79:09:29,262,4.366666667,0.864,0.643,0.762
79:09:30,263,4.383333333,0.865,0.641,0.763
79:09:31,264,4.4,0.864,0.639,0.762
79:09:32,265,4.416666667,0.864,0.637,0.763
79:09:33,266,4.433333333,0.865,0.637,0.762
79:09:34,267,4.45,0.866,0.634,0.763
79:09:35,268,4.466666667,0.864,0.633,0.763
79:09:36,269,4.483333333,0.866,0.632,0.763
79:09:37,270,4.5,0.865,0.63,0.763
79:09:38,271,4.516666667,0.865,0.628,0.764
79:09:39,272,4.533333333,0.865,0.628,0.763
79:09:40,273,4.55,0.866,0.626,0.764
79:09:41,274,4.566666667,0.864,0.624,0.765
79:09:42,275,4.583333333,0.865,0.624,0.764
79:09:43,276,4.6,0.866,0.623,0.764
79:09:44,277,4.616666667,0.865,0.621,0.763
79:09:45,278,4.633333333,0.864,0.621,0.765
79:09:46,279,4.65,0.866,0.621,0.764
79:09:47,280,4.666666667,0.865,0.618,0.765
79:09:48,281,4.683333333,0.864,0.618,0.764
79:09:49,282,4.7,0.865,0.617,0.765
79:09:50,283,4.716666667,0.864,0.616,0.764
79:09:51,284,4.733333333,0.865,0.614,0.765
79:09:52,285,4.75,0.865,0.615,0.763
79:09:53,286,4.766666667,0.866,0.612,0.764
79:09:54,287,4.783333333,0.864,0.612,0.764
79:09:55,288,4.8,0.866,0.612,0.764
79:09:56,289,4.816666667,0.865,0.611,0.763
79:09:57,290,4.833333333,0.865,0.609,0.764
79:09:58,291,4.85,0.864,0.61,0.763
79:09:59,292,4.866666667,0.865,0.609,0.763
79:10:00,293,4.883333333,0.863,0.607,0.763
79:10:01,294,4.9,0.864,0.607,0.763
79:10:02,295,4.916666667,0.865,0.607,0.763
79:10:03,296,4.933333333,0.864,0.605,0.763
79:10:04,297,4.95,0.863,0.605,0.764
79:10:05,298,4.966666667,0.865,0.606,0.763
79:10:06,299,4.983333333,0.865,0.603,0.764
79:10:07,300,5,0.863,0.604,0.763
79:10:08,301,5.016666667,0.864,0.604,0.764
79:10:09,302,5.033333333,0.864,0.604,0.762
79:10:10,303,5.05,0.863,0.602,0.764
79:10:11,304,5.066666667,0.863,0.603,0.763
79:10:12,305,5.083333333,0.865,0.603,0.764
79:10:13,306,5.1,0.864,0.602,0.763
79:10:14,307,5.116666667,0.864,0.601,0.764
79:10:15,308,5.133333333,0.863,0.602,0.763
79:10:16,309,5.15,0.865,0.602,0.764
79:10:17,310,5.166666667,0.863,0.6,0.764
79:10:18,311,5.183333333,0.863,0.6,0.764
79:10:19,312,5.2,0.864,0.602,0.764
79:10:20,313,5.216666667,0.864,0.601,0.763
79:10:21,314,5.233333333,0.863,0.599,0.764
79:10:22,315,5.25,0.863,0.6,0.763
79:10:23,316,5.266666667,0.863,0.6,0.763
79:10:24,317,5.283333333,0.864,0.6,0.762
79:10:25,318,5.3,0.863,0.598,0.763
79:10:26,319,5.316666667,0.862,0.599,0.762
79:10:27,320,5.333333333,0.863,0.599,0.763
79:10:28,321,5.35,0.863,0.599,0.762
79:10:29,322,5.366666667,0.863,0.596,0.763
79:10:30,323,5.383333333,0.862,0.597,0.762
79:10:31,324,5.4,0.863,0.597,0.763
79:10:32,325,5.416666667,0.863,0.597,0.762
79:10:33,326,5.433333333,0.863,0.595,0.762
79:10:34,327,5.45,0.861,0.595,0.763
79:10:35,328,5.466666667,0.862,0.595,0.762
79:10:36,329,5.483333333,0.863,0.596,0.762
79:10:37,330,5.5,0.863,0.594,0.761
79:10:38,331,5.516666667,0.861,0.594,0.762
79:10:39,332,5.533333333,0.862,0.594,0.761
79:10:40,333,5.55,0.862,0.594,0.762
79:10:41,334,5.566666667,0.862,0.594,0.761
79:10:42,335,5.583333333,0.861,0.592,0.762
79:10:43,336,5.6,0.861,0.594,0.761
79:10:44,337,5.616666667,0.862,0.593,0.762
79:10:45,338,5.633333333,0.861,0.593,0.761
79:10:46,339,5.65,0.861,0.591,0.762
79:10:47,340,5.666666667,0.861,0.593,0.76
79:10:48,341,5.683333333,0.862,0.592,0.761
79:10:49,342,5.7,0.86,0.591,0.761
79:10:50,343,5.716666667,0.861,0.591,0.761
79:10:51,344,5.733333333,0.861,0.592,0.76
79:10:52,345,5.75,0.862,0.59,0.76
79:10:53,346,5.766666667,0.86,0.59,0.761
79:10:54,347,5.783333333,0.86,0.59,0.76
79:10:55,348,5.8,0.861,0.591,0.761
79:10:56,349,5.816666667,0.861,0.589,0.76
79:10:57,350,5.833333333,0.859,0.589,0.761
79:10:58,351,5.85,0.86,0.59,0.76
79:10:59,352,5.866666667,0.86,0.59,0.76
79:11:00,353,5.883333333,0.86,0.589,0.759
79:11:01,354,5.9,0.859,0.588,0.76
79:11:02,355,5.916666667,0.859,0.589,0.759
79:11:03,356,5.933333333,0.86,0.589,0.76
79:11:04,357,5.95,0.86,0.589,0.758
79:11:05,358,5.966666667,0.86,0.587,0.759
79:11:06,359,5.983333333,0.859,0.588,0.759
79:11:07,360,6,0.86,0.589,0.759
79:11:08,361,6.016666667,0.86,0.588,0.759
79:11:09,362,6.033333333,0.859,0.587,0.759
79:11:10,363,6.05,0.858,0.587,0.76
79:11:11,364,6.066666667,0.859,0.588,0.759
79:11:12,365,6.083333333,0.859,0.587,0.759
79:11:13,366,6.1,0.859,0.586,0.758
79:11:14,367,6.116666667,0.858,0.586,0.76
79:11:15,368,6.133333333,0.858,0.587,0.758
79:11:16,369,6.15,0.859,0.586,0.758
79:11:17,370,6.166666667,0.858,0.585,0.758
79:11:18,371,6.183333333,0.857,0.585,0.758
79:11:19,372,6.2,0.858,0.587,0.757
79:11:20,373,6.216666667,0.859,0.585,0.758
79:11:21,374,6.233333333,0.857,0.585,0.757
79:11:22,375,6.25,0.857,0.584,0.758
79:11:23,376,6.266666667,0.858,0.586,0.757
79:11:24,377,6.283333333,0.858,0.584,0.757
79:11:25,378,6.3,0.856,0.584,0.757
79:11:26,379,6.316666667,0.857,0.584,0.758
79:11:27,380,6.333333333,0.857,0.585,0.757
79:11:28,381,6.35,0.857,0.583,0.757
79:11:29,382,6.366666667,0.856,0.583,0.758
79:11:30,383,6.383333333,0.857,0.584,0.756
79:11:31,384,6.4,0.857,0.583,0.757
79:11:32,385,6.416666667,0.856,0.582,0.756
79:11:33,386,6.433333333,0.856,0.583,0.757
79:11:34,387,6.45,0.857,0.584,0.756
79:11:35,388,6.466666667,0.856,0.581,0.757
79:11:36,389,6.483333333,0.856,0.582,0.756
79:11:37,390,6.5,0.857,0.583,0.756
79:11:38,391,6.516666667,0.856,0.582,0.755
79:11:39,392,6.533333333,0.856,0.58,0.757
79:11:40,393,6.55,0.855,0.582,0.756
79:11:41,394,6.566666667,0.857,0.581,0.756
79:11:42,395,6.583333333,0.855,0.581,0.755
79:11:43,396,6.6,0.855,0.58,0.756
79:11:44,397,6.616666667,0.855,0.581,0.756
79:11:45,398,6.633333333,0.855,0.579,0.755
79:11:46,399,6.65,0.854,0.579,0.757
79:11:47,400,6.666666667,0.855,0.58,0.755
79:11:48,401,6.683333333,0.855,0.579,0.756
79:11:49,402,6.7,0.854,0.578,0.755
79:11:50,403,6.716666667,0.854,0.579,0.756
79:11:51,404,6.733333333,0.855,0.579,0.754
79:11:52,405,6.75,0.854,0.577,0.755
79:11:53,406,6.766666667,0.854,0.578,0.755
79:11:54,407,6.783333333,0.855,0.578,0.755
79:11:55,408,6.8,0.855,0.578,0.754
79:11:56,409,6.816666667,0.854,0.576,0.755
79:11:57,410,6.833333333,0.853,0.577,0.754
79:11:58,411,6.85,0.855,0.578,0.755
79:11:59,412,6.866666667,0.854,0.577,0.753
79:12:00,413,6.883333333,0.854,0.575,0.754
79:12:01,414,6.9,0.852,0.576,0.754
79:12:02,415,6.916666667,0.854,0.576,0.754
79:12:03,416,6.933333333,0.854,0.575,0.754
79:12:04,417,6.95,0.853,0.574,0.754
79:12:05,418,6.966666667,0.852,0.575,0.755
79:12:06,419,6.983333333,0.853,0.576,0.753
79:12:07,420,7,0.852,0.574,0.753
79:12:08,421,7.016666667,0.851,0.574,0.753
79:12:09,422,7.033333333,0.851,0.574,0.753
79:12:10,423,7.05,0.852,0.575,0.752
79:12:11,424,7.066666667,0.853,0.574,0.753
79:12:12,425,7.083333333,0.851,0.573,0.752
79:12:13,426,7.1,0.852,0.573,0.753
79:12:14,427,7.116666667,0.852,0.575,0.752
79:12:15,428,7.133333333,0.853,0.573,0.753
79:12:16,429,7.15,0.851,0.573,0.752
79:12:17,430,7.166666667,0.852,0.572,0.752
79:12:18,431,7.183333333,0.851,0.573,0.751
79:12:19,432,7.2,0.852,0.572,0.751
79:12:20,433,7.216666667,0.851,0.572,0.751
79:12:21,434,7.233333333,0.85,0.571,0.751
79:12:22,435,7.25,0.85,0.572,0.751
79:12:23,436,7.266666667,0.851,0.572,0.751
79:12:24,437,7.283333333,0.85,0.57,0.751
79:12:25,438,7.3,0.85,0.571,0.751
79:12:26,439,7.316666667,0.85,0.572,0.751
79:12:27,440,7.333333333,0.851,0.572,0.75
79:12:28,441,7.35,0.851,0.57,0.75
79:12:29,442,7.366666667,0.849,0.57,0.749
79:12:30,443,7.383333333,0.85,0.57,0.75
79:12:31,444,7.4,0.85,0.572,0.749
79:12:32,445,7.416666667,0.85,0.569,0.75
79:12:33,446,7.433333333,0.848,0.57,0.749
79:12:34,447,7.45,0.849,0.569,0.75
79:12:35,448,7.466666667,0.85,0.571,0.749
79:12:36,449,7.483333333,0.85,0.569,0.75
79:12:37,450,7.5,0.849,0.569,0.749
79:12:38,451,7.516666667,0.849,0.568,0.749
79:12:39,452,7.533333333,0.848,0.569,0.749
79:12:40,453,7.55,0.849,0.569,0.748
79:12:41,454,7.566666667,0.848,0.568,0.749
79:12:42,455,7.583333333,0.848,0.568,0.749
79:12:43,456,7.6,0.848,0.568,0.749
79:12:44,457,7.616666667,0.848,0.569,0.748
79:12:45,458,7.633333333,0.848,0.567,0.749
79:12:46,459,7.65,0.847,0.567,0.748
79:12:47,460,7.666666667,0.847,0.567,0.749
79:12:48,461,7.683333333,0.847,0.568,0.748
79:12:49,462,7.7,0.849,0.568,0.748
79:12:50,463,7.716666667,0.848,0.567,0.747
79:12:51,464,7.733333333,0.848,0.566,0.748
79:12:52,465,7.75,0.846,0.567,0.747
79:12:53,466,7.766666667,0.848,0.567,0.748
79:12:54,467,7.783333333,0.847,0.567,0.747
79:12:55,468,7.8,0.847,0.565,0.747
79:12:56,469,7.816666667,0.846,0.566,0.748
79:12:57,470,7.833333333,0.847,0.567,0.747
79:12:58,471,7.85,0.847,0.567,0.747
79:12:59,472,7.866666667,0.847,0.565,0.747
79:13:00,473,7.883333333,0.845,0.565,0.748
79:13:01,474,7.9,0.846,0.567,0.747
79:13:02,475,7.916666667,0.847,0.566,0.747
79:13:03,476,7.933333333,0.846,0.565,0.746
79:13:04,477,7.95,0.846,0.565,0.747
79:13:05,478,7.966666667,0.847,0.567,0.745
79:13:06,479,7.983333333,0.847,0.565,0.746
79:13:07,480,8,0.845,0.566,0.745
79:13:08,481,8.016666667,0.845,0.565,0.747
79:13:09,482,8.033333333,0.846,0.567,0.745
79:13:10,483,8.05,0.846,0.565,0.746
79:13:11,484,8.066666667,0.844,0.565,0.745
79:13:12,485,8.083333333,0.845,0.565,0.745
79:13:13,486,8.1,0.845,0.566,0.745
79:13:14,487,8.116666667,0.846,0.564,0.744
79:13:15,488,8.133333333,0.844,0.564,0.745
79:13:16,489,8.15,0.845,0.565,0.744
79:13:17,490,8.166666667,0.845,0.565,0.745
79:13:18,491,8.183333333,0.844,0.563,0.744
79:13:19,492,8.2,0.843,0.563,0.746
79:13:20,493,8.216666667,0.843,0.565,0.744
79:13:21,494,8.233333333,0.845,0.564,0.745
79:13:22,495,8.25,0.844,0.563,0.744
79:13:23,496,8.266666667,0.844,0.562,0.745
79:13:24,497,8.283333333,0.844,0.564,0.744
79:13:25,498,8.3,0.845,0.562,0.744
79:13:26,499,8.316666667,0.843,0.563,0.744
79:13:27,500,8.333333333,0.843,0.562,0.745
79:13:28,501,8.35,0.844,0.564,0.743
79:13:29,502,8.366666667,0.844,0.562,0.743
79:13:30,503,8.383333333,0.842,0.562,0.744
79:13:31,504,8.4,0.843,0.562,0.744
79:13:32,505,8.416666667,0.843,0.563,0.743
79:13:33,506,8.433333333,0.843,0.561,0.743
79:13:34,507,8.45,0.842,0.561,0.743
79:13:35,508,8.466666667,0.842,0.562,0.742
79:13:36,509,8.483333333,0.843,0.562,0.743
79:13:37,510,8.5,0.843,0.561,0.742
79:13:38,511,8.516666667,0.842,0.56,0.743
79:13:39,512,8.533333333,0.841,0.561,0.742
79:13:40,513,8.55,0.842,0.562,0.743
79:13:41,514,8.566666667,0.842,0.561,0.742
79:13:42,515,8.583333333,0.842,0.559,0.743
79:13:43,516,8.6,0.841,0.561,0.742
79:13:44,517,8.616666667,0.843,0.561,0.742
79:13:45,518,8.633333333,0.842,0.56,0.741
79:13:46,519,8.65,0.841,0.559,0.742
79:13:47,520,8.666666667,0.841,0.561,0.741
79:13:48,521,8.683333333,0.842,0.56,0.741
79:13:49,522,8.7,0.841,0.56,0.741
79:13:50,523,8.716666667,0.841,0.559,0.741
79:13:51,524,8.733333333,0.84,0.56,0.741
79:13:52,525,8.75,0.841,0.561,0.741
79:13:53,526,8.766666667,0.841,0.559,0.741
79:13:54,527,8.783333333,0.84,0.559,0.741
79:13:55,528,8.8,0.84,0.56,0.742
79:13:56,529,8.816666667,0.841,0.561,0.74
79:13:57,530,8.833333333,0.84,0.558,0.741
79:13:58,531,8.85,0.839,0.559,0.74
79:13:59,532,8.866666667,0.839,0.559,0.741
79:14:00,533,8.883333333,0.84,0.561,0.739
79:14:01,534,8.9,0.84,0.558,0.74
79:14:02,535,8.916666667,0.839,0.559,0.739
79:14:03,536,8.933333333,0.84,0.558,0.74
79:14:04,537,8.95,0.84,0.56,0.739
79:14:05,538,8.966666667,0.84,0.558,0.739
79:14:06,539,8.983333333,0.838,0.558,0.74
79:14:07,540,9,0.839,0.558,0.739
79:14:08,541,9.016666667,0.839,0.559,0.739
79:14:09,542,9.033333333,0.839,0.558,0.739
79:14:10,543,9.05,0.838,0.557,0.74
79:14:11,544,9.066666667,0.838,0.558,0.739
79:14:12,545,9.083333333,0.839,0.558,0.74
79:14:13,546,9.1,0.839,0.558,0.738
79:14:14,547,9.116666667,0.837,0.556,0.74
