,Seconds,Minutes,Oxy Electrode 1 Last (V),OxyElectrode 2 Last (V),OxyElectrode 3 Last (V)
50:46:18,138,2.3,0.952,0.963,0.791
50:46:19,139,2.316666667,0.953,0.963,0.791
50:46:20,140,2.333333333,0.954,0.964,0.791
50:46:21,141,2.35,0.954,0.963,0.792
50:46:22,142,2.366666667,0.955,0.963,0.792
50:46:23,143,2.383333333,0.955,0.962,0.792
50:46:24,144,2.4,0.956,0.964,0.792
50:46:25,145,2.416666667,0.956,0.964,0.793
50:46:26,146,2.433333333,0.957,0.965,0.792
50:46:27,147,2.45,0.958,0.964,0.793
50:46:28,148,2.466666667,0.958,0.964,0.792
50:46:29,149,2.483333333,0.942,0.962,0.792
50:46:30,150,2.5,0.922,0.962,0.791
50:46:31,151,2.516666667,0.91,0.961,0.792
50:46:32,152,2.533333333,0.903,0.962,0.791
50:46:33,153,2.55,0.9,0.961,0.791
50:46:34,154,2.566666667,0.898,0.961,0.79
50:46:35,155,2.583333333,0.898,0.959,0.792
50:46:36,156,2.6,0.898,0.937,0.792
50:46:37,157,2.616666667,0.898,0.923,0.79
50:46:38,158,2.633333333,0.899,0.91,0.789
50:46:39,159,2.65,0.901,0.902,0.787
50:46:40,160,2.666666667,0.901,0.895,0.787
50:46:41,161,2.683333333,0.903,0.891,0.789
50:46:42,162,2.7,0.904,0.888,0.771
50:46:43,163,2.716666667,0.905,0.89,0.759
50:46:44,164,2.733333333,0.906,0.89,0.755
50:46:45,165,2.75,0.909,0.891,0.75
50:46:46,166,2.766666667,0.911,0.893,0.748
50:46:47,167,2.783333333,0.912,0.896,0.745
50:46:48,168,2.8,0.914,0.898,0.745
50:46:49,169,2.816666667,0.915,0.901,0.745
50:46:50,170,2.833333333,0.916,0.902,0.746
50:46:51,171,2.85,0.917,0.905,0.747
50:46:52,172,2.866666667,0.92,0.907,0.748
50:46:53,173,2.883333333,0.921,0.909,0.749
50:46:54,174,2.9,0.923,0.91,0.751
50:46:55,175,2.916666667,0.923,0.912,0.752
50:46:56,176,2.933333333,0.925,0.913,0.754
50:46:57,177,2.95,0.926,0.914,0.755
50:46:58,178,2.966666667,0.928,0.918,0.757
50:46:59,179,2.983333333,0.929,0.919,0.758
50:47:00,180,3,0.931,0.92,0.759
50:47:01,181,3.016666667,0.932,0.919,0.761
50:47:02,182,3.033333333,0.933,0.92,0.762
50:47:03,183,3.05,0.932,0.92,0.764
50:47:04,184,3.066666667,0.933,0.925,0.765
50:47:05,185,3.083333333,0.935,0.926,0.767
50:47:06,186,3.1,0.935,0.929,0.767
50:47:07,187,3.116666667,0.936,0.928,0.768
50:47:08,188,3.133333333,0.936,0.928,0.768
50:47:09,189,3.15,0.937,0.928,0.77
50:47:10,190,3.166666667,0.937,0.928,0.77
50:47:11,191,3.183333333,0.938,0.93,0.771
50:47:12,192,3.2,0.938,0.932,0.773
50:47:13,193,3.216666667,0.938,0.933,0.773
50:47:14,194,3.233333333,0.939,0.932,0.774
50:47:15,195,3.25,0.941,0.932,0.775
50:47:16,196,3.266666667,0.941,0.931,0.776
50:47:17,197,3.283333333,0.941,0.931,0.776
50:47:18,198,3.3,0.941,0.931,0.777
50:47:19,199,3.316666667,0.941,0.934,0.777
50:47:20,200,3.333333333,0.941,0.935,0.779
50:47:21,201,3.35,0.942,0.938,0.779
50:47:22,202,3.366666667,0.943,0.938,0.78
50:47:23,203,3.383333333,0.944,0.94,0.78
50:47:24,204,3.4,0.944,0.939,0.781
50:47:25,205,3.416666667,0.943,0.94,0.781
50:47:26,206,3.433333333,0.943,0.939,0.782
50:47:27,207,3.45,0.943,0.941,0.781
50:47:28,208,3.466666667,0.943,0.941,0.782
50:47:29,209,3.483333333,0.944,0.941,0.782
50:47:30,210,3.5,0.944,0.942,0.783
50:47:31,211,3.516666667,0.944,0.942,0.783
50:47:32,212,3.533333333,0.945,0.942,0.783
50:47:33,213,3.55,0.944,0.94,0.784
50:47:34,214,3.566666667,0.944,0.939,0.783
50:47:35,215,3.583333333,0.945,0.937,0.784
50:47:36,216,3.6,0.946,0.938,0.783
50:47:37,217,3.616666667,0.946,0.937,0.784
50:47:38,218,3.633333333,0.945,0.936,0.783
50:47:39,219,3.65,0.945,0.935,0.785
50:47:40,220,3.666666667,0.944,0.935,0.784
50:47:41,221,3.683333333,0.944,0.935,0.785
50:47:42,222,3.7,0.943,0.937,0.785
50:47:43,223,3.716666667,0.943,0.937,0.786
50:47:44,224,3.733333333,0.943,0.938,0.785
50:47:45,225,3.75,0.944,0.938,0.785
50:47:46,226,3.766666667,0.944,0.938,0.785
50:47:47,227,3.783333333,0.944,0.939,0.785
50:47:48,228,3.8,0.943,0.937,0.785
50:47:49,229,3.816666667,0.943,0.937,0.785
50:47:50,230,3.833333333,0.943,0.936,0.786
50:47:51,231,3.85,0.944,0.938,0.785
50:47:52,232,3.866666667,0.944,0.938,0.786
50:47:53,233,3.883333333,0.944,0.939,0.786
50:47:54,234,3.9,0.944,0.937,0.787
50:47:55,235,3.916666667,0.943,0.936,0.786
50:47:56,236,3.933333333,0.943,0.935,0.787
50:47:57,237,3.95,0.943,0.936,0.787
50:47:58,238,3.966666667,0.943,0.936,0.787
50:47:59,239,3.983333333,0.943,0.937,0.786
50:48:00,240,4,0.944,0.935,0.787
50:48:01,241,4.016666667,0.943,0.934,0.787
50:48:02,242,4.033333333,0.943,0.933,0.787
50:48:03,243,4.05,0.941,0.933,0.787
50:48:04,244,4.066666667,0.942,0.934,0.787
50:48:05,245,4.083333333,0.942,0.936,0.787
50:48:06,246,4.1,0.943,0.937,0.786
50:48:07,247,4.116666667,0.942,0.937,0.787
50:48:08,248,4.133333333,0.942,0.936,0.787
50:48:09,249,4.15,0.942,0.935,0.787
50:48:10,250,4.166666667,0.942,0.935,0.786
50:48:11,251,4.183333333,0.941,0.934,0.787
50:48:12,252,4.2,0.941,0.937,0.787
50:48:13,253,4.216666667,0.941,0.937,0.787
50:48:14,254,4.233333333,0.942,0.938,0.787
50:48:15,255,4.25,0.942,0.937,0.788
50:48:16,256,4.266666667,0.942,0.937,0.787
50:48:17,257,4.283333333,0.941,0.937,0.787
50:48:18,258,4.3,0.94,0.939,0.787
50:48:19,259,4.316666667,0.94,0.938,0.787
50:48:20,260,4.333333333,0.94,0.938,0.787
50:48:21,261,4.35,0.94,0.938,0.787
50:48:22,262,4.366666667,0.94,0.936,0.787
50:48:23,263,4.383333333,0.941,0.935,0.787
50:48:24,264,4.4,0.939,0.934,0.787
50:48:25,265,4.416666667,0.939,0.933,0.787
50:48:26,266,4.433333333,0.938,0.933,0.787
50:48:27,267,4.45,0.939,0.934,0.785
50:48:28,268,4.466666667,0.939,0.933,0.786
50:48:29,269,4.483333333,0.94,0.936,0.785
50:48:30,270,4.5,0.94,0.935,0.786
50:48:31,271,4.516666667,0.94,0.932,0.785
50:48:32,272,4.533333333,0.939,0.929,0.786
50:48:33,273,4.55,0.938,0.928,0.785
50:48:34,274,4.566666667,0.938,0.928,0.786
50:48:35,275,4.583333333,0.938,0.93,0.785
50:48:36,276,4.6,0.939,0.929,0.785
50:48:37,277,4.616666667,0.938,0.93,0.784
50:48:38,278,4.633333333,0.938,0.93,0.785
50:48:39,279,4.65,0.937,0.931,0.785
50:48:40,280,4.666666667,0.938,0.93,0.785
50:48:41,281,4.683333333,0.936,0.932,0.785
50:48:42,282,4.7,0.937,0.931,0.784
50:48:43,283,4.716666667,0.936,0.93,0.785
50:48:44,284,4.733333333,0.937,0.933,0.784
50:48:45,285,4.75,0.924,0.933,0.785
50:48:46,286,4.766666667,0.919,0.931,0.784
50:48:47,287,4.783333333,0.915,0.928,0.784
50:48:48,288,4.8,0.914,0.928,0.783
50:48:49,289,4.816666667,0.913,0.928,0.783
50:48:50,290,4.833333333,0.913,0.93,0.782
50:48:51,291,4.85,0.914,0.926,0.784
50:48:52,292,4.866666667,0.913,0.914,0.782
50:48:53,293,4.883333333,0.914,0.909,0.782
50:48:54,294,4.9,0.913,0.906,0.781
50:48:55,295,4.916666667,0.914,0.905,0.781
50:48:56,296,4.933333333,0.914,0.907,0.781
50:48:57,297,4.95,0.916,0.908,0.782
50:48:58,298,4.966666667,0.916,0.906,0.78
50:48:59,299,4.983333333,0.917,0.907,0.772
50:49:00,300,5,0.917,0.904,0.767
50:49:01,301,5.016666667,0.919,0.903,0.766
50:49:02,302,5.033333333,0.918,0.903,0.765
50:49:03,303,5.05,0.92,0.905,0.764
50:49:04,304,5.066666667,0.921,0.905,0.764
50:49:05,305,5.083333333,0.922,0.908,0.763
50:49:06,306,5.1,0.923,0.909,0.764
50:49:07,307,5.116666667,0.924,0.911,0.764
50:49:08,308,5.133333333,0.924,0.913,0.765
50:49:09,309,5.15,0.925,0.915,0.765
50:49:10,310,5.166666667,0.925,0.916,0.766
50:49:11,311,5.183333333,0.926,0.919,0.765
50:49:12,312,5.2,0.927,0.921,0.767
50:49:13,313,5.216666667,0.928,0.922,0.766
50:49:14,314,5.233333333,0.928,0.922,0.767
50:49:15,315,5.25,0.928,0.923,0.768
50:49:16,316,5.266666667,0.929,0.924,0.768
50:49:17,317,5.283333333,0.93,0.925,0.768
50:49:18,318,5.3,0.931,0.925,0.769
50:49:19,319,5.316666667,0.931,0.924,0.769
50:49:20,320,5.333333333,0.931,0.926,0.77
50:49:21,321,5.35,0.931,0.927,0.771
50:49:22,322,5.366666667,0.932,0.93,0.771
50:49:23,323,5.383333333,0.933,0.93,0.772
50:49:24,324,5.4,0.934,0.93,0.771
50:49:25,325,5.416666667,0.933,0.929,0.773
50:49:26,326,5.433333333,0.933,0.93,0.772
50:49:27,327,5.45,0.935,0.932,0.774
50:49:28,328,5.466666667,0.935,0.932,0.774
50:49:29,329,5.483333333,0.935,0.931,0.775
50:49:30,330,5.5,0.934,0.932,0.775
50:49:31,331,5.516666667,0.934,0.932,0.776
50:49:32,332,5.533333333,0.935,0.931,0.776
50:49:33,333,5.55,0.935,0.93,0.776
50:49:34,334,5.566666667,0.934,0.93,0.777
50:49:35,335,5.583333333,0.935,0.932,0.778
50:49:36,336,5.6,0.936,0.932,0.778
50:49:37,337,5.616666667,0.936,0.933,0.778
50:49:38,338,5.633333333,0.936,0.932,0.779
50:49:39,339,5.65,0.936,0.933,0.779
50:49:40,340,5.666666667,0.937,0.936,0.779
50:49:41,341,5.683333333,0.937,0.936,0.779
50:49:42,342,5.7,0.937,0.932,0.78
50:49:43,343,5.716666667,0.936,0.933,0.779
50:49:44,344,5.733333333,0.937,0.935,0.78
50:49:45,345,5.75,0.938,0.936,0.779
50:49:46,346,5.766666667,0.938,0.934,0.78
50:49:47,347,5.783333333,0.936,0.935,0.78
50:49:48,348,5.8,0.936,0.936,0.781
50:49:49,349,5.816666667,0.937,0.936,0.78
50:49:50,350,5.833333333,0.938,0.934,0.781
50:49:51,351,5.85,0.937,0.932,0.781
50:49:52,352,5.866666667,0.937,0.933,0.78
50:49:53,353,5.883333333,0.937,0.935,0.78
50:49:54,354,5.9,0.938,0.935,0.781
50:49:55,355,5.916666667,0.937,0.934,0.782
50:49:56,356,5.933333333,0.936,0.936,0.782
50:49:57,357,5.95,0.936,0.936,0.782
50:49:58,358,5.966666667,0.937,0.937,0.781
50:49:59,359,5.983333333,0.937,0.936,0.782
50:50:00,360,6,0.935,0.936,0.782
50:50:01,361,6.016666667,0.936,0.935,0.783
50:50:02,362,6.033333333,0.936,0.937,0.781
50:50:03,363,6.05,0.936,0.935,0.782
50:50:04,364,6.066666667,0.935,0.935,0.781
50:50:05,365,6.083333333,0.935,0.935,0.782
50:50:06,366,6.1,0.936,0.937,0.78
50:50:07,367,6.116666667,0.937,0.937,0.782
50:50:08,368,6.133333333,0.936,0.935,0.782
50:50:09,369,6.15,0.935,0.935,0.782
50:50:10,370,6.166666667,0.936,0.937,0.782
50:50:11,371,6.183333333,0.937,0.936,0.782
50:50:12,372,6.2,0.935,0.934,0.782
50:50:13,373,6.216666667,0.935,0.936,0.782
50:50:14,374,6.233333333,0.935,0.937,0.783
50:50:15,375,6.25,0.935,0.937,0.782
50:50:16,376,6.266666667,0.935,0.935,0.782
50:50:17,377,6.283333333,0.934,0.936,0.782
50:50:18,378,6.3,0.935,0.936,0.782
50:50:19,379,6.316666667,0.935,0.936,0.782
50:50:20,380,6.333333333,0.935,0.935,0.783
50:50:21,381,6.35,0.934,0.936,0.782
50:50:22,382,6.366666667,0.935,0.936,0.783
50:50:23,383,6.383333333,0.935,0.936,0.782
50:50:24,384,6.4,0.934,0.934,0.783
50:50:25,385,6.416666667,0.933,0.935,0.783
50:50:26,386,6.433333333,0.934,0.936,0.783
50:50:27,387,6.45,0.934,0.935,0.782
50:50:28,388,6.466666667,0.934,0.934,0.782
50:50:29,389,6.483333333,0.933,0.934,0.783
50:50:30,390,6.5,0.934,0.935,0.782
50:50:31,391,6.516666667,0.934,0.935,0.783
50:50:32,392,6.533333333,0.934,0.935,0.782
50:50:33,393,6.55,0.933,0.934,0.783
50:50:34,394,6.566666667,0.934,0.935,0.782
50:50:35,395,6.583333333,0.934,0.934,0.783
50:50:36,396,6.6,0.933,0.934,0.782
50:50:37,397,6.616666667,0.932,0.934,0.783
50:50:38,398,6.633333333,0.932,0.934,0.782
50:50:39,399,6.65,0.933,0.932,0.782
50:50:40,400,6.666666667,0.931,0.93,0.782
50:50:41,401,6.683333333,0.932,0.931,0.782
50:50:42,402,6.7,0.933,0.932,0.781
50:50:43,403,6.716666667,0.933,0.93,0.781
50:50:44,404,6.733333333,0.931,0.929,0.781
50:50:45,405,6.75,0.931,0.93,0.781
50:50:46,406,6.766666667,0.932,0.929,0.781
50:50:47,407,6.783333333,0.932,0.928,0.781
50:50:48,408,6.8,0.93,0.93,0.782
50:50:49,409,6.816666667,0.931,0.932,0.781
50:50:50,410,6.833333333,0.931,0.931,0.781
50:50:51,411,6.85,0.931,0.93,0.781
50:50:52,412,6.866666667,0.93,0.93,0.782
50:50:53,413,6.883333333,0.931,0.932,0.78
50:50:54,414,6.9,0.931,0.931,0.781
50:50:55,415,6.916666667,0.93,0.931,0.78
50:50:56,416,6.933333333,0.929,0.93,0.782
50:50:57,417,6.95,0.928,0.931,0.78
50:50:58,418,6.966666667,0.929,0.93,0.78
50:50:59,419,6.983333333,0.928,0.93,0.78
50:51:00,420,7,0.928,0.933,0.78
50:51:01,421,7.016666667,0.929,0.934,0.779
50:51:02,422,7.033333333,0.929,0.932,0.78
50:51:03,423,7.05,0.927,0.931,0.78
50:51:04,424,7.066666667,0.927,0.932,0.78
50:51:05,425,7.083333333,0.928,0.932,0.78
50:51:06,426,7.1,0.928,0.93,0.78
50:51:07,427,7.116666667,0.927,0.929,0.781
50:51:08,428,7.133333333,0.928,0.93,0.779
50:51:09,429,7.15,0.928,0.929,0.779
50:51:10,430,7.166666667,0.927,0.93,0.779
50:51:11,431,7.183333333,0.927,0.93,0.78
50:51:12,432,7.2,0.927,0.931,0.779
50:51:13,433,7.216666667,0.927,0.929,0.78
50:51:14,434,7.233333333,0.925,0.929,0.779
50:51:15,435,7.25,0.925,0.929,0.78
50:51:16,436,7.266666667,0.926,0.93,0.779
50:51:17,437,7.283333333,0.927,0.93,0.779
50:51:18,438,7.3,0.926,0.93,0.778
50:51:19,439,7.316666667,0.926,0.929,0.779
50:51:20,440,7.333333333,0.926,0.929,0.778
50:51:21,441,7.35,0.926,0.927,0.778
50:51:22,442,7.366666667,0.924,0.925,0.779
50:51:23,443,7.383333333,0.924,0.926,0.778
50:51:24,444,7.4,0.925,0.926,0.778
50:51:25,445,7.416666667,0.924,0.927,0.778
50:51:26,446,7.433333333,0.923,0.926,0.779
50:51:27,447,7.45,0.923,0.926,0.778
50:51:28,448,7.466666667,0.923,0.925,0.778
50:51:29,449,7.483333333,0.923,0.928,0.777
50:51:30,450,7.5,0.922,0.929,0.779
50:51:31,451,7.516666667,0.923,0.932,0.778
50:51:32,452,7.533333333,0.923,0.93,0.778
50:51:33,453,7.55,0.922,0.927,0.777
50:51:34,454,7.566666667,0.922,0.927,0.778
50:51:35,455,7.583333333,0.922,0.928,0.777
50:51:36,456,7.6,0.923,0.928,0.777
50:51:37,457,7.616666667,0.922,0.927,0.777
50:51:38,458,7.633333333,0.922,0.928,0.777
50:51:39,459,7.65,0.923,0.928,0.776
50:51:40,460,7.666666667,0.923,0.928,0.776
50:51:41,461,7.683333333,0.921,0.926,0.776
50:51:42,462,7.7,0.921,0.928,0.776
50:51:43,463,7.716666667,0.921,0.927,0.776
50:51:44,464,7.733333333,0.921,0.927,0.775
50:51:45,465,7.75,0.919,0.925,0.776
50:51:46,466,7.766666667,0.919,0.926,0.776
50:51:47,467,7.783333333,0.92,0.926,0.776
50:51:48,468,7.8,0.92,0.925,0.775
50:51:49,469,7.816666667,0.919,0.924,0.776
50:51:50,470,7.833333333,0.919,0.925,0.775
50:51:51,471,7.85,0.92,0.926,0.776
50:51:52,472,7.866666667,0.919,0.925,0.775
50:51:53,473,7.883333333,0.919,0.924,0.775
50:51:54,474,7.9,0.917,0.925,0.775
50:51:55,475,7.916666667,0.919,0.925,0.775
50:51:56,476,7.933333333,0.918,0.924,0.774
50:51:57,477,7.95,0.918,0.923,0.774
50:51:58,478,7.966666667,0.917,0.923,0.775
50:51:59,479,7.983333333,0.918,0.925,0.774
50:52:00,480,8,0.918,0.924,0.775
50:52:01,481,8.016666667,0.917,0.923,0.774
50:52:02,482,8.033333333,0.916,0.923,0.775
50:52:03,483,8.05,0.917,0.924,0.773
50:52:04,484,8.066666667,0.917,0.923,0.774
50:52:05,485,8.083333333,0.917,0.925,0.774
50:52:06,486,8.1,0.916,0.923,0.775
50:52:07,487,8.116666667,0.916,0.924,0.774
50:52:08,488,8.133333333,0.917,0.923,0.774
50:52:09,489,8.15,0.917,0.922,0.773
50:52:10,490,8.166666667,0.916,0.92,0.774
50:52:11,491,8.183333333,0.915,0.921,0.773
50:52:12,492,8.2,0.916,0.921,0.773
50:52:13,493,8.216666667,0.915,0.92,0.773
50:52:14,494,8.233333333,0.914,0.92,0.773
50:52:15,495,8.25,0.914,0.92,0.773
50:52:16,496,8.266666667,0.915,0.922,0.772
50:52:17,497,8.283333333,0.914,0.921,0.772
50:52:18,498,8.3,0.914,0.922,0.772
50:52:19,499,8.316666667,0.914,0.922,0.773
50:52:20,500,8.333333333,0.915,0.921,0.772
50:52:21,501,8.35,0.914,0.92,0.772
50:52:22,502,8.366666667,0.913,0.921,0.772
50:52:23,503,8.383333333,0.913,0.921,0.772
50:52:24,504,8.4,0.914,0.922,0.771
50:52:25,505,8.416666667,0.913,0.919,0.772
50:52:26,506,8.433333333,0.913,0.92,0.771
50:52:27,507,8.45,0.914,0.921,0.772
50:52:28,508,8.466666667,0.913,0.922,0.771
50:52:29,509,8.483333333,0.912,0.922,0.771
50:52:30,510,8.5,0.912,0.924,0.771
50:52:31,511,8.516666667,0.913,0.922,0.771
50:52:32,512,8.533333333,0.912,0.92,0.771
50:52:33,513,8.55,0.912,0.921,0.771
50:52:34,514,8.566666667,0.912,0.921,0.771
50:52:35,515,8.583333333,0.911,0.92,0.77
50:52:36,516,8.6,0.909,0.92,0.771
50:52:37,517,8.616666667,0.91,0.923,0.77
50:52:38,518,8.633333333,0.91,0.92,0.77
50:52:39,519,8.65,0.91,0.919,0.77
50:52:40,520,8.666666667,0.909,0.918,0.771
50:52:41,521,8.683333333,0.911,0.92,0.77
50:52:42,522,8.7,0.911,0.918,0.77
50:52:43,523,8.716666667,0.909,0.918,0.77
50:52:44,524,8.733333333,0.91,0.919,0.77
50:52:45,525,8.75,0.91,0.918,0.769
50:52:46,526,8.766666667,0.909,0.916,0.77
50:52:47,527,8.783333333,0.909,0.917,0.769
50:52:48,528,8.8,0.91,0.917,0.769
50:52:49,529,8.816666667,0.908,0.916,0.77
50:52:50,530,8.833333333,0.908,0.917,0.77
50:52:51,531,8.85,0.909,0.917,0.769
50:52:52,532,8.866666667,0.909,0.918,0.769
50:52:53,533,8.883333333,0.907,0.917,0.769
50:52:54,534,8.9,0.908,0.919,0.769
50:52:55,535,8.916666667,0.908,0.918,0.769
50:52:56,536,8.933333333,0.908,0.917,0.768
50:52:57,537,8.95,0.907,0.915,0.77
50:52:58,538,8.966666667,0.907,0.917,0.768
50:52:59,539,8.983333333,0.907,0.915,0.769
50:53:00,540,9,0.906,0.915,0.767
50:53:01,541,9.016666667,0.906,0.915,0.768
50:53:02,542,9.033333333,0.906,0.915,0.767
50:53:03,543,9.05,0.907,0.913,0.767
50:53:04,544,9.066666667,0.905,0.911,0.766
50:53:05,545,9.083333333,0.905,0.911,0.767
50:53:06,546,9.1,0.904,0.911,0.766
50:53:07,547,9.116666667,0.904,0.911,0.767
