"","Oxy Electrode 1 Last (V)","OxyElectrode 2 Last (V)","OxyElectrode 3 Last (V)"
"79:06:47","0.587","0.651","0.468"
"79:06:48","0.624","0.652","0.472"
"79:06:49","0.652","0.686","0.476"
"79:06:50","0.671","0.733","0.480"
"79:06:51","0.688","0.771","0.500"
"79:06:52","0.701","0.793","0.508"
"79:06:53","0.712","0.807","0.528"
"79:06:54","0.720","0.819","0.562"
"79:06:55","0.729","0.831","0.600"
"79:06:56","0.736","0.841","0.619"
"79:06:57","0.743","0.847","0.645"
"79:06:58","0.747","0.855","0.663"
"79:06:59","0.756","0.861","0.686"
"79:07:00","0.759","0.868","0.702"
"79:07:01","0.763","0.876","0.726"
"79:07:02","0.766","0.889","0.744"
"79:07:03","0.774","0.913","0.759"
"79:07:04","0.775","0.900","0.767"
"79:07:05","0.777","0.907","0.775"
"79:07:06","0.781","0.914","0.781"
"79:07:07","0.784","0.917","0.783"
"79:07:08","0.785","0.920","0.789"
"79:07:09","0.787","0.925","0.791"
"79:07:10","0.790","0.927","0.797"
"79:07:11","0.791","0.930","0.798"
"79:07:12","0.793","0.933","0.802"
"79:07:13","0.794","0.937","0.802"
"79:07:14","0.797","0.938","0.806"
"79:07:15","0.796","0.941","0.807"
"79:07:16","0.798","0.943","0.809"
"79:07:17","0.799","0.946","0.809"
"79:07:18","0.801","0.948","0.811"
"79:07:19","0.801","0.949","0.813"
"79:07:20","0.802","0.951","0.813"
"79:07:21","0.803","0.954","0.814"
"79:07:22","0.805","0.956","0.814"
"79:07:23","0.804","0.956","0.816"
"79:07:24","0.805","0.960","0.816"
"79:07:25","0.807","0.960","0.818"
"79:07:26","0.807","0.962","0.817"
"79:07:27","0.807","0.963","0.819"
"79:07:28","0.808","0.966","0.818"
"79:07:29","0.796","0.965","0.819"
"79:07:30","0.796","0.966","0.818"
"79:07:31","0.808","0.968","0.820"
"79:07:32","0.815","0.970","0.820"
"79:07:33","0.823","0.970","0.821"
"79:07:34","0.827","0.973","0.821"
"79:07:35","0.835","0.964","0.822"
"79:07:36","0.838","0.949","0.821"
"79:07:37","0.842","0.931","0.820"
"79:07:38","0.844","0.917","0.820"
"79:07:39","0.849","0.901","0.818"
"79:07:40","0.849","0.886","0.810"
"79:07:41","0.851","0.871","0.792"
"79:07:42","0.853","0.859","0.785"
"79:07:43","0.854","0.845","0.777"
"79:07:44","0.856","0.832","0.773"
"79:07:45","0.859","0.824","0.770"
"79:07:46","0.861","0.812","0.769"
"79:07:47","0.861","0.804","0.768"
"79:07:48","0.864","0.796","0.768"
"79:07:49","0.865","0.789","0.767"
"79:07:50","0.865","0.780","0.769"
"79:07:51","0.866","0.775","0.768"
"79:07:52","0.869","0.768","0.770"
"79:07:53","0.868","0.761","0.770"
"79:07:54","0.870","0.754","0.770"
"79:07:55","0.871","0.750","0.771"
"79:07:56","0.873","0.742","0.771"
"79:07:57","0.872","0.736","0.773"
"79:07:58","0.874","0.732","0.773"
"79:07:59","0.874","0.726","0.773"
"79:08:00","0.874","0.720","0.773"
"79:08:01","0.875","0.715","0.775"
"79:08:02","0.876","0.712","0.774"
"79:08:03","0.877","0.705","0.776"
"79:08:04","0.876","0.701","0.776"
"79:08:05","0.879","0.696","0.777"
"79:08:06","0.878","0.693","0.776"
"79:08:07","0.878","0.687","0.778"
"79:08:08","0.877","0.684","0.777"
"79:08:09","0.879","0.679","0.778"
"79:08:10","0.878","0.676","0.778"
"79:08:11","0.879","0.672","0.778"
"79:08:12","0.879","0.670","0.778"
"79:08:13","0.879","0.664","0.778"
"79:08:14","0.878","0.661","0.780"
"79:08:15","0.880","0.659","0.778"
"79:08:16","0.880","0.655","0.780"
"79:08:17","0.879","0.651","0.780"
"79:08:18","0.879","0.649","0.780"
"79:08:19","0.881","0.647","0.780"
"79:08:20","0.880","0.643","0.781"
"79:08:21","0.879","0.641","0.780"
"79:08:22","0.880","0.639","0.781"
"79:08:23","0.880","0.636","0.780"
"79:08:24","0.879","0.633","0.782"
"79:08:25","0.880","0.633","0.780"
"79:08:26","0.881","0.629","0.781"
"79:08:27","0.879","0.628","0.781"
"79:08:28","0.880","0.626","0.781"
"79:08:29","0.880","0.625","0.780"
"79:08:30","0.880","0.621","0.780"
"79:08:31","0.879","0.620","0.781"
"79:08:32","0.880","0.620","0.780"
"79:08:33","0.880","0.618","0.781"
"79:08:34","0.879","0.616","0.781"
"79:08:35","0.879","0.616","0.782"
"79:08:36","0.880","0.615","0.781"
"79:08:37","0.880","0.612","0.782"
"79:08:38","0.879","0.612","0.781"
"79:08:39","0.880","0.612","0.782"
"79:08:40","0.879","0.610","0.780"
"79:08:41","0.879","0.608","0.782"
"79:08:42","0.879","0.609","0.781"
"79:08:43","0.880","0.607","0.781"
"79:08:44","0.878","0.606","0.780"
"79:08:45","0.878","0.605","0.781"
"79:08:46","0.879","0.606","0.781"
"79:08:47","0.879","0.603","0.780"
"79:08:48","0.867","0.603","0.781"
"79:08:49","0.857","0.603","0.780"
"79:08:50","0.852","0.600","0.780"
"79:08:51","0.849","0.600","0.780"
"79:08:52","0.848","0.601","0.780"
"79:08:53","0.849","0.603","0.778"
"79:08:54","0.848","0.645","0.782"
"79:08:55","0.852","0.679","0.783"
"79:08:56","0.854","0.690","0.786"
"79:08:57","0.854","0.695","0.786"
"79:08:58","0.855","0.694","0.788"
"79:08:59","0.856","0.695","0.779"
"79:09:00","0.857","0.691","0.773"
"79:09:01","0.856","0.688","0.769"
"79:09:02","0.857","0.686","0.767"
"79:09:03","0.857","0.683","0.764"
"79:09:04","0.857","0.679","0.763"
"79:09:05","0.857","0.678","0.762"
"79:09:06","0.859","0.676","0.760"
"79:09:07","0.858","0.673","0.761"
"79:09:08","0.859","0.672","0.760"
"79:09:09","0.860","0.672","0.760"
"79:09:10","0.861","0.670","0.759"
"79:09:11","0.860","0.668","0.760"
"79:09:12","0.861","0.669","0.759"
"79:09:13","0.862","0.668","0.760"
"79:09:14","0.861","0.666","0.759"
"79:09:15","0.862","0.664","0.760"
"79:09:16","0.863","0.665","0.759"
"79:09:17","0.863","0.662","0.760"
"79:09:18","0.862","0.660","0.760"
"79:09:19","0.863","0.659","0.761"
"79:09:20","0.864","0.658","0.760"
"79:09:21","0.864","0.655","0.761"
"79:09:22","0.863","0.654","0.761"
"79:09:23","0.865","0.653","0.761"
"79:09:24","0.864","0.650","0.762"
"79:09:25","0.864","0.648","0.762"
"79:09:26","0.865","0.648","0.762"
"79:09:27","0.865","0.646","0.761"
"79:09:28","0.864","0.643","0.763"
"79:09:29","0.864","0.643","0.762"
"79:09:30","0.865","0.641","0.763"
"79:09:31","0.864","0.639","0.762"
"79:09:32","0.864","0.637","0.763"
"79:09:33","0.865","0.637","0.762"
"79:09:34","0.866","0.634","0.763"
"79:09:35","0.864","0.633","0.763"
"79:09:36","0.866","0.632","0.763"
"79:09:37","0.865","0.630","0.763"
"79:09:38","0.865","0.628","0.764"
"79:09:39","0.865","0.628","0.763"
"79:09:40","0.866","0.626","0.764"
"79:09:41","0.864","0.624","0.765"
"79:09:42","0.865","0.624","0.764"
"79:09:43","0.866","0.623","0.764"
"79:09:44","0.865","0.621","0.763"
"79:09:45","0.864","0.621","0.765"
"79:09:46","0.866","0.621","0.764"
"79:09:47","0.865","0.618","0.765"
"79:09:48","0.864","0.618","0.764"
"79:09:49","0.865","0.617","0.765"
"79:09:50","0.864","0.616","0.764"
"79:09:51","0.865","0.614","0.765"
"79:09:52","0.865","0.615","0.763"
"79:09:53","0.866","0.612","0.764"
"79:09:54","0.864","0.612","0.764"
"79:09:55","0.866","0.612","0.764"
"79:09:56","0.865","0.611","0.763"
"79:09:57","0.865","0.609","0.764"
"79:09:58","0.864","0.610","0.763"
"79:09:59","0.865","0.609","0.763"
"79:10:00","0.863","0.607","0.763"
"79:10:01","0.864","0.607","0.763"
"79:10:02","0.865","0.607","0.763"
"79:10:03","0.864","0.605","0.763"
"79:10:04","0.863","0.605","0.764"
"79:10:05","0.865","0.606","0.763"
"79:10:06","0.865","0.603","0.764"
"79:10:07","0.863","0.604","0.763"
"79:10:08","0.864","0.604","0.764"
"79:10:09","0.864","0.604","0.762"
"79:10:10","0.863","0.602","0.764"
"79:10:11","0.863","0.603","0.763"
"79:10:12","0.865","0.603","0.764"
"79:10:13","0.864","0.602","0.763"
"79:10:14","0.864","0.601","0.764"
"79:10:15","0.863","0.602","0.763"
"79:10:16","0.865","0.602","0.764"
"79:10:17","0.863","0.600","0.764"
"79:10:18","0.863","0.600","0.764"
"79:10:19","0.864","0.602","0.764"
"79:10:20","0.864","0.601","0.763"
"79:10:21","0.863","0.599","0.764"
"79:10:22","0.863","0.600","0.763"
"79:10:23","0.863","0.600","0.763"
"79:10:24","0.864","0.600","0.762"
"79:10:25","0.863","0.598","0.763"
"79:10:26","0.862","0.599","0.762"
"79:10:27","0.863","0.599","0.763"
"79:10:28","0.863","0.599","0.762"
"79:10:29","0.863","0.596","0.763"
"79:10:30","0.862","0.597","0.762"
"79:10:31","0.863","0.597","0.763"
"79:10:32","0.863","0.597","0.762"
"79:10:33","0.863","0.595","0.762"
"79:10:34","0.861","0.595","0.763"
"79:10:35","0.862","0.595","0.762"
"79:10:36","0.863","0.596","0.762"
"79:10:37","0.863","0.594","0.761"
"79:10:38","0.861","0.594","0.762"
"79:10:39","0.862","0.594","0.761"
"79:10:40","0.862","0.594","0.762"
"79:10:41","0.862","0.594","0.761"
"79:10:42","0.861","0.592","0.762"
"79:10:43","0.861","0.594","0.761"
"79:10:44","0.862","0.593","0.762"
"79:10:45","0.861","0.593","0.761"
"79:10:46","0.861","0.591","0.762"
"79:10:47","0.861","0.593","0.760"
"79:10:48","0.862","0.592","0.761"
"79:10:49","0.860","0.591","0.761"
"79:10:50","0.861","0.591","0.761"
"79:10:51","0.861","0.592","0.760"
"79:10:52","0.862","0.590","0.760"
"79:10:53","0.860","0.590","0.761"
"79:10:54","0.860","0.590","0.760"
"79:10:55","0.861","0.591","0.761"
"79:10:56","0.861","0.589","0.760"
"79:10:57","0.859","0.589","0.761"
"79:10:58","0.860","0.590","0.760"
"79:10:59","0.860","0.590","0.760"
"79:11:00","0.860","0.589","0.759"
"79:11:01","0.859","0.588","0.760"
"79:11:02","0.859","0.589","0.759"
"79:11:03","0.860","0.589","0.760"
"79:11:04","0.860","0.589","0.758"
"79:11:05","0.860","0.587","0.759"
"79:11:06","0.859","0.588","0.759"
"79:11:07","0.860","0.589","0.759"
"79:11:08","0.860","0.588","0.759"
"79:11:09","0.859","0.587","0.759"
"79:11:10","0.858","0.587","0.760"
"79:11:11","0.859","0.588","0.759"
"79:11:12","0.859","0.587","0.759"
"79:11:13","0.859","0.586","0.758"
"79:11:14","0.858","0.586","0.760"
"79:11:15","0.858","0.587","0.758"
"79:11:16","0.859","0.586","0.758"
"79:11:17","0.858","0.585","0.758"
"79:11:18","0.857","0.585","0.758"
"79:11:19","0.858","0.587","0.757"
"79:11:20","0.859","0.585","0.758"
"79:11:21","0.857","0.585","0.757"
"79:11:22","0.857","0.584","0.758"
"79:11:23","0.858","0.586","0.757"
"79:11:24","0.858","0.584","0.757"
"79:11:25","0.856","0.584","0.757"
"79:11:26","0.857","0.584","0.758"
"79:11:27","0.857","0.585","0.757"
"79:11:28","0.857","0.583","0.757"
"79:11:29","0.856","0.583","0.758"
"79:11:30","0.857","0.584","0.756"
"79:11:31","0.857","0.583","0.757"
"79:11:32","0.856","0.582","0.756"
"79:11:33","0.856","0.583","0.757"
"79:11:34","0.857","0.584","0.756"
"79:11:35","0.856","0.581","0.757"
"79:11:36","0.856","0.582","0.756"
"79:11:37","0.857","0.583","0.756"
"79:11:38","0.856","0.582","0.755"
"79:11:39","0.856","0.580","0.757"
"79:11:40","0.855","0.582","0.756"
"79:11:41","0.857","0.581","0.756"
"79:11:42","0.855","0.581","0.755"
"79:11:43","0.855","0.580","0.756"
"79:11:44","0.855","0.581","0.756"
"79:11:45","0.855","0.579","0.755"
"79:11:46","0.854","0.579","0.757"
"79:11:47","0.855","0.580","0.755"
"79:11:48","0.855","0.579","0.756"
"79:11:49","0.854","0.578","0.755"
"79:11:50","0.854","0.579","0.756"
"79:11:51","0.855","0.579","0.754"
"79:11:52","0.854","0.577","0.755"
"79:11:53","0.854","0.578","0.755"
"79:11:54","0.855","0.578","0.755"
"79:11:55","0.855","0.578","0.754"
"79:11:56","0.854","0.576","0.755"
"79:11:57","0.853","0.577","0.754"
"79:11:58","0.855","0.578","0.755"
"79:11:59","0.854","0.577","0.753"
"79:12:00","0.854","0.575","0.754"
"79:12:01","0.852","0.576","0.754"
"79:12:02","0.854","0.576","0.754"
"79:12:03","0.854","0.575","0.754"
"79:12:04","0.853","0.574","0.754"
"79:12:05","0.852","0.575","0.755"
"79:12:06","0.853","0.576","0.753"
"79:12:07","0.852","0.574","0.753"
"79:12:08","0.851","0.574","0.753"
"79:12:09","0.851","0.574","0.753"
"79:12:10","0.852","0.575","0.752"
"79:12:11","0.853","0.574","0.753"
"79:12:12","0.851","0.573","0.752"
"79:12:13","0.852","0.573","0.753"
"79:12:14","0.852","0.575","0.752"
"79:12:15","0.853","0.573","0.753"
"79:12:16","0.851","0.573","0.752"
"79:12:17","0.852","0.572","0.752"
"79:12:18","0.851","0.573","0.751"
"79:12:19","0.852","0.572","0.751"
"79:12:20","0.851","0.572","0.751"
"79:12:21","0.850","0.571","0.751"
"79:12:22","0.850","0.572","0.751"
"79:12:23","0.851","0.572","0.751"
"79:12:24","0.850","0.570","0.751"
"79:12:25","0.850","0.571","0.751"
"79:12:26","0.850","0.572","0.751"
"79:12:27","0.851","0.572","0.750"
"79:12:28","0.851","0.570","0.750"
"79:12:29","0.849","0.570","0.749"
"79:12:30","0.850","0.570","0.750"
"79:12:31","0.850","0.572","0.749"
"79:12:32","0.850","0.569","0.750"
"79:12:33","0.848","0.570","0.749"
"79:12:34","0.849","0.569","0.750"
"79:12:35","0.850","0.571","0.749"
"79:12:36","0.850","0.569","0.750"
"79:12:37","0.849","0.569","0.749"
"79:12:38","0.849","0.568","0.749"
"79:12:39","0.848","0.569","0.749"
"79:12:40","0.849","0.569","0.748"
"79:12:41","0.848","0.568","0.749"
"79:12:42","0.848","0.568","0.749"
"79:12:43","0.848","0.568","0.749"
"79:12:44","0.848","0.569","0.748"
"79:12:45","0.848","0.567","0.749"
"79:12:46","0.847","0.567","0.748"
"79:12:47","0.847","0.567","0.749"
"79:12:48","0.847","0.568","0.748"
"79:12:49","0.849","0.568","0.748"
"79:12:50","0.848","0.567","0.747"
"79:12:51","0.848","0.566","0.748"
"79:12:52","0.846","0.567","0.747"
"79:12:53","0.848","0.567","0.748"
"79:12:54","0.847","0.567","0.747"
"79:12:55","0.847","0.565","0.747"
"79:12:56","0.846","0.566","0.748"
"79:12:57","0.847","0.567","0.747"
"79:12:58","0.847","0.567","0.747"
"79:12:59","0.847","0.565","0.747"
"79:13:00","0.845","0.565","0.748"
"79:13:01","0.846","0.567","0.747"
"79:13:02","0.847","0.566","0.747"
"79:13:03","0.846","0.565","0.746"
"79:13:04","0.846","0.565","0.747"
"79:13:05","0.847","0.567","0.745"
"79:13:06","0.847","0.565","0.746"
"79:13:07","0.845","0.566","0.745"
"79:13:08","0.845","0.565","0.747"
"79:13:09","0.846","0.567","0.745"
"79:13:10","0.846","0.565","0.746"
"79:13:11","0.844","0.565","0.745"
"79:13:12","0.845","0.565","0.745"
"79:13:13","0.845","0.566","0.745"
"79:13:14","0.846","0.564","0.744"
"79:13:15","0.844","0.564","0.745"
"79:13:16","0.845","0.565","0.744"
"79:13:17","0.845","0.565","0.745"
"79:13:18","0.844","0.563","0.744"
"79:13:19","0.843","0.563","0.746"
"79:13:20","0.843","0.565","0.744"
"79:13:21","0.845","0.564","0.745"
"79:13:22","0.844","0.563","0.744"
"79:13:23","0.844","0.562","0.745"
"79:13:24","0.844","0.564","0.744"
"79:13:25","0.845","0.562","0.744"
"79:13:26","0.843","0.563","0.744"
"79:13:27","0.843","0.562","0.745"
"79:13:28","0.844","0.564","0.743"
"79:13:29","0.844","0.562","0.743"
"79:13:30","0.842","0.562","0.744"
"79:13:31","0.843","0.562","0.744"
"79:13:32","0.843","0.563","0.743"
"79:13:33","0.843","0.561","0.743"
"79:13:34","0.842","0.561","0.743"
"79:13:35","0.842","0.562","0.742"
"79:13:36","0.843","0.562","0.743"
"79:13:37","0.843","0.561","0.742"
"79:13:38","0.842","0.560","0.743"
"79:13:39","0.841","0.561","0.742"
"79:13:40","0.842","0.562","0.743"
"79:13:41","0.842","0.561","0.742"
"79:13:42","0.842","0.559","0.743"
"79:13:43","0.841","0.561","0.742"
"79:13:44","0.843","0.561","0.742"
"79:13:45","0.842","0.560","0.741"
"79:13:46","0.841","0.559","0.742"
"79:13:47","0.841","0.561","0.741"
"79:13:48","0.842","0.560","0.741"
"79:13:49","0.841","0.560","0.741"
"79:13:50","0.841","0.559","0.741"
"79:13:51","0.840","0.560","0.741"
"79:13:52","0.841","0.561","0.741"
"79:13:53","0.841","0.559","0.741"
"79:13:54","0.840","0.559","0.741"
"79:13:55","0.840","0.560","0.742"
"79:13:56","0.841","0.561","0.740"
"79:13:57","0.840","0.558","0.741"
"79:13:58","0.839","0.559","0.740"
"79:13:59","0.839","0.559","0.741"
"79:14:00","0.840","0.561","0.739"
"79:14:01","0.840","0.558","0.740"
"79:14:02","0.839","0.559","0.739"
"79:14:03","0.840","0.558","0.740"
"79:14:04","0.840","0.560","0.739"
"79:14:05","0.840","0.558","0.739"
"79:14:06","0.838","0.558","0.740"
"79:14:07","0.839","0.558","0.739"
"79:14:08","0.839","0.559","0.739"
"79:14:09","0.839","0.558","0.739"
"79:14:10","0.838","0.557","0.740"
"79:14:11","0.838","0.558","0.739"
"79:14:12","0.839","0.558","0.740"
"79:14:13","0.839","0.558","0.738"
"79:14:14","0.837","0.556","0.740"
"79:14:15","0.837","0.558","0.738"
"79:14:16","0.838","0.558","0.739"
"79:14:17","0.838","0.557","0.738"
"79:14:18","0.837","0.556","0.739"
"79:14:19","0.836","0.557","0.739"
"79:14:20","0.838","0.557","0.739"
"79:14:21","0.837","0.557","0.738"
"79:14:22","0.837","0.555","0.738"
"79:14:23","0.836","0.556","0.738"
"79:14:24","0.837","0.556","0.738"
"79:14:25","0.837","0.557","0.737"
"79:14:26","0.837","0.555","0.737"
"79:14:27","0.836","0.555","0.738"
"79:14:28","0.836","0.556","0.737"
"79:14:29","0.836","0.556","0.738"
"79:14:30","0.836","0.555","0.737"
"79:14:31","0.835","0.554","0.738"
"79:14:32","0.835","0.556","0.737"
"79:14:33","0.836","0.555","0.737"
"79:14:34","0.836","0.555","0.736"
"79:14:35","0.835","0.554","0.737"
"79:14:36","0.835","0.555","0.736"
"79:14:37","0.837","0.555","0.736"
"79:14:38","0.836","0.555","0.736"
"79:14:39","0.835","0.553","0.736"
"79:14:40","0.834","0.555","0.736"
"79:14:41","0.836","0.555","0.736"
"79:14:42","0.835","0.554","0.736"
"79:14:43","0.835","0.553","0.736"
"79:14:44","0.834","0.554","0.737"
"79:14:45","0.835","0.555","0.736"
"79:14:46","0.835","0.554","0.736"
"79:14:47","0.834","0.553","0.735"
"79:14:48","0.833","0.553","0.737"
"79:14:49","0.833","0.554","0.735"
"79:14:50","0.834","0.554","0.736"
"79:14:51","0.834","0.554","0.734"
"79:14:52","0.833","0.552","0.736"
"79:14:53","0.833","0.554","0.735"
"79:14:54","0.834","0.554","0.735"
"79:14:55","0.834","0.553","0.734"
"79:14:56","0.834","0.552","0.735"
"79:14:57","0.833","0.553","0.734"
"79:14:58","0.834","0.552","0.735"
"79:14:59","0.834","0.553","0.734"
"79:15:00","0.834","0.552","0.734"
"79:15:01","0.832","0.552","0.735"
"79:15:02","0.833","0.552","0.734"
"79:15:03","0.833","0.553","0.734"
"79:15:04","0.833","0.552","0.733"
"79:15:05","0.832","0.551","0.734"
"79:15:06","0.832","0.552","0.733"
"79:15:07","0.832","0.552","0.734"
"79:15:08","0.832","0.552","0.733"
"79:15:09","0.832","0.550","0.734"
"79:15:10","0.831","0.551","0.733"
"79:15:11","0.831","0.551","0.733"
"79:15:12","0.831","0.552","0.732"
"79:15:13","0.832","0.550","0.733"
"79:15:14","0.830","0.550","0.732"
"79:15:15","0.831","0.550","0.733"
"79:15:16","0.831","0.551","0.732"
"79:15:17","0.832","0.551","0.733"
"79:15:18","0.830","0.550","0.733"
"79:15:19","0.830","0.549","0.733"
"79:15:20","0.830","0.550","0.733"
"79:15:21","0.831","0.551","0.732"
"79:15:22","0.831","0.549","0.733"
"79:15:23","0.829","0.549","0.732"
"79:15:24","0.829","0.550","0.733"
"79:15:25","0.830","0.551","0.731"
"79:15:26","0.830","0.549","0.732"
"79:15:27","0.829","0.550","0.731"
"79:15:28","0.830","0.549","0.733"
"79:15:29","0.830","0.551","0.731"
"79:15:30","0.830","0.549","0.732"
"79:15:31","0.828","0.549","0.731"
"79:15:32","0.829","0.549","0.732"
"79:15:33","0.830","0.550","0.731"
"79:15:34","0.830","0.548","0.731"
"79:15:35","0.828","0.549","0.731"
"79:15:36","0.829","0.549","0.731"
"79:15:37","0.829","0.550","0.731"
"79:15:38","0.829","0.548","0.730"
"79:15:39","0.827","0.548","0.731"
"79:15:40","0.828","0.549","0.730"
"79:15:41","0.829","0.549","0.730"
"79:15:42","0.828","0.549","0.729"
"79:15:43","0.827","0.547","0.730"
"79:15:44","0.827","0.549","0.729"
"79:15:45","0.829","0.549","0.730"
"79:15:46","0.828","0.549","0.728"
"79:15:47","0.827","0.547","0.730"
"79:15:48","0.827","0.548","0.729"
"79:15:49","0.828","0.549","0.729"
"79:15:50","0.828","0.549","0.729"
"79:15:51","0.828","0.547","0.729"
"79:15:52","0.827","0.547","0.729"
"79:15:53","0.827","0.548","0.729"
"79:15:54","0.827","0.549","0.728"
"79:15:55","0.828","0.547","0.728"
"79:15:56","0.826","0.547","0.729"
"79:15:57","0.826","0.548","0.728"
"79:15:58","0.827","0.548","0.728"
"79:15:59","0.827","0.547","0.727"
"79:16:00","0.826","0.546","0.728"
"79:16:01","0.826","0.547","0.727"
"79:16:02","0.826","0.547","0.728"
"79:16:03","0.826","0.549","0.727"
"79:16:04","0.827","0.546","0.728"
"79:16:05","0.825","0.547","0.727"
"79:16:06","0.825","0.546","0.728"
"79:16:07","0.826","0.548","0.727"
"79:16:08","0.826","0.546","0.728"
"79:16:09","0.824","0.546","0.727"
"79:16:10","0.825","0.545","0.727"
"79:16:11","0.824","0.547","0.727"
"79:16:12","0.826","0.547","0.727"
"79:16:13","0.825","0.546","0.727"
"79:16:14","0.824","0.545","0.727"
"79:16:15","0.824","0.546","0.727"
"79:16:16","0.825","0.547","0.726"
"79:16:17","0.825","0.545","0.726"
"79:16:18","0.823","0.546","0.725"
"79:16:19","0.824","0.545","0.726"
"79:16:20","0.824","0.547","0.725"
"79:16:21","0.824","0.545","0.726"
"79:16:22","0.823","0.545","0.725"
"79:16:23","0.824","0.544","0.726"
"79:16:24","0.823","0.546","0.725"
"79:16:25","0.825","0.545","0.725"
"79:16:26","0.824","0.545","0.725"
"79:16:27","0.823","0.544","0.725"
"79:16:28","0.823","0.545","0.725"
"79:16:29","0.824","0.545","0.724"
"79:16:30","0.824","0.544","0.725"
"79:16:31","0.823","0.544","0.724"
"79:16:32","0.822","0.544","0.725"
"79:16:33","0.824","0.545","0.724"
"79:16:34","0.823","0.544","0.724"
"79:16:35","0.822","0.544","0.723"
"79:16:36","0.822","0.543","0.725"
"79:16:37","0.823","0.544","0.723"
"79:16:38","0.823","0.544","0.724"
"79:16:39","0.822","0.543","0.723"
"79:16:40","0.822","0.542","0.724"
"79:16:41","0.822","0.544","0.722"
"79:16:42","0.823","0.543","0.723"
"79:16:43","0.822","0.543","0.723"
"79:16:44","0.822","0.542","0.724"
"79:16:45","0.821","0.543","0.723"
"79:16:46","0.823","0.543","0.723"
"79:16:47","0.822","0.542","0.723"
"79:16:48","0.821","0.542","0.723"
"79:16:49","0.820","0.543","0.724"
"79:16:50","0.822","0.543","0.722"
"79:16:51","0.822","0.543","0.723"
"79:16:52","0.820","0.542","0.723"
"79:16:53","0.820","0.542","0.723"
"79:16:54","0.820","0.543","0.722"
"79:16:55","0.821","0.542","0.723"
"79:16:56","0.821","0.542","0.721"
"79:16:57","0.820","0.541","0.723"
"79:16:58","0.820","0.543","0.721"
"79:16:59","0.821","0.543","0.722"
"79:17:00","0.820","0.542","0.721"
"79:17:01","0.820","0.541","0.722"
"79:17:02","0.819","0.542","0.722"
"79:17:03","0.820","0.542","0.721"
"79:17:04","0.820","0.543","0.721"
"79:17:05","0.821","0.541","0.721"
"79:17:06","0.819","0.541","0.722"
"79:17:07","0.819","0.542","0.721"
"79:17:08","0.820","0.543","0.722"
"79:17:09","0.820","0.541","0.721"
"79:17:10","0.819","0.541","0.722"
"79:17:11","0.818","0.541","0.721"
"79:17:12","0.819","0.541","0.721"
"79:17:13","0.819","0.542","0.720"
"79:17:14","0.818","0.540","0.721"
"79:17:15","0.818","0.541","0.720"
"79:17:16","0.818","0.541","0.721"
"79:17:17","0.819","0.542","0.720"
"79:17:18","0.819","0.540","0.721"
"79:17:19","0.817","0.540","0.720"
"79:17:20","0.817","0.540","0.720"
"79:17:21","0.817","0.541","0.719"
"79:17:22","0.818","0.540","0.719"
"79:17:23","0.816","0.539","0.719"
