,Seconds,Minutes,Oxy Electrode 1 Last (V),OxyElectrode 2 Last (V),OxyElectrode 3 Last (V)
128:55:39,126,2.1,0.855,0.683,0.752
128:55:40,127,2.116666667,0.857,0.683,0.751
128:55:41,128,2.133333333,0.855,0.684,0.751
128:55:42,129,2.15,0.857,0.683,0.751
128:55:43,130,2.166666667,0.857,0.683,0.751
128:55:44,131,2.183333333,0.855,0.683,0.751
128:55:45,132,2.2,0.856,0.683,0.751
128:55:46,133,2.216666667,0.856,0.683,0.751
128:55:47,134,2.233333333,0.855,0.683,0.752
128:55:48,135,2.25,0.856,0.682,0.75
128:55:49,136,2.266666667,0.857,0.683,0.75
128:55:50,137,2.283333333,0.855,0.682,0.75
128:55:51,138,2.3,0.856,0.682,0.751
128:55:52,139,2.316666667,0.854,0.683,0.749
128:55:53,140,2.333333333,0.855,0.683,0.75
128:55:54,141,2.35,0.855,0.682,0.748
128:55:55,142,2.366666667,0.855,0.683,0.748
128:55:56,143,2.383333333,0.85,0.683,0.748
128:55:57,144,2.4,0.848,0.682,0.746
128:55:58,145,2.416666667,0.849,0.682,0.747
128:55:59,146,2.433333333,0.852,0.682,0.746
128:56:00,147,2.45,0.853,0.683,0.746
128:56:01,148,2.466666667,0.853,0.682,0.746
128:56:02,149,2.483333333,0.854,0.682,0.746
128:56:03,150,2.5,0.85,0.683,0.746
128:56:04,151,2.516666667,0.848,0.682,0.746
128:56:05,152,2.533333333,0.849,0.682,0.745
128:56:06,153,2.55,0.85,0.682,0.747
128:56:07,154,2.566666667,0.852,0.681,0.746
128:56:08,155,2.583333333,0.852,0.681,0.747
128:56:09,156,2.6,0.849,0.681,0.747
128:56:10,157,2.616666667,0.843,0.68,0.746
128:56:11,158,2.633333333,0.837,0.681,0.746
128:56:12,159,2.65,0.843,0.68,0.747
128:56:13,160,2.666666667,0.846,0.681,0.746
128:56:14,161,2.683333333,0.848,0.681,0.747
128:56:15,162,2.7,0.851,0.681,0.746
128:56:16,163,2.716666667,0.851,0.682,0.747
128:56:17,164,2.733333333,0.851,0.681,0.747
128:56:18,165,2.75,0.852,0.681,0.747
128:56:19,166,2.766666667,0.85,0.682,0.747
128:56:20,167,2.783333333,0.852,0.681,0.747
128:56:21,168,2.8,0.852,0.682,0.748
128:56:22,169,2.816666667,0.852,0.682,0.747
128:56:23,170,2.833333333,0.854,0.681,0.748
128:56:24,171,2.85,0.851,0.681,0.746
128:56:25,172,2.866666667,0.852,0.681,0.748
128:56:26,173,2.883333333,0.852,0.681,0.746
128:56:27,174,2.9,0.852,0.681,0.748
128:56:28,175,2.916666667,0.851,0.68,0.747
128:56:29,176,2.933333333,0.851,0.681,0.747
128:56:30,177,2.95,0.85,0.681,0.747
128:56:31,178,2.966666667,0.852,0.68,0.747
128:56:32,179,2.983333333,0.85,0.68,0.746
128:56:33,180,3,0.849,0.68,0.747
128:56:34,181,3.016666667,0.849,0.681,0.746
128:56:35,182,3.033333333,0.85,0.681,0.746
128:56:36,183,3.05,0.852,0.68,0.746
128:56:37,184,3.066666667,0.851,0.681,0.746
128:56:38,185,3.083333333,0.851,0.681,0.747
128:56:39,186,3.1,0.852,0.681,0.745
128:56:40,187,3.116666667,0.85,0.68,0.746
128:56:41,188,3.133333333,0.851,0.679,0.746
128:56:42,189,3.15,0.849,0.68,0.746
128:56:43,190,3.166666667,0.848,0.679,0.745
128:56:44,191,3.183333333,0.85,0.678,0.746
128:56:45,192,3.2,0.848,0.679,0.745
128:56:46,193,3.216666667,0.85,0.679,0.746
128:56:47,194,3.233333333,0.85,0.679,0.745
128:56:48,195,3.25,0.847,0.679,0.746
128:56:49,196,3.266666667,0.839,0.679,0.745
128:56:50,197,3.283333333,0.837,0.679,0.744
128:56:51,198,3.3,0.835,0.679,0.745
128:56:52,199,3.316666667,0.838,0.678,0.745
128:56:53,200,3.333333333,0.84,0.679,0.745
128:56:54,201,3.35,0.842,0.679,0.745
128:56:55,202,3.366666667,0.845,0.678,0.745
128:56:56,203,3.383333333,0.846,0.679,0.744
128:56:57,204,3.4,0.846,0.679,0.744
128:56:58,205,3.416666667,0.848,0.678,0.743
128:56:59,206,3.433333333,0.848,0.679,0.743
128:57:00,207,3.45,0.846,0.679,0.742
128:57:01,208,3.466666667,0.848,0.679,0.742
128:57:02,209,3.483333333,0.847,0.679,0.743
128:57:03,210,3.5,0.844,0.678,0.743
128:57:04,211,3.516666667,0.836,0.678,0.742
128:57:05,212,3.533333333,0.838,0.678,0.742
128:57:06,213,3.55,0.842,0.677,0.741
128:57:07,214,3.566666667,0.843,0.678,0.742
128:57:08,215,3.583333333,0.844,0.677,0.742
128:57:09,216,3.6,0.845,0.677,0.742
128:57:10,217,3.616666667,0.844,0.678,0.742
128:57:11,218,3.633333333,0.846,0.677,0.742
128:57:12,219,3.65,0.845,0.678,0.742
128:57:13,220,3.666666667,0.844,0.676,0.742
128:57:14,221,3.683333333,0.841,0.677,0.741
128:57:15,222,3.7,0.837,0.676,0.741
128:57:16,223,3.716666667,0.84,0.675,0.742
128:57:17,224,3.733333333,0.839,0.676,0.74
128:57:18,225,3.75,0.841,0.676,0.742
128:57:19,226,3.766666667,0.843,0.675,0.74
128:57:20,227,3.783333333,0.844,0.676,0.741
128:57:21,228,3.8,0.845,0.675,0.74
128:57:22,229,3.816666667,0.845,0.676,0.74
128:57:23,230,3.833333333,0.842,0.676,0.74
128:57:24,231,3.85,0.844,0.675,0.741
128:57:25,232,3.866666667,0.844,0.676,0.74
128:57:26,233,3.883333333,0.845,0.676,0.741
128:57:27,234,3.9,0.845,0.675,0.74
128:57:28,235,3.916666667,0.844,0.676,0.74
128:57:29,236,3.933333333,0.845,0.675,0.74
128:57:30,237,3.95,0.846,0.675,0.74
128:57:31,238,3.966666667,0.845,0.676,0.741
128:57:32,239,3.983333333,0.845,0.675,0.74
128:57:33,240,4,0.845,0.676,0.74
128:57:34,241,4.016666667,0.844,0.675,0.74
128:57:35,242,4.033333333,0.844,0.675,0.74
128:57:36,243,4.05,0.84,0.674,0.739
128:57:37,244,4.066666667,0.842,0.674,0.739
128:57:38,245,4.083333333,0.841,0.675,0.738
128:57:39,246,4.1,0.841,0.674,0.739
128:57:40,247,4.116666667,0.841,0.674,0.739
128:57:41,248,4.133333333,0.841,0.674,0.739
128:57:42,249,4.15,0.839,0.674,0.74
128:57:43,250,4.166666667,0.84,0.673,0.739
128:57:44,251,4.183333333,0.84,0.674,0.739
128:57:45,252,4.2,0.842,0.673,0.739
128:57:46,253,4.216666667,0.844,0.674,0.739
128:57:47,254,4.233333333,0.843,0.674,0.739
128:57:48,255,4.25,0.842,0.673,0.738
128:57:49,256,4.266666667,0.837,0.674,0.737
128:57:50,257,4.283333333,0.837,0.674,0.737
128:57:51,258,4.3,0.84,0.673,0.736
128:57:52,259,4.316666667,0.84,0.674,0.736
128:57:53,260,4.333333333,0.841,0.673,0.736
128:57:54,261,4.35,0.842,0.674,0.736
128:57:55,262,4.366666667,0.841,0.674,0.736
128:57:56,263,4.383333333,0.843,0.673,0.737
128:57:57,264,4.4,0.84,0.673,0.736
128:57:58,265,4.416666667,0.841,0.673,0.737
128:57:59,266,4.433333333,0.84,0.672,0.736
128:58:00,267,4.45,0.841,0.673,0.737
128:58:01,268,4.466666667,0.841,0.672,0.736
128:58:02,269,4.483333333,0.841,0.673,0.737
128:58:03,270,4.5,0.84,0.673,0.737
128:58:04,271,4.516666667,0.842,0.672,0.737
128:58:05,272,4.533333333,0.841,0.672,0.736
128:58:06,273,4.55,0.84,0.672,0.736
128:58:07,274,4.566666667,0.838,0.672,0.736
128:58:08,275,4.583333333,0.838,0.673,0.737
128:58:09,276,4.6,0.841,0.672,0.737
128:58:10,277,4.616666667,0.84,0.673,0.736
128:58:11,278,4.633333333,0.841,0.673,0.737
128:58:12,279,4.65,0.84,0.671,0.736
128:58:13,280,4.666666667,0.839,0.672,0.736
128:58:14,281,4.683333333,0.84,0.671,0.735
128:58:15,282,4.7,0.841,0.672,0.735
128:58:16,283,4.716666667,0.839,0.671,0.735
128:58:17,284,4.733333333,0.841,0.671,0.735
128:58:18,285,4.75,0.84,0.671,0.735
128:58:19,286,4.766666667,0.84,0.671,0.735
128:58:20,287,4.783333333,0.84,0.672,0.735
128:58:21,288,4.8,0.84,0.671,0.735
128:58:22,289,4.816666667,0.841,0.671,0.734
128:58:23,290,4.833333333,0.838,0.671,0.734
128:58:24,291,4.85,0.832,0.671,0.735
128:58:25,292,4.866666667,0.831,0.67,0.733
128:58:26,293,4.883333333,0.833,0.671,0.735
128:58:27,294,4.9,0.836,0.67,0.735
128:58:28,295,4.916666667,0.837,0.671,0.735
128:58:29,296,4.933333333,0.836,0.671,0.734
128:58:30,297,4.95,0.839,0.67,0.735
128:58:31,298,4.966666667,0.837,0.671,0.734
128:58:32,299,4.983333333,0.839,0.67,0.735
128:58:33,300,5,0.838,0.671,0.734
128:58:34,301,5.016666667,0.837,0.671,0.735
128:58:35,302,5.033333333,0.833,0.671,0.733
128:58:36,303,5.05,0.825,0.671,0.733
128:58:37,304,5.066666667,0.828,0.67,0.732
128:58:38,305,5.083333333,0.832,0.671,0.733
128:58:39,306,5.1,0.833,0.671,0.734
128:58:40,307,5.116666667,0.835,0.67,0.733
128:58:41,308,5.133333333,0.836,0.67,0.733
128:58:42,309,5.15,0.837,0.67,0.733
128:58:43,310,5.166666667,0.837,0.67,0.733
128:58:44,311,5.183333333,0.836,0.67,0.733
128:58:45,312,5.2,0.837,0.67,0.733
128:58:46,313,5.216666667,0.833,0.67,0.732
128:58:47,314,5.233333333,0.828,0.669,0.733
128:58:48,315,5.25,0.827,0.669,0.731
128:58:49,316,5.266666667,0.829,0.669,0.733
128:58:50,317,5.283333333,0.831,0.668,0.732
128:58:51,318,5.3,0.832,0.669,0.732
128:58:52,319,5.316666667,0.833,0.668,0.732
128:58:53,320,5.333333333,0.835,0.668,0.732
128:58:54,321,5.35,0.833,0.669,0.732
128:58:55,322,5.366666667,0.835,0.668,0.732
128:58:56,323,5.383333333,0.834,0.669,0.732
128:58:57,324,5.4,0.834,0.669,0.732
128:58:58,325,5.416666667,0.835,0.668,0.732
128:58:59,326,5.433333333,0.831,0.668,0.731
128:59:00,327,5.45,0.826,0.667,0.732
128:59:01,328,5.466666667,0.826,0.667,0.73
128:59:02,329,5.483333333,0.828,0.668,0.732
128:59:03,330,5.5,0.825,0.667,0.731
128:59:04,331,5.516666667,0.824,0.667,0.731
128:59:05,332,5.533333333,0.826,0.667,0.731
128:59:06,333,5.55,0.83,0.667,0.731
128:59:07,334,5.566666667,0.829,0.667,0.73
128:59:08,335,5.583333333,0.828,0.667,0.731
128:59:09,336,5.6,0.827,0.667,0.729
128:59:10,337,5.616666667,0.823,0.667,0.73
128:59:11,338,5.633333333,0.826,0.666,0.73
128:59:12,339,5.65,0.828,0.667,0.73
128:59:13,340,5.666666667,0.828,0.667,0.731
128:59:14,341,5.683333333,0.831,0.666,0.73
128:59:15,342,5.7,0.829,0.667,0.731
128:59:16,343,5.716666667,0.832,0.666,0.73
128:59:17,344,5.733333333,0.83,0.667,0.73
128:59:18,345,5.75,0.828,0.667,0.73
128:59:19,346,5.766666667,0.83,0.667,0.73
128:59:20,347,5.783333333,0.829,0.666,0.73
128:59:21,348,5.8,0.832,0.666,0.731
128:59:22,349,5.816666667,0.831,0.666,0.729
128:59:23,350,5.833333333,0.832,0.665,0.731
128:59:24,351,5.85,0.832,0.665,0.729
128:59:25,352,5.866666667,0.832,0.666,0.73
128:59:26,353,5.883333333,0.832,0.665,0.729
128:59:27,354,5.9,0.829,0.666,0.73
128:59:28,355,5.916666667,0.829,0.666,0.729
128:59:29,356,5.933333333,0.831,0.666,0.729
128:59:30,357,5.95,0.829,0.666,0.73
128:59:31,358,5.966666667,0.828,0.665,0.729
128:59:32,359,5.983333333,0.826,0.666,0.729
128:59:33,360,6,0.825,0.665,0.729
128:59:34,361,6.016666667,0.828,0.665,0.729
128:59:35,362,6.033333333,0.827,0.665,0.728
128:59:36,363,6.05,0.83,0.664,0.729
128:59:37,364,6.066666667,0.829,0.665,0.728
128:59:38,365,6.083333333,0.831,0.664,0.73
128:59:39,366,6.1,0.831,0.664,0.728
128:59:40,367,6.116666667,0.829,0.664,0.73
128:59:41,368,6.133333333,0.828,0.663,0.728
128:59:42,369,6.15,0.827,0.664,0.729
128:59:43,370,6.166666667,0.823,0.665,0.728
128:59:44,371,6.183333333,0.825,0.664,0.728
128:59:45,372,6.2,0.824,0.664,0.728
128:59:46,373,6.216666667,0.827,0.663,0.728
128:59:47,374,6.233333333,0.827,0.664,0.727
128:59:48,375,6.25,0.828,0.664,0.728
128:59:49,376,6.266666667,0.829,0.663,0.727
128:59:50,377,6.283333333,0.828,0.664,0.727
128:59:51,378,6.3,0.829,0.663,0.727
128:59:52,379,6.316666667,0.829,0.663,0.727
128:59:53,380,6.333333333,0.828,0.663,0.727
128:59:54,381,6.35,0.83,0.662,0.727
128:59:55,382,6.366666667,0.829,0.663,0.727
128:59:56,383,6.383333333,0.828,0.662,0.727
128:59:57,384,6.4,0.83,0.663,0.727
128:59:58,385,6.416666667,0.828,0.663,0.727
128:59:59,386,6.433333333,0.829,0.663,0.727
129:00:00,387,6.45,0.827,0.663,0.726
129:00:01,388,6.466666667,0.827,0.662,0.727
129:00:02,389,6.483333333,0.824,0.662,0.725
129:00:03,390,6.5,0.825,0.662,0.726
129:00:04,391,6.516666667,0.826,0.662,0.726
129:00:05,392,6.533333333,0.826,0.662,0.726
129:00:06,393,6.55,0.826,0.662,0.726
129:00:07,394,6.566666667,0.828,0.661,0.726
129:00:08,395,6.583333333,0.826,0.662,0.726
129:00:09,396,6.6,0.828,0.662,0.726
129:00:10,397,6.616666667,0.827,0.663,0.726
129:00:11,398,6.633333333,0.827,0.662,0.726
129:00:12,399,6.65,0.826,0.662,0.725
129:00:13,400,6.666666667,0.825,0.662,0.724
129:00:14,401,6.683333333,0.827,0.661,0.724
129:00:15,402,6.7,0.822,0.662,0.723
129:00:16,403,6.716666667,0.821,0.661,0.724
129:00:17,404,6.733333333,0.823,0.661,0.723
129:00:18,405,6.75,0.823,0.662,0.724
129:00:19,406,6.766666667,0.82,0.661,0.724
129:00:20,407,6.783333333,0.818,0.661,0.724
129:00:21,408,6.8,0.82,0.661,0.724
129:00:22,409,6.816666667,0.824,0.661,0.724
129:00:23,410,6.833333333,0.823,0.662,0.725
129:00:24,411,6.85,0.826,0.661,0.724
129:00:25,412,6.866666667,0.823,0.661,0.724
129:00:26,413,6.883333333,0.814,0.661,0.723
129:00:27,414,6.9,0.813,0.66,0.723
129:00:28,415,6.916666667,0.816,0.661,0.723
129:00:29,416,6.933333333,0.82,0.661,0.723
129:00:30,417,6.95,0.822,0.661,0.722
129:00:31,418,6.966666667,0.822,0.661,0.724
129:00:32,419,6.983333333,0.823,0.66,0.723
129:00:33,420,7,0.82,0.661,0.723
129:00:34,421,7.016666667,0.82,0.66,0.723
129:00:35,422,7.033333333,0.823,0.66,0.723
129:00:36,423,7.05,0.821,0.66,0.723
129:00:37,424,7.066666667,0.824,0.659,0.723
129:00:38,425,7.083333333,0.821,0.66,0.722
129:00:39,426,7.1,0.823,0.659,0.723
129:00:40,427,7.116666667,0.823,0.659,0.722
129:00:41,428,7.133333333,0.823,0.66,0.723
129:00:42,429,7.15,0.824,0.659,0.723
129:00:43,430,7.166666667,0.823,0.659,0.723
129:00:44,431,7.183333333,0.823,0.659,0.723
129:00:45,432,7.2,0.823,0.659,0.722
129:00:46,433,7.216666667,0.822,0.659,0.723
129:00:47,434,7.233333333,0.822,0.658,0.722
129:00:48,435,7.25,0.822,0.659,0.722
129:00:49,436,7.266666667,0.822,0.658,0.722
129:00:50,437,7.283333333,0.823,0.658,0.722
129:00:51,438,7.3,0.822,0.658,0.722
129:00:52,439,7.316666667,0.824,0.658,0.722
129:00:53,440,7.333333333,0.822,0.658,0.721
129:00:54,441,7.35,0.822,0.657,0.722
129:00:55,442,7.366666667,0.823,0.657,0.721
129:00:56,443,7.383333333,0.821,0.658,0.722
129:00:57,444,7.4,0.82,0.657,0.721
129:00:58,445,7.416666667,0.821,0.658,0.721
129:00:59,446,7.433333333,0.82,0.657,0.721
129:01:00,447,7.45,0.821,0.656,0.721
129:01:01,448,7.466666667,0.82,0.657,0.72
129:01:02,449,7.483333333,0.82,0.656,0.72
129:01:03,450,7.5,0.821,0.657,0.72
129:01:04,451,7.516666667,0.82,0.657,0.719
129:01:05,452,7.533333333,0.821,0.656,0.72
129:01:06,453,7.55,0.821,0.657,0.719
129:01:07,454,7.566666667,0.819,0.657,0.721
129:01:08,455,7.583333333,0.814,0.656,0.72
129:01:09,456,7.6,0.815,0.657,0.72
129:01:10,457,7.616666667,0.817,0.655,0.72
129:01:11,458,7.633333333,0.82,0.656,0.72
129:01:12,459,7.65,0.818,0.656,0.72
129:01:13,460,7.666666667,0.818,0.656,0.721
129:01:14,461,7.683333333,0.809,0.656,0.72
129:01:15,462,7.7,0.804,0.656,0.72
129:01:16,463,7.716666667,0.808,0.655,0.719
129:01:17,464,7.733333333,0.811,0.655,0.72
129:01:18,465,7.75,0.813,0.655,0.72
129:01:19,466,7.766666667,0.814,0.655,0.719
129:01:20,467,7.783333333,0.814,0.655,0.72
129:01:21,468,7.8,0.817,0.654,0.719
129:01:22,469,7.816666667,0.817,0.655,0.72
129:01:23,470,7.833333333,0.816,0.654,0.72
129:01:24,471,7.85,0.818,0.655,0.72
129:01:25,472,7.866666667,0.816,0.655,0.72
129:01:26,473,7.883333333,0.818,0.654,0.72
129:01:27,474,7.9,0.817,0.655,0.719
129:01:28,475,7.916666667,0.819,0.654,0.72
129:01:29,476,7.933333333,0.818,0.654,0.718
129:01:30,477,7.95,0.816,0.655,0.72
129:01:31,478,7.966666667,0.816,0.655,0.718
129:01:32,479,7.983333333,0.818,0.656,0.719
129:01:33,480,8,0.816,0.655,0.719
129:01:34,481,8.016666667,0.818,0.655,0.719
129:01:35,482,8.033333333,0.817,0.656,0.719
129:01:36,483,8.05,0.816,0.655,0.718
129:01:37,484,8.066666667,0.813,0.655,0.719
129:01:38,485,8.083333333,0.805,0.655,0.718
129:01:39,486,8.1,0.799,0.654,0.718
129:01:40,487,8.116666667,0.796,0.654,0.717
129:01:41,488,8.133333333,0.803,0.654,0.718
129:01:42,489,8.15,0.809,0.654,0.718
129:01:43,490,8.166666667,0.81,0.655,0.718
129:01:44,491,8.183333333,0.81,0.654,0.718
129:01:45,492,8.2,0.81,0.654,0.718
129:01:46,493,8.216666667,0.808,0.654,0.717
129:01:47,494,8.233333333,0.811,0.654,0.718
129:01:48,495,8.25,0.813,0.654,0.717
129:01:49,496,8.266666667,0.813,0.654,0.718
129:01:50,497,8.283333333,0.814,0.653,0.717
129:01:51,498,8.3,0.814,0.653,0.717
129:01:52,499,8.316666667,0.81,0.654,0.717
129:01:53,500,8.333333333,0.808,0.653,0.717
129:01:54,501,8.35,0.808,0.653,0.716
129:01:55,502,8.366666667,0.808,0.654,0.716
129:01:56,503,8.383333333,0.811,0.654,0.716
129:01:57,504,8.4,0.811,0.654,0.715
129:01:58,505,8.416666667,0.811,0.654,0.717
129:01:59,506,8.433333333,0.813,0.652,0.716
129:02:00,507,8.45,0.813,0.653,0.716
129:02:01,508,8.466666667,0.81,0.653,0.716
129:02:02,509,8.483333333,0.811,0.652,0.716
129:02:03,510,8.5,0.812,0.652,0.715
129:02:04,511,8.516666667,0.813,0.652,0.717
129:02:05,512,8.533333333,0.813,0.652,0.715
129:02:06,513,8.55,0.813,0.652,0.716
129:02:07,514,8.566666667,0.812,0.652,0.716
129:02:08,515,8.583333333,0.81,0.651,0.716
129:02:09,516,8.6,0.805,0.652,0.715
129:02:10,517,8.616666667,0.804,0.652,0.716
129:02:11,518,8.633333333,0.807,0.652,0.715
129:02:12,519,8.65,0.809,0.652,0.715
129:02:13,520,8.666666667,0.81,0.652,0.716
129:02:14,521,8.683333333,0.813,0.652,0.716
129:02:15,522,8.7,0.813,0.652,0.716
129:02:16,523,8.716666667,0.812,0.652,0.715
129:02:17,524,8.733333333,0.813,0.652,0.715
129:02:18,525,8.75,0.812,0.651,0.714
129:02:19,526,8.766666667,0.812,0.652,0.715
129:02:20,527,8.783333333,0.812,0.651,0.714
129:02:21,528,8.8,0.812,0.651,0.715
129:02:22,529,8.816666667,0.81,0.652,0.714
129:02:23,530,8.833333333,0.812,0.651,0.715
129:02:24,531,8.85,0.812,0.651,0.714
129:02:25,532,8.866666667,0.812,0.651,0.715
129:02:26,533,8.883333333,0.812,0.651,0.715
129:02:27,534,8.9,0.813,0.65,0.715
129:02:28,535,8.916666667,0.811,0.65,0.714
129:02:29,536,8.933333333,0.809,0.651,0.714
129:02:30,537,8.95,0.809,0.651,0.713
129:02:31,538,8.966666667,0.811,0.65,0.714
129:02:32,539,8.983333333,0.81,0.651,0.714
129:02:33,540,9,0.81,0.65,0.713
129:02:34,541,9.016666667,0.812,0.65,0.714
129:02:35,542,9.033333333,0.81,0.65,0.713
129:02:36,543,9.05,0.81,0.649,0.714
129:02:37,544,9.066666667,0.81,0.649,0.713
129:02:38,545,9.083333333,0.811,0.65,0.713
129:02:39,546,9.1,0.808,0.65,0.713
129:02:40,547,9.116666667,0.809,0.649,0.714
