,Seconds,Minutes,Oxy Electrode 1 Last (V),OxyElectrode 2 Last (V),OxyElectrode 3 Last (V)
196:13:58,183,3.05,,0.258,0.304
196:13:59,184,3.066666667,,0.258,0.304
196:14:00,185,3.083333333,,0.259,0.303
196:14:01,186,3.1,,0.258,0.304
196:14:02,187,3.116666667,,0.258,0.303
196:14:03,188,3.133333333,,0.259,0.303
196:14:04,189,3.15,,0.259,0.303
196:14:05,190,3.166666667,,0.258,0.302
196:14:06,191,3.183333333,,0.258,0.302
196:14:07,192,3.2,,0.259,0.303
196:14:08,193,3.216666667,,0.258,0.303
196:14:09,194,3.233333333,,0.258,0.303
196:14:10,195,3.25,,0.259,0.303
196:14:11,196,3.266666667,,0.258,0.304
196:14:12,197,3.283333333,,0.257,0.304
196:14:13,198,3.3,,0.257,0.306
196:14:14,199,3.316666667,,0.258,0.307
196:14:15,200,3.333333333,,0.259,0.308
196:14:16,201,3.35,,0.258,0.308
196:14:17,202,3.366666667,,0.258,0.308
196:14:18,203,3.383333333,,0.259,0.309
196:14:19,204,3.4,,0.259,0.308
196:14:20,205,3.416666667,,0.258,0.308
196:14:21,206,3.433333333,,0.258,0.307
196:14:22,207,3.45,,0.26,0.308
196:14:23,208,3.466666667,,0.259,0.307
196:14:24,209,3.483333333,,0.258,0.307
196:14:25,210,3.5,,0.258,0.305
196:14:26,211,3.516666667,,0.259,0.306
196:14:27,212,3.533333333,,0.259,0.305
196:14:28,213,3.55,,0.258,0.305
196:14:29,214,3.566666667,,0.259,0.304
196:14:30,215,3.583333333,,0.259,0.304
196:14:31,216,3.6,,0.258,0.303
196:14:32,217,3.616666667,,0.257,0.303
196:14:33,218,3.633333333,,0.258,0.302
196:14:34,219,3.65,,0.258,0.302
196:14:35,220,3.666666667,,0.257,0.302
196:14:36,221,3.683333333,,0.257,0.301
196:14:37,222,3.7,,0.257,0.301
196:14:38,223,3.716666667,,0.258,0.3
196:14:39,224,3.733333333,,0.257,0.301
196:14:40,225,3.75,,0.257,0.301
196:14:41,226,3.766666667,,0.257,0.301
196:14:42,227,3.783333333,,0.257,0.3
196:14:43,228,3.8,,0.256,0.301
196:14:44,229,3.816666667,,0.256,0.3
196:14:45,230,3.833333333,,0.256,0.301
196:14:46,231,3.85,,0.257,0.301
196:14:47,232,3.866666667,,0.258,0.302
196:14:48,233,3.883333333,,0.257,0.302
196:14:49,234,3.9,,0.257,0.302
196:14:50,235,3.916666667,,0.257,0.302
196:14:51,236,3.933333333,,0.257,0.304
196:14:52,237,3.95,,0.257,0.304
196:14:53,238,3.966666667,,0.256,0.304
196:14:54,239,3.983333333,,0.257,0.305
196:14:55,240,4,,0.255,0.306
196:14:56,241,4.016666667,,0.255,0.306
196:14:57,242,4.033333333,,0.256,0.305
196:14:58,243,4.05,,0.256,0.305
196:14:59,244,4.066666667,,0.256,0.305
196:15:00,245,4.083333333,,0.256,0.305
196:15:01,246,4.1,,0.257,0.304
196:15:02,247,4.116666667,,0.256,0.304
196:15:03,248,4.133333333,,0.255,0.303
196:15:04,249,4.15,,0.256,0.302
196:15:05,250,4.166666667,,0.256,0.301
196:15:06,251,4.183333333,,0.255,0.301
196:15:07,252,4.2,,0.255,0.301
196:15:08,253,4.216666667,,0.255,0.3
196:15:09,254,4.233333333,,0.255,0.3
196:15:10,255,4.25,,0.254,0.3
196:15:11,256,4.266666667,,0.254,0.3
196:15:12,257,4.283333333,,0.255,0.299
196:15:13,258,4.3,,0.254,0.299
196:15:14,259,4.316666667,,0.253,0.299
196:15:15,260,4.333333333,,0.253,0.3
196:15:16,261,4.35,,0.254,0.299
196:15:17,262,4.366666667,,0.253,0.3
196:15:18,263,4.383333333,,0.253,0.299
196:15:19,264,4.4,,0.254,0.299
196:15:20,265,4.416666667,,0.254,0.299
196:15:21,266,4.433333333,,0.253,0.3
196:15:22,267,4.45,,0.253,0.3
196:15:23,268,4.466666667,,0.253,0.3
196:15:24,269,4.483333333,,0.254,0.301
196:15:25,270,4.5,,0.254,0.303
196:15:26,271,4.516666667,,0.254,0.303
196:15:27,272,4.533333333,,0.254,0.304
196:15:28,273,4.55,,0.255,0.304
196:15:29,274,4.566666667,,0.254,0.305
196:15:30,275,4.583333333,,0.254,0.305
196:15:31,276,4.6,,0.254,0.303
196:15:32,277,4.616666667,,0.254,0.304
196:15:33,278,4.633333333,,0.253,0.302
196:15:34,279,4.65,,0.253,0.303
196:15:35,280,4.666666667,,0.254,0.301
196:15:36,281,4.683333333,,0.254,0.301
196:15:37,282,4.7,,0.254,0.301
196:15:38,283,4.716666667,,0.254,0.3
196:15:39,284,4.733333333,,0.254,0.299
196:15:40,285,4.75,,0.255,0.299
196:15:41,286,4.766666667,,0.254,0.298
196:15:42,287,4.783333333,,0.254,0.297
196:15:43,288,4.8,,0.255,0.297
196:15:44,289,4.816666667,,0.256,0.297
196:15:45,290,4.833333333,,0.255,0.297
196:15:46,291,4.85,,0.254,0.296
196:15:47,292,4.866666667,,0.255,0.297
196:15:48,293,4.883333333,,0.255,0.297
196:15:49,294,4.9,,0.254,0.297
196:15:50,295,4.916666667,,0.254,0.296
196:15:51,296,4.933333333,,0.255,0.297
196:15:52,297,4.95,,0.254,0.297
196:15:53,298,4.966666667,,0.254,0.297
196:15:54,299,4.983333333,,0.255,0.296
196:15:55,300,5,,0.255,0.296
196:15:56,301,5.016666667,,0.254,0.295
196:15:57,302,5.033333333,,0.255,0.296
196:15:58,303,5.05,,0.255,0.296
196:15:59,304,5.066666667,,0.254,0.297
196:16:00,305,5.083333333,,0.254,0.297
196:16:01,306,5.1,,0.255,0.298
196:16:02,307,5.116666667,,0.254,0.299
196:16:03,308,5.133333333,,0.254,0.298
196:16:04,309,5.15,,0.255,0.299
196:16:05,310,5.166666667,,0.255,0.299
196:16:06,311,5.183333333,,0.254,0.3
196:16:07,312,5.2,,0.255,0.3
196:16:08,313,5.216666667,,0.255,0.301
196:16:09,314,5.233333333,,0.253,0.301
196:16:10,315,5.25,,0.254,0.302
196:16:11,316,5.266666667,,0.255,0.302
196:16:12,317,5.283333333,,0.254,0.303
196:16:13,318,5.3,,0.254,0.301
196:16:14,319,5.316666667,,0.254,0.302
196:16:15,320,5.333333333,,0.254,0.301
196:16:16,321,5.35,,0.254,0.3
196:16:17,322,5.366666667,,0.254,0.299
196:16:18,323,5.383333333,,0.253,0.299
196:16:19,324,5.4,,0.253,0.298
196:16:20,325,5.416666667,,0.254,0.297
196:16:21,326,5.433333333,,0.254,0.297
196:16:22,327,5.45,,0.254,0.296
196:16:23,328,5.466666667,,0.254,0.296
196:16:24,329,5.483333333,,0.254,0.296
196:16:25,330,5.5,,0.253,0.296
196:16:26,331,5.516666667,,0.253,0.295
196:16:27,332,5.533333333,,0.253,0.295
196:16:28,333,5.55,,0.252,0.295
196:16:29,334,5.566666667,,0.253,0.294
196:16:30,335,5.583333333,,0.253,0.293
196:16:31,336,5.6,,0.252,0.294
196:16:32,337,5.616666667,,0.252,0.293
196:16:33,338,5.633333333,,0.253,0.293
196:16:34,339,5.65,,0.253,0.294
196:16:35,340,5.666666667,,0.252,0.294
196:16:36,341,5.683333333,,0.252,0.293
196:16:37,342,5.7,,0.253,0.293
196:16:38,343,5.716666667,,0.252,0.293
196:16:39,344,5.733333333,,0.252,0.293
196:16:40,345,5.75,,0.253,0.294
196:16:41,346,5.766666667,,0.252,0.295
196:16:42,347,5.783333333,,0.253,0.296
196:16:43,348,5.8,,0.253,0.295
196:16:44,349,5.816666667,,0.252,0.297
196:16:45,350,5.833333333,,0.253,0.295
196:16:46,351,5.85,,0.253,0.296
196:16:47,352,5.866666667,,0.253,0.296
196:16:48,353,5.883333333,,0.253,0.296
196:16:49,354,5.9,,0.253,0.296
196:16:50,355,5.916666667,,0.253,0.298
196:16:51,356,5.933333333,,0.253,0.297
196:16:52,357,5.95,,0.253,0.298
196:16:53,358,5.966666667,,0.253,0.299
196:16:54,359,5.983333333,,0.252,0.3
196:16:55,360,6,,0.253,0.299
196:16:56,361,6.016666667,,0.253,0.299
196:16:57,362,6.033333333,,0.252,0.299
196:16:58,363,6.05,,0.252,0.299
196:16:59,364,6.066666667,,0.253,0.298
196:17:00,365,6.083333333,,0.252,0.298
196:17:01,366,6.1,,0.252,0.297
196:17:02,367,6.116666667,,0.254,0.296
196:17:03,368,6.133333333,,0.253,0.296
196:17:04,369,6.15,,0.252,0.295
196:17:05,370,6.166666667,,0.253,0.295
196:17:06,371,6.183333333,,0.252,0.295
196:17:07,372,6.2,,0.252,0.294
196:17:08,373,6.216666667,,0.253,0.293
196:17:09,374,6.233333333,,0.253,0.293
196:17:10,375,6.25,,0.252,0.292
196:17:11,376,6.266666667,,0.252,0.292
196:17:12,377,6.283333333,,0.252,0.291
196:17:13,378,6.3,,0.252,0.292
196:17:14,379,6.316666667,,0.252,0.291
196:17:15,380,6.333333333,,0.252,0.291
196:17:16,381,6.35,,0.251,0.292
196:17:17,382,6.366666667,,0.251,0.291
196:17:18,383,6.383333333,,0.252,0.291
196:17:19,384,6.4,,0.251,0.291
196:17:20,385,6.416666667,,0.252,0.292
196:17:21,386,6.433333333,,0.252,0.292
196:17:22,387,6.45,,0.253,0.294
196:17:23,388,6.466666667,,0.251,0.293
196:17:24,389,6.483333333,,0.252,0.293
196:17:25,390,6.5,,0.252,0.294
196:17:26,391,6.516666667,,0.251,0.295
196:17:27,392,6.533333333,,0.251,0.295
196:17:28,393,6.55,,0.252,0.295
196:17:29,394,6.566666667,,0.251,0.296
196:17:30,395,6.583333333,,0.251,0.296
196:17:31,396,6.6,,0.252,0.296
196:17:32,397,6.616666667,,0.252,0.297
196:17:33,398,6.633333333,,0.251,0.297
196:17:34,399,6.65,,0.251,0.297
196:17:35,400,6.666666667,,0.251,0.297
196:17:36,401,6.683333333,,0.251,0.296
196:17:37,402,6.7,,0.251,0.296
196:17:38,403,6.716666667,,0.251,0.295
196:17:39,404,6.733333333,,0.251,0.295
196:17:40,405,6.75,,0.25,0.295
196:17:41,406,6.766666667,,0.25,0.295
196:17:42,407,6.783333333,,0.251,0.293
196:17:43,408,6.8,,0.251,0.293
196:17:44,409,6.816666667,,0.25,0.293
196:17:45,410,6.833333333,,0.25,0.292
196:17:46,411,6.85,,0.25,0.291
196:17:47,412,6.866666667,,0.251,0.291
196:17:48,413,6.883333333,,0.25,0.291
196:17:49,414,6.9,,0.25,0.29
196:17:50,415,6.916666667,,0.25,0.29
196:17:51,416,6.933333333,,0.25,0.289
196:17:52,417,6.95,,0.25,0.29
196:17:53,418,6.966666667,,0.249,0.289
196:17:54,419,6.983333333,,0.25,0.289
196:17:55,420,7,,0.249,0.288
196:17:56,421,7.016666667,,0.249,0.288
196:17:57,422,7.033333333,,0.25,0.288
196:17:58,423,7.05,,0.25,0.289
196:17:59,424,7.066666667,,0.249,0.289
196:18:00,425,7.083333333,,0.249,0.289
196:18:01,426,7.1,,0.25,0.289
196:18:02,427,7.116666667,,0.249,0.289
196:18:03,428,7.133333333,,0.249,0.289
196:18:04,429,7.15,,0.249,0.289
196:18:05,430,7.166666667,,0.249,0.289
196:18:06,431,7.183333333,,0.249,0.289
196:18:07,432,7.2,,0.249,0.29
196:18:08,433,7.216666667,,0.249,0.29
196:18:09,434,7.233333333,,0.248,0.29
196:18:10,435,7.25,,0.249,0.29
196:18:11,436,7.266666667,,0.249,0.291
196:18:12,437,7.283333333,,0.248,0.292
196:18:13,438,7.3,,0.248,0.293
196:18:14,439,7.316666667,,0.249,0.293
196:18:15,440,7.333333333,,0.248,0.294
196:18:16,441,7.35,,0.248,0.293
196:18:17,442,7.366666667,,0.249,0.294
196:18:18,443,7.383333333,,0.248,0.293
196:18:19,444,7.4,,0.248,0.293
196:18:20,445,7.416666667,,0.249,0.292
196:18:21,446,7.433333333,,0.249,0.292
196:18:22,447,7.45,,0.248,0.291
196:18:23,448,7.466666667,,0.248,0.291
196:18:24,449,7.483333333,,0.248,0.29
196:18:25,450,7.5,,0.248,0.289
196:18:26,451,7.516666667,,0.248,0.289
196:18:27,452,7.533333333,,0.248,0.288
196:18:28,453,7.55,,0.248,0.288
196:18:29,454,7.566666667,,0.247,0.287
196:18:30,455,7.583333333,,0.248,0.287
196:18:31,456,7.6,,0.248,0.287
196:18:32,457,7.616666667,,0.247,0.287
196:18:33,458,7.633333333,,0.248,0.286
196:18:34,459,7.65,,0.248,0.286
196:18:35,460,7.666666667,,0.247,0.286
196:18:36,461,7.683333333,,0.247,0.286
196:18:37,462,7.7,,0.248,0.285
196:18:38,463,7.716666667,,0.247,0.286
196:18:39,464,7.733333333,,0.247,0.286
196:18:40,465,7.75,,0.248,0.286
196:18:41,466,7.766666667,,0.247,0.287
196:18:42,467,7.783333333,,0.246,0.287
196:18:43,468,7.8,,0.247,0.288
196:18:44,469,7.816666667,,0.246,0.288
196:18:45,470,7.833333333,,0.246,0.288
196:18:46,471,7.85,,0.247,0.288
196:18:47,472,7.866666667,,0.246,0.29
196:18:48,473,7.883333333,,0.246,0.289
196:18:49,474,7.9,,0.247,0.291
196:18:50,475,7.916666667,,0.247,0.291
196:18:51,476,7.933333333,,0.246,0.291
196:18:52,477,7.95,,0.246,0.291
196:18:53,478,7.966666667,,0.247,0.291
196:18:54,479,7.983333333,,0.246,0.291
196:18:55,480,8,,0.246,0.291
196:18:56,481,8.016666667,,0.247,0.29
196:18:57,482,8.033333333,,0.247,0.29
196:18:58,483,8.05,,0.246,0.289
196:18:59,484,8.066666667,,0.247,0.288
196:19:00,485,8.083333333,,0.246,0.288
196:19:01,486,8.1,,0.246,0.287
196:19:02,487,8.116666667,,0.246,0.287
196:19:03,488,8.133333333,,0.246,0.286
196:19:04,489,8.15,,0.246,0.287
196:19:05,490,8.166666667,,0.246,0.286
196:19:06,491,8.183333333,,0.246,0.285
196:19:07,492,8.2,,0.246,0.284
196:19:08,493,8.216666667,,0.245,0.285
196:19:09,494,8.233333333,,0.245,0.284
196:19:10,495,8.25,,0.246,0.285
196:19:11,496,8.266666667,,0.245,0.285
196:19:12,497,8.283333333,,0.245,0.284
196:19:13,498,8.3,,0.246,0.284
196:19:14,499,8.316666667,,0.246,0.284
196:19:15,500,8.333333333,,0.245,0.284
196:19:16,501,8.35,,0.245,0.284
196:19:17,502,8.366666667,,0.245,0.285
196:19:18,503,8.383333333,,0.244,0.285
196:19:19,504,8.4,,0.245,0.285
196:19:20,505,8.416666667,,0.246,0.285
196:19:21,506,8.433333333,,0.246,0.287
196:19:22,507,8.45,,0.245,0.286
196:19:23,508,8.466666667,,0.246,0.288
196:19:24,509,8.483333333,,0.246,0.288
196:19:25,510,8.5,,0.245,0.289
196:19:26,511,8.516666667,,0.245,0.288
196:19:27,512,8.533333333,,0.246,0.289
196:19:28,513,8.55,,0.246,0.288
196:19:29,514,8.566666667,,0.245,0.288
196:19:30,515,8.583333333,,0.245,0.287
196:19:31,516,8.6,,0.245,0.287
196:19:32,517,8.616666667,,0.245,0.286
196:19:33,518,8.633333333,,0.245,0.286
196:19:34,519,8.65,,0.244,0.285
196:19:35,520,8.666666667,,0.245,0.285
196:19:36,521,8.683333333,,0.245,0.285
196:19:37,522,8.7,,0.244,0.284
196:19:38,523,8.716666667,,0.244,0.284
196:19:39,524,8.733333333,,0.245,0.283
196:19:40,525,8.75,,0.244,0.283
196:19:41,526,8.766666667,,0.244,0.282
196:19:42,527,8.783333333,,0.244,0.282
196:19:43,528,8.8,,0.245,0.281
196:19:44,529,8.816666667,,0.244,0.283
196:19:45,530,8.833333333,,0.244,0.281
196:19:46,531,8.85,,0.245,0.282
196:19:47,532,8.866666667,,0.245,0.281
196:19:48,533,8.883333333,,0.244,0.281
196:19:49,534,8.9,,0.244,0.281
196:19:50,535,8.916666667,,0.245,0.281
196:19:51,536,8.933333333,,0.245,0.281
196:19:52,537,8.95,,0.244,0.282
196:19:53,538,8.966666667,,0.244,0.282
196:19:54,539,8.983333333,,0.245,0.283
196:19:55,540,9,,0.245,0.284
196:19:56,541,9.016666667,,0.244,0.284
196:19:57,542,9.033333333,,0.243,0.284
196:19:58,543,9.05,,0.244,0.284
196:19:59,544,9.066666667,,0.244,0.285
196:20:00,545,9.083333333,,0.243,0.285
196:20:01,546,9.1,,0.243,0.286
196:20:02,547,9.116666667,,0.244,0.286
196:20:03,548,9.133333333,,0.244,0.287
196:20:04,549,9.15,,0.243,0.287
196:20:05,550,9.166666667,,0.243,0.287
196:20:06,551,9.183333333,,0.243,0.286
196:20:07,552,9.2,,0.244,0.286
196:20:08,553,9.216666667,,0.243,0.286
196:20:09,554,9.233333333,,0.243,0.285
196:20:10,555,9.25,,0.243,0.284
196:20:11,556,9.266666667,,0.244,0.284
196:20:12,557,9.283333333,,0.243,0.284
196:20:13,558,9.3,,0.243,0.283
196:20:14,559,9.316666667,,0.242,0.282
196:20:15,560,9.333333333,,0.243,0.282
196:20:16,561,9.35,,0.243,0.282
196:20:17,562,9.366666667,,0.242,0.281
196:20:18,563,9.383333333,,0.242,0.28
196:20:19,564,9.4,,0.243,0.279
196:20:20,565,9.416666667,,0.242,0.28
196:20:21,566,9.433333333,,0.242,0.279
196:20:22,567,9.45,,0.242,0.279
196:20:23,568,9.466666667,,0.243,0.279
196:20:24,569,9.483333333,,0.242,0.279
196:20:25,570,9.5,,0.242,0.279
196:20:26,571,9.516666667,,0.242,0.279
196:20:27,572,9.533333333,,0.243,0.279
196:20:28,573,9.55,,0.242,0.279
196:20:29,574,9.566666667,,0.241,0.279
196:20:30,575,9.583333333,,0.241,0.279
196:20:31,576,9.6,,0.242,0.28
196:20:32,577,9.616666667,,0.242,0.28
196:20:33,578,9.633333333,,0.241,0.281
196:20:34,579,9.65,,0.241,0.28
196:20:35,580,9.666666667,,0.242,0.282
196:20:36,581,9.683333333,,0.241,0.283
196:20:37,582,9.7,,0.241,0.283
196:20:38,583,9.716666667,,0.241,0.283
196:20:39,584,9.733333333,,0.242,0.284
196:20:40,585,9.75,,0.241,0.284
196:20:41,586,9.766666667,,0.241,0.284
196:20:42,587,9.783333333,,0.242,0.283
196:20:43,588,9.8,,0.241,0.283
196:20:44,589,9.816666667,,0.241,0.283
196:20:45,590,9.833333333,,0.241,0.282
196:20:46,591,9.85,,0.242,0.282
196:20:47,592,9.866666667,,0.24,0.281
196:20:48,593,9.883333333,,0.241,0.28
196:20:49,594,9.9,,0.241,0.28
196:20:50,595,9.916666667,,0.24,0.28
196:20:51,596,9.933333333,,0.24,0.279
196:20:52,597,9.95,,0.241,0.279
196:20:53,598,9.966666667,,0.24,0.279
196:20:54,599,9.983333333,,0.24,0.279
196:20:55,600,10,,0.241,0.278
196:20:56,601,10.01666667,,0.24,0.279
196:20:57,602,10.03333333,,0.24,0.278
196:20:58,603,10.05,,0.241,0.278
196:20:59,604,10.06666667,,0.241,0.278
196:21:00,605,10.08333333,,0.24,0.277
196:21:01,606,10.1,,0.239,0.277
196:21:02,607,10.11666667,,0.24,0.278
196:21:03,608,10.13333333,,0.239,0.278
196:21:04,609,10.15,,0.239,0.278
196:21:05,610,10.16666667,,0.24,0.278
196:21:06,611,10.18333333,,0.239,0.278
196:21:07,612,10.2,,0.239,0.279
196:21:08,613,10.21666667,,0.24,0.279
196:21:09,614,10.23333333,,0.24,0.28
196:21:10,615,10.25,,0.239,0.28
196:21:11,616,10.26666667,,0.239,0.281
196:21:12,617,10.28333333,,0.24,0.281
196:21:13,618,10.3,,0.24,0.283
196:21:14,619,10.31666667,,0.239,0.282
196:21:15,620,10.33333333,,0.239,0.282
196:21:16,621,10.35,,0.24,0.281
