"","Oxy Electrode 1 Last (V)","OxyElectrode 2 Last (V)","OxyElectrode 3 Last (V)"
"54:08:47","0.030","0.302","0.154"
"54:08:48","0.029","0.303","0.155"
"54:08:49","0.029","0.303","0.154"
"54:08:50","0.030","0.303","0.154"
"54:08:51","0.029","0.302","0.154"
"54:08:52","0.030","0.303","0.153"
"54:08:53","0.029","0.301","0.154"
"54:08:54","0.030","0.302","0.153"
"54:08:55","0.030","0.302","0.153"
"54:08:56","0.030","0.301","0.152"
"54:08:57","0.029","0.302","0.153"
"54:08:58","0.030","0.303","0.152"
"54:08:59","0.029","0.300","0.153"
"54:09:00","0.029","0.302","0.153"
"54:09:01","0.030","0.302","0.153"
"54:09:02","0.029","0.300","0.153"
"54:09:03","0.030","0.302","0.153"
"54:09:04","0.030","0.301","0.152"
"54:09:05","0.029","0.300","0.152"
"54:09:06","0.029","0.301","0.152"
"54:09:07","0.030","0.301","0.152"
"54:09:08","0.029","0.299","0.152"
"54:09:09","0.030","0.301","0.152"
"54:09:10","0.029","0.300","0.152"
"54:09:11","0.029","0.300","0.151"
"54:09:12","0.029","0.300","0.152"
"54:09:13","0.030","0.300","0.151"
"54:09:14","0.028","0.299","0.152"
"54:09:15","0.030","0.301","0.151"
"54:09:16","0.029","0.299","0.151"
"54:09:17","0.029","0.299","0.151"
"54:09:18","0.030","0.300","0.151"
"54:09:19","0.029","0.298","0.150"
"54:09:20","0.029","0.300","0.151"
"54:09:21","0.030","0.300","0.150"
"54:09:22","0.029","0.299","0.151"
"54:09:23","0.029","0.299","0.150"
"54:09:24","0.030","0.299","0.150"
"54:09:25","0.029","0.298","0.151"
"54:09:26","0.030","0.300","0.150"
"54:09:27","0.029","0.298","0.150"
"54:09:28","0.029","0.299","0.150"
"54:09:29","0.030","0.299","0.150"
"54:09:30","0.029","0.298","0.150"
"54:09:31","0.029","0.298","0.150"
"54:09:32","0.030","0.299","0.149"
"54:09:33","0.029","0.298","0.150"
"54:09:34","0.030","0.299","0.149"
"54:09:35","0.029","0.297","0.150"
"54:09:36","0.029","0.298","0.149"
"54:09:37","0.030","0.298","0.149"
"54:09:38","0.029","0.297","0.149"
"54:09:39","0.029","0.299","0.149"
"54:09:40","0.029","0.298","0.148"
"54:09:41","0.029","0.297","0.149"
"54:09:42","0.030","0.298","0.148"
"54:09:43","0.029","0.297","0.148"
"54:09:44","0.029","0.297","0.149"
"54:09:45","0.030","0.298","0.148"
"54:09:46","0.029","0.296","0.149"
"54:09:47","0.029","0.298","0.148"
"54:09:48","0.029","0.296","0.148"
"54:09:49","0.029","0.296","0.148"
"54:09:50","0.029","0.296","0.148"
"54:09:51","0.029","0.296","0.147"
"54:09:52","0.028","0.296","0.148"
"54:09:53","0.029","0.297","0.147"
"54:09:54","0.029","0.295","0.148"
"54:09:55","0.028","0.295","0.148"
"54:09:56","0.030","0.296","0.147"
"54:09:57","0.029","0.295","0.146"
"54:09:58","0.029","0.296","0.147"
"54:09:59","0.029","0.296","0.147"
"54:10:00","0.029","0.295","0.147"
"54:10:01","0.028","0.294","0.147"
"54:10:02","0.030","0.295","0.146"
"54:10:03","0.028","0.293","0.147"
"54:10:04","0.029","0.294","0.146"
"54:10:05","0.029","0.294","0.146"
"54:10:06","0.029","0.294","0.146"
"54:10:07","0.028","0.293","0.146"
"54:10:08","0.029","0.295","0.146"
"54:10:09","0.029","0.292","0.146"
"54:10:10","0.028","0.292","0.146"
"54:10:11","0.029","0.293","0.146"
"54:10:12","0.029","0.293","0.145"
"54:10:13","0.028","0.292","0.146"
"54:10:14","0.029","0.293","0.145"
"54:10:15","0.029","0.292","0.145"
"54:10:16","0.028","0.291","0.145"
"54:10:17","0.029","0.293","0.145"
"54:10:18","0.029","0.292","0.145"
"54:10:19","0.029","0.292","0.145"
"54:10:20","0.028","0.292","0.145"
"54:10:21","0.029","0.293","0.144"
"54:10:22","0.028","0.291","0.145"
"54:10:23","0.029","0.292","0.144"
"54:10:24","0.029","0.293","0.145"
"54:10:25","0.029","0.292","0.144"
"54:10:26","0.028","0.291","0.145"
"54:10:27","0.029","0.292","0.143"
"54:10:28","0.029","0.291","0.144"
"54:10:29","0.028","0.291","0.143"
"54:10:30","0.029","0.293","0.144"
"54:10:31","0.029","0.292","0.143"
"54:10:32","0.029","0.291","0.144"
"54:10:33","0.028","0.291","0.143"
"54:10:34","0.029","0.291","0.143"
"54:10:35","0.028","0.289","0.143"
"54:10:36","0.028","0.290","0.143"
"54:10:37","0.029","0.290","0.143"
"54:10:38","0.029","0.290","0.142"
"54:10:39","0.028","0.289","0.143"
"54:10:40","0.029","0.291","0.142"
"54:10:41","0.028","0.288","0.143"
"54:10:42","0.028","0.289","0.142"
"54:10:43","0.029","0.290","0.143"
"54:10:44","0.029","0.289","0.141"
"54:10:45","0.029","0.288","0.142"
"54:10:46","0.033","0.288","0.141"
"54:10:47","0.034","0.284","0.141"
"54:10:48","0.033","0.283","0.141"
"54:10:49","0.034","0.285","0.140"
"54:10:50","0.033","0.283","0.139"
"54:10:51","0.033","0.284","0.139"
"54:10:52","0.033","0.285","0.138"
"54:10:53","0.036","0.284","0.138"
"54:10:54","0.043","0.283","0.139"
"54:10:55","0.055","0.286","0.139"
"54:10:56","0.060","0.285","0.139"
"54:10:57","0.068","0.285","0.139"
"54:10:58","0.086","0.286","0.141"
"54:10:59","0.110","0.288","0.140"
"54:11:00","0.130","0.288","0.143"
"54:11:01","0.152","0.291","0.142"
"54:11:02","0.168","0.292","0.144"
"54:11:03","0.178","0.292","0.143"
"54:11:04","0.187","0.293","0.144"
"54:11:05","0.195","0.294","0.144"
"54:11:06","0.200","0.293","0.145"
"54:11:07","0.204","0.296","0.145"
"54:11:08","0.211","0.310","0.146"
"54:11:09","0.215","0.314","0.146"
"54:11:10","0.219","0.322","0.148"
"54:11:11","0.223","0.328","0.154"
"54:11:12","0.229","0.334","0.176"
"54:11:13","0.231","0.336","0.191"
"54:11:14","0.237","0.342","0.203"
"54:11:15","0.239","0.344","0.214"
"54:11:16","0.243","0.350","0.249"
"54:11:17","0.247","0.357","0.356"
"54:11:18","0.259","0.377","0.504"
"54:11:19","0.267","0.417","0.609"
"54:11:20","0.277","0.509","0.656"
"54:11:21","0.290","0.605","0.702"
"54:11:22","0.320","0.665","0.725"
"54:11:23","0.401","0.708","0.749"
"54:11:24","0.513","0.737","0.762"
"54:11:25","0.642","0.763","0.780"
"54:11:26","0.727","0.782","0.780"
"54:11:27","0.793","0.800","0.769"
"54:11:28","0.828","0.809","0.765"
"54:11:29","0.856","0.822","0.763"
"54:11:30","0.873","0.831","0.772"
"54:11:31","0.888","0.840","0.776"
"54:11:32","0.895","0.839","0.777"
"54:11:33","0.905","0.833","0.774"
"54:11:34","0.909","0.830","0.774"
"54:11:35","0.915","0.841","0.775"
"54:11:36","0.919","0.845","0.776"
"54:11:37","0.924","0.848","0.777"
"54:11:38","0.922","0.851","0.780"
"54:11:39","0.898","0.855","0.780"
"54:11:40","0.886","0.857","0.782"
"54:11:41","0.880","0.860","0.782"
"54:11:42","0.885","0.864","0.784"
"54:11:43","0.886","0.866","0.785"
"54:11:44","0.885","0.868","0.788"
"54:11:45","0.895","0.870","0.788"
"54:11:46","0.900","0.871","0.790"
"54:11:47","0.910","0.874","0.792"
"54:11:48","0.922","0.880","0.793"
"54:11:49","0.925","0.883","0.794"
"54:11:50","0.928","0.892","0.795"
"54:11:51","0.931","0.901","0.797"
"54:11:52","0.934","0.909","0.810"
"54:11:53","0.934","0.912","0.809"
"54:11:54","0.937","0.918","0.818"
"54:11:55","0.938","0.918","0.827"
"54:11:56","0.950","0.921","0.833"
"54:11:57","0.944","0.923","0.836"
"54:11:58","0.947","0.923","0.837"
"54:11:59","0.949","0.924","0.841"
"54:12:00","0.951","0.926","0.841"
"54:12:01","0.953","0.933","0.842"
"54:12:02","0.952","0.929","0.843"
"54:12:03","0.954","0.936","0.843"
"54:12:04","0.956","0.939","0.866"
"54:12:05","0.956","0.943","0.850"
"54:12:06","0.957","0.944","0.846"
"54:12:07","0.958","0.946","0.845"
"54:12:08","0.957","0.945","0.846"
"54:12:09","0.959","0.948","0.846"
"54:12:10","0.960","0.948","0.847"
"54:12:11","0.960","0.949","0.847"
"54:12:12","0.960","0.950","0.848"
"54:12:13","0.962","0.952","0.847"
"54:12:14","0.961","0.951","0.848"
"54:12:15","0.961","0.953","0.848"
"54:12:16","0.962","0.953","0.849"
"54:12:17","0.962","0.953","0.848"
"54:12:18","0.963","0.954","0.850"
"54:12:19","0.964","0.956","0.849"
"54:12:20","0.964","0.955","0.849"
"54:12:21","0.963","0.955","0.850"
"54:12:22","0.965","0.957","0.850"
"54:12:23","0.964","0.956","0.850"
"54:12:24","0.964","0.957","0.850"
"54:12:25","0.965","0.958","0.850"
"54:12:26","0.966","0.958","0.849"
"54:12:27","0.964","0.957","0.851"
"54:12:28","0.966","0.959","0.850"
"54:12:29","0.966","0.958","0.851"
"54:12:30","0.965","0.959","0.851"
"54:12:31","0.966","0.960","0.851"
"54:12:32","0.967","0.960","0.850"
"54:12:33","0.966","0.959","0.851"
"54:12:34","0.967","0.960","0.851"
"54:12:35","0.968","0.961","0.852"
"54:12:36","0.967","0.960","0.851"
"54:12:37","0.967","0.962","0.851"
"54:12:38","0.959","0.961","0.851"
"54:12:39","0.931","0.960","0.850"
"54:12:40","0.918","0.958","0.850"
"54:12:41","0.911","0.959","0.849"
"54:12:42","0.906","0.957","0.849"
"54:12:43","0.904","0.958","0.849"
"54:12:44","0.905","0.959","0.849"
"54:12:45","0.906","0.958","0.849"
"54:12:46","0.907","0.946","0.850"
"54:12:47","0.908","0.922","0.847"
"54:12:48","0.908","0.911","0.847"
"54:12:49","0.908","0.904","0.846"
"54:12:50","0.910","0.901","0.846"
"54:12:51","0.912","0.900","0.845"
"54:12:52","0.913","0.900","0.843"
"54:12:53","0.914","0.900","0.816"
"54:12:54","0.916","0.899","0.808"
"54:12:55","0.916","0.899","0.799"
"54:12:56","0.918","0.900","0.793"
"54:12:57","0.920","0.900","0.789"
"54:12:58","0.921","0.903","0.786"
"54:12:59","0.922","0.903","0.785"
"54:13:00","0.924","0.904","0.784"
"54:13:01","0.923","0.904","0.785"
"54:13:02","0.927","0.908","0.785"
"54:13:03","0.928","0.908","0.786"
"54:13:04","0.929","0.909","0.788"
"54:13:05","0.931","0.911","0.789"
"54:13:06","0.932","0.913","0.790"
"54:13:07","0.932","0.913","0.792"
"54:13:08","0.934","0.917","0.792"
"54:13:09","0.935","0.916","0.795"
"54:13:10","0.935","0.917","0.796"
"54:13:11","0.937","0.919","0.797"
"54:13:12","0.938","0.919","0.797"
"54:13:13","0.938","0.920","0.799"
"54:13:14","0.940","0.922","0.800"
"54:13:15","0.939","0.922","0.801"
"54:13:16","0.922","0.922","0.802"
"54:13:17","0.918","0.923","0.802"
"54:13:18","0.914","0.922","0.803"
"54:13:19","0.913","0.924","0.804"
"54:13:20","0.913","0.925","0.804"
"54:13:21","","",""
"54:13:22","0.914","0.926","0.804"
"54:13:23","0.913","0.925","0.804"
"54:13:24","0.914","0.927","0.807"
"54:13:25","0.915","0.921","0.806"
"54:13:26","0.914","0.914","0.807"
"54:13:27","0.914","0.907","0.806"
"54:13:28","0.916","0.905","0.807"
"54:13:29","0.915","0.903","0.808"
"54:13:30","0.916","0.904","0.808"
"54:13:31","0.918","0.902","0.807"
"54:13:32","0.918","0.903","0.803"
"54:13:33","0.919","0.903","0.799"
"54:13:34","0.921","0.904","0.796"
"54:13:35","0.919","0.903","0.794"
"54:13:36","0.922","0.906","0.791"
"54:13:37","0.922","0.905","0.791"
"54:13:38","0.923","0.906","0.791"
"54:13:39","0.924","0.907","0.791"
"54:13:40","0.925","0.907","0.789"
"54:13:41","0.925","0.907","0.791"
"54:13:42","0.927","0.909","0.790"
"54:13:43","0.927","0.908","0.791"
"54:13:44","0.927","0.909","0.792"
"54:13:45","0.929","0.911","0.793"
"54:13:46","0.929","0.909","0.793"
"54:13:47","0.929","0.909","0.794"
"54:13:48","0.930","0.912","0.794"
"54:13:49","0.931","0.914","0.794"
"54:13:50","0.930","0.915","0.796"
"54:13:51","0.932","0.917","0.795"
"54:13:52","0.932","0.914","0.796"
"54:13:53","0.932","0.916","0.797"
"54:13:54","0.933","0.916","0.798"
"54:13:55","0.934","0.917","0.797"
"54:13:56","0.933","0.915","0.799"
"54:13:57","0.935","0.918","0.798"
"54:13:58","0.935","0.918","0.800"
"54:13:59","0.935","0.918","0.800"
"54:14:00","0.936","0.919","0.801"
"54:14:01","0.937","0.920","0.801"
"54:14:02","0.937","0.920","0.803"
"54:14:03","0.937","0.921","0.802"
"54:14:04","0.938","0.921","0.801"
"54:14:05","0.936","0.921","0.803"
"54:14:06","0.938","0.922","0.802"
"54:14:07","0.938","0.921","0.802"
"54:14:08","0.938","0.922","0.803"
"54:14:09","0.938","0.922","0.803"
"54:14:10","0.939","0.922","0.803"
"54:14:11","0.937","0.922","0.806"
"54:14:12","0.939","0.925","0.805"
"54:14:13","0.938","0.921","0.806"
"54:14:14","0.938","0.922","0.805"
"54:14:15","0.939","0.920","0.806"
"54:14:16","0.939","0.920","0.805"
"54:14:17","0.938","0.921","0.807"
"54:14:18","0.939","0.924","0.806"
"54:14:19","0.939","0.924","0.807"
"54:14:20","0.939","0.924","0.806"
"54:14:21","0.940","0.924","0.807"
"54:14:22","0.939","0.922","0.807"
"54:14:23","0.940","0.925","0.807"
"54:14:24","0.940","0.924","0.807"
"54:14:25","0.939","0.925","0.807"
"54:14:26","0.940","0.924","0.807"
"54:14:27","0.941","0.925","0.807"
"54:14:28","0.939","0.924","0.810"
"54:14:29","0.941","0.927","0.808"
"54:14:30","0.940","0.925","0.809"
"54:14:31","0.940","0.927","0.809"
"54:14:32","0.940","0.927","0.809"
"54:14:33","0.940","0.925","0.808"
"54:14:34","0.939","0.924","0.809"
"54:14:35","0.940","0.927","0.807"
"54:14:36","0.940","0.926","0.809"
"54:14:37","0.939","0.927","0.809"
"54:14:38","0.941","0.927","0.809"
"54:14:39","0.940","0.927","0.808"
"54:14:40","0.939","0.931","0.809"
"54:14:41","0.939","0.930","0.808"
"54:14:42","0.938","0.927","0.808"
"54:14:43","0.938","0.926","0.809"
"54:14:44","0.939","0.928","0.809"
"54:14:45","0.938","0.927","0.809"
"54:14:46","0.939","0.930","0.808"
"54:14:47","0.939","0.928","0.809"
"54:14:48","0.939","0.928","0.809"
"54:14:49","0.939","0.929","0.810"
"54:14:50","0.939","0.929","0.809"
"54:14:51","0.937","0.928","0.809"
"54:14:52","0.938","0.928","0.808"
"54:14:53","0.939","0.927","0.809"
"54:14:54","0.938","0.926","0.808"
"54:14:55","0.938","0.928","0.810"
"54:14:56","0.939","0.926","0.808"
"54:14:57","0.938","0.924","0.809"
"54:14:58","0.937","0.924","0.808"
"54:14:59","0.939","0.926","0.808"
"54:15:00","0.937","0.925","0.809"
"54:15:01","0.937","0.927","0.809"
"54:15:02","0.937","0.926","0.809"
"54:15:03","0.938","0.928","0.809"
"54:15:04","0.937","0.927","0.810"
"54:15:05","0.938","0.929","0.808"
"54:15:06","0.937","0.928","0.809"
"54:15:07","0.936","0.928","0.808"
"54:15:08","0.937","0.928","0.809"
"54:15:09","0.937","0.928","0.807"
"54:15:10","0.936","0.927","0.809"
"54:15:11","0.936","0.928","0.808"
"54:15:12","0.936","0.927","0.808"
"54:15:13","0.936","0.927","0.808"
"54:15:14","0.937","0.927","0.808"
"54:15:15","0.937","0.925","0.807"
"54:15:16","0.936","0.924","0.807"
"54:15:17","0.936","0.924","0.807"
"54:15:18","0.936","0.924","0.807"
"54:15:19","0.934","0.924","0.808"
"54:15:20","0.935","0.927","0.807"
"54:15:21","0.935","0.926","0.808"
"54:15:22","0.934","0.927","0.808"
"54:15:23","0.935","0.927","0.808"
"54:15:24","0.936","0.927","0.807"
"54:15:25","0.934","0.924","0.808"
"54:15:26","0.935","0.928","0.807"
"54:15:27","0.935","0.927","0.808"
"54:15:28","0.934","0.927","0.808"
"54:15:29","0.934","0.927","0.808"
"54:15:30","0.935","0.927","0.806"
"54:15:31","0.934","0.927","0.808"
"54:15:32","0.935","0.927","0.807"
"54:15:33","0.935","0.926","0.807"
"54:15:34","0.933","0.925","0.807"
"54:15:35","0.935","0.927","0.806"
"54:15:36","0.934","0.926","0.806"
"54:15:37","0.933","0.926","0.807"
"54:15:38","0.933","0.927","0.806"
"54:15:39","0.933","0.927","0.806"
"54:15:40","0.932","0.925","0.807"
"54:15:41","0.934","0.925","0.806"
"54:15:42","0.931","0.922","0.807"
"54:15:43","0.932","0.923","0.806"
"54:15:44","0.932","0.924","0.806"
"54:15:45","0.932","0.925","0.806"
"54:15:46","0.933","0.925","0.806"
"54:15:47","0.932","0.925","0.805"
"54:15:48","0.932","0.925","0.806"
"54:15:49","0.933","0.926","0.805"
"54:15:50","0.932","0.926","0.805"
"54:15:51","0.930","0.926","0.805"
"54:15:52","0.932","0.926","0.804"
"54:15:53","0.930","0.923","0.804"
"54:15:54","0.931","0.924","0.804"
"54:15:55","0.931","0.924","0.804"
"54:15:56","0.930","0.923","0.805"
"54:15:57","0.930","0.922","0.805"
"54:15:58","0.931","0.922","0.804"
"54:15:59","0.929","0.920","0.805"
"54:16:00","0.931","0.923","0.804"
"54:16:01","0.930","0.920","0.804"
"54:16:02","0.929","0.921","0.804"
"54:16:03","0.929","0.920","0.804"
"54:16:04","0.928","0.920","0.803"
"54:16:05","0.929","0.921","0.803"
"54:16:06","0.929","0.920","0.802"
"54:16:07","0.929","0.921","0.804"
"54:16:08","0.929","0.921","0.803"
"54:16:09","0.928","0.919","0.803"
"54:16:10","0.928","0.920","0.803"
"54:16:11","0.929","0.921","0.802"
"54:16:12","0.927","0.920","0.803"
"54:16:13","0.929","0.921","0.802"
"54:16:14","0.927","0.920","0.803"
"54:16:15","0.928","0.922","0.802"
"54:16:16","0.927","0.920","0.803"
"54:16:17","0.927","0.921","0.802"
"54:16:18","0.927","0.920","0.802"
"54:16:19","0.926","0.919","0.801"
"54:16:20","0.927","0.921","0.802"
"54:16:21","0.927","0.921","0.800"
"54:16:22","0.926","0.921","0.802"
"54:16:23","0.927","0.922","0.800"
"54:16:24","0.926","0.921","0.801"
