,Seconds,Minutes,Oxy Electrode 1 Last (V),OxyElectrode 2 Last (V),OxyElectrode 3 Last (V)
71:10:44,53,0.883333333,0.871,0.927,0.787
71:10:45,54,0.9,0.869,0.928,0.79
71:10:46,55,0.916666667,0.868,0.928,0.789
71:10:47,56,0.933333333,0.868,0.929,0.79
71:10:48,57,0.95,0.866,0.928,0.79
71:10:49,58,0.966666667,0.867,0.929,0.79
71:10:50,59,0.983333333,0.867,0.929,0.789
71:10:51,60,1,0.866,0.928,0.791
71:10:52,61,1.016666667,0.867,0.928,0.79
71:10:53,62,1.033333333,0.868,0.927,0.791
71:10:54,63,1.05,0.868,0.928,0.791
71:10:55,64,1.066666667,0.869,0.929,0.791
71:10:56,65,1.083333333,0.868,0.929,0.791
71:10:57,66,1.1,0.868,0.928,0.792
71:10:58,67,1.116666667,0.87,0.93,0.791
71:10:59,68,1.133333333,0.869,0.928,0.791
71:11:00,69,1.15,0.869,0.931,0.792
71:11:01,70,1.166666667,0.87,0.93,0.791
71:11:02,71,1.183333333,0.87,0.93,0.793
71:11:03,72,1.2,0.87,0.931,0.792
71:11:04,73,1.216666667,0.872,0.932,0.793
71:11:05,74,1.233333333,0.871,0.931,0.792
71:11:06,75,1.25,0.872,0.932,0.793
71:11:07,76,1.266666667,0.873,0.931,0.792
71:11:08,77,1.283333333,0.873,0.931,0.793
71:11:09,78,1.3,0.872,0.931,0.792
71:11:10,79,1.316666667,0.873,0.931,0.793
71:11:11,80,1.333333333,0.872,0.931,0.793
71:11:12,81,1.35,0.873,0.931,0.793
71:11:13,82,1.366666667,0.875,0.933,0.793
71:11:14,83,1.383333333,0.873,0.931,0.793
71:11:15,84,1.4,0.874,0.933,0.793
71:11:16,85,1.416666667,0.874,0.932,0.793
71:11:17,86,1.433333333,0.875,0.932,0.794
71:11:18,87,1.45,0.875,0.932,0.793
71:11:19,88,1.466666667,0.877,0.933,0.794
71:11:20,89,1.483333333,0.876,0.931,0.793
71:11:21,90,1.5,0.876,0.933,0.795
71:11:22,91,1.516666667,0.876,0.932,0.793
71:11:23,92,1.533333333,0.876,0.932,0.794
71:11:24,93,1.55,0.875,0.932,0.794
71:11:25,94,1.566666667,0.876,0.933,0.794
71:11:26,95,1.583333333,0.876,0.932,0.793
71:11:27,96,1.6,0.875,0.933,0.795
71:11:28,97,1.616666667,0.876,0.934,0.793
71:11:29,98,1.633333333,0.876,0.932,0.794
71:11:30,99,1.65,0.876,0.933,0.794
71:11:31,100,1.666666667,0.877,0.933,0.794
71:11:32,101,1.683333333,0.878,0.934,0.794
71:11:33,102,1.7,0.876,0.933,0.794
71:11:34,103,1.716666667,0.878,0.934,0.794
71:11:35,104,1.733333333,0.877,0.933,0.793
71:11:36,105,1.75,0.876,0.934,0.795
71:11:37,106,1.766666667,0.877,0.934,0.794
71:11:38,107,1.783333333,0.878,0.934,0.794
71:11:39,108,1.8,0.877,0.933,0.794
71:11:40,109,1.816666667,0.879,0.935,0.795
71:11:41,110,1.833333333,0.878,0.934,0.793
71:11:42,111,1.85,0.877,0.934,0.795
71:11:43,112,1.866666667,0.877,0.934,0.794
71:11:44,113,1.883333333,0.879,0.934,0.794
71:11:45,114,1.9,0.878,0.934,0.794
71:11:46,115,1.916666667,0.88,0.935,0.795
71:11:47,116,1.933333333,0.881,0.935,0.794
71:11:48,117,1.95,0.88,0.934,0.795
71:11:49,118,1.966666667,0.881,0.935,0.794
71:11:50,119,1.983333333,0.881,0.934,0.794
71:11:51,120,2,0.879,0.935,0.795
71:11:52,121,2.016666667,0.88,0.935,0.794
71:11:53,122,2.033333333,0.881,0.935,0.795
71:11:54,123,2.05,0.879,0.934,0.794
71:11:55,124,2.066666667,0.881,0.936,0.795
71:11:56,125,2.083333333,0.88,0.934,0.793
71:11:57,126,2.1,0.88,0.935,0.795
71:11:58,127,2.116666667,0.881,0.934,0.794
71:11:59,128,2.133333333,0.881,0.934,0.794
71:12:00,129,2.15,0.88,0.933,0.794
71:12:01,130,2.166666667,0.881,0.934,0.795
71:12:02,131,2.183333333,0.881,0.933,0.793
71:12:03,132,2.2,0.88,0.933,0.795
71:12:04,133,2.216666667,0.881,0.934,0.793
71:12:05,134,2.233333333,0.881,0.933,0.794
71:12:06,135,2.25,0.88,0.934,0.795
71:12:07,136,2.266666667,0.881,0.935,0.794
71:12:08,137,2.283333333,0.882,0.935,0.794
71:12:09,138,2.3,0.88,0.934,0.794
71:12:10,139,2.316666667,0.881,0.935,0.794
71:12:11,140,2.333333333,0.881,0.934,0.793
71:12:12,141,2.35,0.88,0.934,0.795
71:12:13,142,2.366666667,0.879,0.933,0.794
71:12:14,143,2.383333333,0.881,0.934,0.794
71:12:15,144,2.4,0.88,0.933,0.794
71:12:16,145,2.416666667,0.88,0.934,0.794
71:12:17,146,2.433333333,0.881,0.934,0.793
71:12:18,147,2.45,0.88,0.933,0.794
71:12:19,148,2.466666667,0.879,0.933,0.793
71:12:20,149,2.483333333,0.881,0.934,0.794
71:12:21,150,2.5,0.88,0.933,0.793
71:12:22,151,2.516666667,0.88,0.934,0.794
71:12:23,152,2.533333333,0.881,0.934,0.793
71:12:24,153,2.55,0.879,0.933,0.794
71:12:25,154,2.566666667,0.88,0.934,0.794
71:12:26,155,2.583333333,0.881,0.933,0.793
71:12:27,156,2.6,0.88,0.932,0.794
71:12:28,157,2.616666667,0.88,0.932,0.793
71:12:29,158,2.633333333,0.882,0.933,0.793
71:12:30,159,2.65,0.88,0.931,0.793
71:12:31,160,2.666666667,0.88,0.933,0.794
71:12:32,161,2.683333333,0.88,0.932,0.793
71:12:33,162,2.7,0.88,0.932,0.794
71:12:34,163,2.716666667,0.879,0.932,0.793
71:12:35,164,2.733333333,0.881,0.933,0.794
71:12:36,165,2.75,0.879,0.932,0.792
71:12:37,166,2.766666667,0.879,0.933,0.794
71:12:38,167,2.783333333,0.88,0.934,0.793
71:12:39,168,2.8,0.88,0.933,0.793
71:12:40,169,2.816666667,0.879,0.933,0.793
71:12:41,170,2.833333333,0.881,0.934,0.793
71:12:42,171,2.85,0.881,0.934,0.793
71:12:43,172,2.866666667,0.879,0.933,0.793
71:12:44,173,2.883333333,0.88,0.935,0.793
71:12:45,174,2.9,0.88,0.934,0.792
71:12:46,175,2.916666667,0.879,0.934,0.793
71:12:47,176,2.933333333,0.879,0.934,0.792
71:12:48,177,2.95,0.88,0.935,0.793
71:12:49,178,2.966666667,0.879,0.933,0.792
71:12:50,179,2.983333333,0.879,0.934,0.794
71:12:51,180,3,0.88,0.934,0.792
71:12:52,181,3.016666667,0.88,0.934,0.793
71:12:53,182,3.033333333,0.878,0.933,0.793
71:12:54,183,3.05,0.88,0.935,0.793
71:12:55,184,3.066666667,0.88,0.933,0.791
71:12:56,185,3.083333333,0.879,0.933,0.793
71:12:57,186,3.1,0.879,0.933,0.792
71:12:58,187,3.116666667,0.88,0.933,0.792
71:12:59,188,3.133333333,0.879,0.933,0.793
71:13:00,189,3.15,0.878,0.932,0.793
71:13:01,190,3.166666667,0.88,0.934,0.792
71:13:02,191,3.183333333,0.879,0.932,0.791
71:13:03,192,3.2,0.878,0.933,0.793
71:13:04,193,3.216666667,0.879,0.933,0.792
71:13:05,194,3.233333333,0.88,0.933,0.792
71:13:06,195,3.25,0.878,0.93,0.791
71:13:07,196,3.266666667,0.878,0.931,0.793
71:13:08,197,3.283333333,0.879,0.931,0.791
71:13:09,198,3.3,0.879,0.93,0.792
71:13:10,199,3.316666667,0.878,0.93,0.792
71:13:11,200,3.333333333,0.879,0.931,0.792
71:13:12,201,3.35,0.879,0.93,0.79
71:13:13,202,3.366666667,0.878,0.929,0.792
71:13:14,203,3.383333333,0.878,0.93,0.791
71:13:15,204,3.4,0.879,0.93,0.791
71:13:16,205,3.416666667,0.878,0.929,0.791
71:13:17,206,3.433333333,0.878,0.93,0.792
71:13:18,207,3.45,0.879,0.931,0.791
71:13:19,208,3.466666667,0.878,0.929,0.791
71:13:20,209,3.483333333,0.878,0.931,0.792
71:13:21,210,3.5,0.878,0.93,0.791
71:13:22,211,3.516666667,0.879,0.93,0.791
71:13:23,212,3.533333333,0.877,0.929,0.791
71:13:24,213,3.55,0.879,0.931,0.792
71:13:25,214,3.566666667,0.878,0.93,0.79
71:13:26,215,3.583333333,0.877,0.929,0.791
71:13:27,216,3.6,0.877,0.93,0.791
71:13:28,217,3.616666667,0.878,0.93,0.792
71:13:29,218,3.633333333,0.877,0.929,0.79
71:13:30,219,3.65,0.877,0.929,0.792
71:13:31,220,3.666666667,0.878,0.93,0.79
71:13:32,221,3.683333333,0.878,0.929,0.791
71:13:33,222,3.7,0.877,0.929,0.791
71:13:34,223,3.716666667,0.878,0.93,0.791
71:13:35,224,3.733333333,0.878,0.93,0.79
71:13:36,225,3.75,0.877,0.929,0.791
71:13:37,226,3.766666667,0.877,0.93,0.791
71:13:38,227,3.783333333,0.878,0.93,0.79
71:13:39,228,3.8,0.878,0.93,0.791
71:13:40,229,3.816666667,0.876,0.93,0.79
71:13:41,230,3.833333333,0.878,0.932,0.791
71:13:42,231,3.85,0.877,0.93,0.789
71:13:43,232,3.866666667,0.877,0.931,0.791
71:13:44,233,3.883333333,0.876,0.931,0.79
71:13:45,234,3.9,0.878,0.931,0.79
71:13:46,235,3.916666667,0.876,0.93,0.789
71:13:47,236,3.933333333,0.877,0.931,0.791
71:13:48,237,3.95,0.877,0.93,0.789
71:13:49,238,3.966666667,0.877,0.928,0.79
71:13:50,239,3.983333333,0.876,0.928,0.79
71:13:51,240,4,0.878,0.929,0.79
71:13:52,241,4.016666667,0.878,0.929,0.789
71:13:53,242,4.033333333,0.878,0.928,0.79
71:13:54,243,4.05,0.878,0.929,0.79
71:13:55,244,4.066666667,0.879,0.929,0.79
71:13:56,245,4.083333333,0.878,0.929,0.79
71:13:57,246,4.1,0.876,0.928,0.789
71:13:58,247,4.116666667,0.878,0.929,0.79
71:13:59,248,4.133333333,0.877,0.927,0.789
71:14:00,249,4.15,0.877,0.928,0.79
71:14:01,250,4.166666667,0.878,0.929,0.789
71:14:02,251,4.183333333,0.878,0.929,0.789
71:14:03,252,4.2,0.876,0.927,0.789
71:14:04,253,4.216666667,0.877,0.929,0.79
71:14:05,254,4.233333333,0.877,0.928,0.789
71:14:06,255,4.25,0.877,0.928,0.79
71:14:07,256,4.266666667,0.876,0.928,0.789
71:14:08,257,4.283333333,0.877,0.928,0.79
71:14:09,258,4.3,0.877,0.927,0.788
71:14:10,259,4.316666667,0.876,0.926,0.789
71:14:11,260,4.333333333,0.877,0.928,0.789
71:14:12,261,4.35,0.876,0.927,0.788
71:14:13,262,4.366666667,0.876,0.928,0.789
71:14:14,263,4.383333333,0.876,0.928,0.796
71:14:15,264,4.4,0.878,0.929,0.797
71:14:16,265,4.416666667,0.875,0.927,0.795
71:14:17,266,4.433333333,0.876,0.929,0.794
71:14:18,267,4.45,0.877,0.932,0.792
71:14:19,268,4.466666667,0.877,0.932,0.793
71:14:20,269,4.483333333,0.875,0.93,0.792
71:14:21,270,4.5,0.878,0.93,0.792
71:14:22,271,4.516666667,0.881,0.928,0.79
71:14:23,272,4.533333333,0.883,0.929,0.792
71:14:24,273,4.55,0.881,0.93,0.79
71:14:25,274,4.566666667,0.879,0.929,0.791
71:14:26,275,4.583333333,0.876,0.929,0.791
71:14:27,276,4.6,0.881,0.93,0.791
71:14:28,277,4.616666667,0.883,0.931,0.791
71:14:29,278,4.633333333,0.88,0.93,0.791
71:14:30,279,4.65,0.878,0.93,0.79
71:14:31,280,4.666666667,0.876,0.929,0.79
71:14:32,281,4.683333333,0.877,0.93,0.791
71:14:33,282,4.7,0.878,0.929,0.79
71:14:34,283,4.716666667,0.878,0.927,0.791
71:14:35,284,4.733333333,0.876,0.927,0.79
71:14:36,285,4.75,0.878,0.932,0.791
71:14:37,286,4.766666667,0.878,0.929,0.79
71:14:38,287,4.783333333,0.877,0.929,0.791
71:14:39,288,4.8,0.878,0.929,0.794
71:14:40,289,4.816666667,0.878,0.929,0.796
71:14:41,290,4.833333333,0.877,0.928,0.795
71:14:42,291,4.85,0.878,0.93,0.794
71:14:43,292,4.866666667,0.877,0.929,0.791
71:14:44,293,4.883333333,0.876,0.929,0.797
71:14:45,294,4.9,0.877,0.932,0.808
71:14:46,295,4.916666667,0.878,0.969,0.813
71:14:47,296,4.933333333,0.881,1.02,0.819
71:14:48,297,4.95,0.872,1.05,0.823
71:14:49,298,4.966666667,0.879,1.066,0.826
71:14:50,299,4.983333333,0.882,1.081,0.828
71:14:51,300,5,0.884,1.094,0.831
71:14:52,301,5.016666667,0.884,1.102,0.832
71:14:53,302,5.033333333,0.887,1.11,0.835
71:14:54,303,5.05,0.897,1.116,0.835
71:14:55,304,5.066666667,0.904,1.122,0.838
71:14:56,305,5.083333333,0.904,1.126,0.839
71:14:57,306,5.1,0.903,1.131,0.841
71:14:58,307,5.116666667,0.911,1.133,0.841
71:14:59,308,5.133333333,0.914,1.136,0.844
71:15:00,309,5.15,0.913,1.139,0.843
71:15:01,310,5.166666667,0.92,1.14,0.845
71:15:02,311,5.183333333,0.923,1.143,0.846
71:15:03,312,5.2,0.927,1.144,0.847
71:15:04,313,5.216666667,0.932,1.145,0.849
71:15:05,314,5.233333333,0.93,1.147,0.849
71:15:06,315,5.25,0.928,1.15,0.85
71:15:07,316,5.266666667,0.924,1.143,0.851
71:15:08,317,5.283333333,0.922,1.142,0.851
71:15:09,318,5.3,0.921,1.142,0.851
71:15:10,319,5.316666667,0.92,1.134,0.853
71:15:11,320,5.333333333,0.917,1.114,0.851
71:15:12,321,5.35,0.916,1.097,0.851
71:15:13,322,5.366666667,0.912,1.079,0.855
71:15:14,323,5.383333333,0.913,1.069,0.856
71:15:15,324,5.4,0.913,1.058,0.854
71:15:16,325,5.416666667,0.911,1.052,0.854
71:15:17,326,5.433333333,0.911,1.051,0.853
71:15:18,327,5.45,0.911,1.046,0.854
71:15:19,328,5.466666667,0.91,1.041,0.862
71:15:20,329,5.483333333,0.911,1.039,0.866
71:15:21,330,5.5,0.911,1.037,0.861
71:15:22,331,5.516666667,0.91,1.042,0.857
71:15:23,332,5.533333333,0.91,1.02,0.852
71:15:24,333,5.55,0.908,0.988,0.847
71:15:25,334,5.566666667,0.906,0.969,0.859
71:15:26,335,5.583333333,0.905,0.95,0.854
71:15:27,336,5.6,0.905,0.936,0.849
71:15:28,337,5.616666667,0.902,0.921,0.843
71:15:29,338,5.633333333,0.903,0.912,0.839
71:15:30,339,5.65,0.909,0.9,0.837
71:15:31,340,5.666666667,0.907,0.893,0.839
71:15:32,341,5.683333333,0.905,0.886,0.836
71:15:33,342,5.7,0.91,0.879,0.836
71:15:34,343,5.716666667,0.911,0.873,0.835
71:15:35,344,5.733333333,0.913,0.886,0.835
71:15:36,345,5.75,0.913,0.866,0.834
71:15:37,346,5.766666667,0.912,0.86,0.834
71:15:38,347,5.783333333,0.913,0.856,0.832
71:15:39,348,5.8,0.913,0.85,0.833
71:15:40,349,5.816666667,0.913,0.847,0.832
71:15:41,350,5.833333333,0.913,0.844,0.831
71:15:42,351,5.85,0.913,0.84,0.831
71:15:43,352,5.866666667,0.96,0.838,0.832
71:15:44,353,5.883333333,0.92,0.837,0.832
71:15:45,354,5.9,0.909,0.864,0.831
71:15:46,355,5.916666667,0.906,0.863,0.832
71:15:47,356,5.933333333,0.907,0.891,0.832
71:15:48,357,5.95,0.908,0.904,0.835
71:15:49,358,5.966666667,0.907,0.914,0.835
71:15:50,359,5.983333333,0.908,0.921,0.836
71:15:51,360,6,0.907,0.924,0.835
71:15:52,361,6.016666667,0.906,0.927,0.837
71:15:53,362,6.033333333,0.906,0.932,0.842
71:15:54,363,6.05,0.906,0.932,0.837
71:15:55,364,6.066666667,0.904,0.934,0.835
71:15:56,365,6.083333333,0.905,0.937,0.834
71:15:57,366,6.1,0.905,0.937,0.834
71:15:58,367,6.116666667,0.903,0.938,0.834
71:15:59,368,6.133333333,0.904,0.94,0.834
71:16:00,369,6.15,0.903,0.939,0.834
71:16:01,370,6.166666667,0.903,0.941,0.835
71:16:02,371,6.183333333,0.903,0.942,0.833
71:16:03,372,6.2,0.903,0.942,0.834
71:16:04,373,6.216666667,0.886,0.942,0.834
71:16:05,374,6.233333333,0.869,0.942,0.833
71:16:06,375,6.25,0.87,0.94,0.831
71:16:07,376,6.266666667,0.874,0.942,0.834
71:16:08,377,6.283333333,0.878,0.942,0.832
71:16:09,378,6.3,0.883,0.942,0.834
71:16:10,379,6.316666667,0.888,0.915,0.833
71:16:11,380,6.333333333,0.891,0.918,0.832
71:16:12,381,6.35,0.895,0.918,0.831
71:16:13,382,6.366666667,0.898,0.921,0.832
71:16:14,383,6.383333333,0.904,0.927,0.832
71:16:15,384,6.4,0.907,0.93,0.8
71:16:16,385,6.416666667,0.908,0.936,0.8
71:16:17,386,6.433333333,0.913,0.941,0.802
71:16:18,387,6.45,0.916,0.946,0.802
71:16:19,388,6.466666667,0.918,0.948,0.804
71:16:20,389,6.483333333,0.922,0.955,0.806
71:16:21,390,6.5,0.925,0.958,0.808
71:16:22,391,6.516666667,0.927,0.962,0.813
71:16:23,392,6.533333333,0.93,0.964,0.815
71:16:24,393,6.55,0.933,0.969,0.818
71:16:25,394,6.566666667,0.934,0.972,0.821
71:16:26,395,6.583333333,0.937,0.977,0.825
71:16:27,396,6.6,0.94,0.98,0.826
71:16:28,397,6.616666667,0.942,0.98,0.829
71:16:29,398,6.633333333,0.943,0.982,0.83
71:16:30,399,6.65,0.945,0.983,0.832
71:16:31,400,6.666666667,0.946,0.984,0.834
71:16:32,401,6.683333333,0.947,0.988,0.836
71:16:33,402,6.7,0.949,0.994,0.837
71:16:34,403,6.716666667,0.951,0.995,0.839
71:16:35,404,6.733333333,0.953,0.998,0.841
71:16:36,405,6.75,0.954,1.001,0.842
71:16:37,406,6.766666667,0.956,1.001,0.844
71:16:38,407,6.783333333,0.955,1.001,0.844
71:16:39,408,6.8,0.958,1.005,0.847
71:16:40,409,6.816666667,0.959,1.005,0.847
71:16:41,410,6.833333333,0.96,1.007,0.85
71:16:42,411,6.85,0.96,1.008,0.85
71:16:43,412,6.866666667,0.963,1.011,0.853
71:16:44,413,6.883333333,0.963,1.01,0.853
71:16:45,414,6.9,0.963,1.013,0.856
71:16:46,415,6.916666667,0.964,1.015,0.855
71:16:47,416,6.933333333,0.965,1.015,0.856
71:16:48,417,6.95,0.964,1.016,0.857
71:16:49,418,6.966666667,0.966,1.017,0.858
71:16:50,419,6.983333333,0.967,1.018,0.859
71:16:51,420,7,0.966,1.017,0.86
71:16:52,421,7.016666667,0.967,1.02,0.86
71:16:53,422,7.033333333,0.968,1.02,0.861
71:16:54,423,7.05,0.968,1.021,0.862
71:16:55,424,7.066666667,0.968,1.021,0.862
71:16:56,425,7.083333333,0.969,1.023,0.864
71:16:57,426,7.1,0.969,1.022,0.864
71:16:58,427,7.116666667,0.969,1.023,0.866
71:16:59,428,7.133333333,0.97,1.023,0.865
71:17:00,429,7.15,0.97,1.022,0.866
71:17:01,430,7.166666667,0.969,1.023,0.866
71:17:02,431,7.183333333,0.971,1.024,0.867
71:17:03,432,7.2,0.97,1.023,0.866
71:17:04,433,7.216666667,0.97,1.023,0.868
71:17:05,434,7.233333333,0.971,1.025,0.867
71:17:06,435,7.25,0.971,1.022,0.868
71:17:07,436,7.266666667,0.971,1.021,0.868
71:17:08,437,7.283333333,0.97,1.02,0.869
71:17:09,438,7.3,0.971,1.023,0.868
71:17:10,439,7.316666667,0.971,1.022,0.869
71:17:11,440,7.333333333,0.971,1.023,0.871
71:17:12,441,7.35,0.972,1.024,0.869
71:17:13,442,7.366666667,0.966,1.024,0.87
71:17:14,443,7.383333333,0.952,1.022,0.869
71:17:15,444,7.4,0.943,1.024,0.87
71:17:16,445,7.416666667,0.938,1.024,0.868
71:17:17,446,7.433333333,0.934,1.022,0.869
71:17:18,447,7.45,0.931,1.022,0.869
71:17:19,448,7.466666667,0.931,1.016,0.869
71:17:20,449,7.483333333,0.929,1.001,0.867
71:17:21,450,7.5,0.927,0.992,0.868
71:17:22,451,7.516666667,0.928,0.984,0.865
71:17:23,452,7.533333333,0.928,0.979,0.865
71:17:24,453,7.55,0.927,0.977,0.866
71:17:25,454,7.566666667,0.928,0.978,0.866
71:17:26,455,7.583333333,0.929,0.979,0.866
71:17:27,456,7.6,0.929,0.976,0.867
71:17:28,457,7.616666667,0.929,0.977,0.867
71:17:29,458,7.633333333,0.93,0.976,0.859
71:17:30,459,7.65,0.931,0.976,0.853
71:17:31,460,7.666666667,0.93,0.973,0.846
71:17:32,461,7.683333333,0.932,0.974,0.841
71:17:33,462,7.7,0.931,0.972,0.836
71:17:34,463,7.716666667,0.931,0.973,0.834
71:17:35,464,7.733333333,0.932,0.972,0.831
71:17:36,465,7.75,0.932,0.972,0.83
71:17:37,466,7.766666667,0.931,0.971,0.829
71:17:38,467,7.783333333,0.932,0.974,0.829
71:17:39,468,7.8,0.934,0.973,0.827
71:17:40,469,7.816666667,0.934,0.972,0.828
71:17:41,470,7.833333333,0.934,0.978,0.828
71:17:42,471,7.85,0.936,0.98,0.829
71:17:43,472,7.866666667,0.935,0.98,0.829
71:17:44,473,7.883333333,0.935,0.98,0.83
71:17:45,474,7.9,0.937,0.981,0.829
71:17:46,475,7.916666667,0.937,0.978,0.829
71:17:47,476,7.933333333,0.937,0.981,0.83
71:17:48,477,7.95,0.938,0.982,0.829
71:17:49,478,7.966666667,0.939,0.981,0.83
71:17:50,479,7.983333333,0.937,0.98,0.831
71:17:51,480,8,0.94,0.985,0.831
71:17:52,481,8.016666667,0.939,0.984,0.83
71:17:53,482,8.033333333,0.939,0.985,0.832
71:17:54,483,8.05,0.94,0.986,0.831
71:17:55,484,8.066666667,0.941,0.984,0.832
71:17:56,485,8.083333333,0.94,0.984,0.833
71:17:57,486,8.1,0.942,0.986,0.833
71:17:58,487,8.116666667,0.941,0.984,0.832
71:17:59,488,8.133333333,0.941,0.984,0.835
71:18:00,489,8.15,0.942,0.986,0.834
71:18:01,490,8.166666667,0.942,0.984,0.834
71:18:02,491,8.183333333,0.942,0.987,0.836
71:18:03,492,8.2,0.943,0.99,0.835
71:18:04,493,8.216666667,0.944,0.99,0.836
71:18:05,494,8.233333333,0.942,0.988,0.837
71:18:06,495,8.25,0.943,0.99,0.837
71:18:07,496,8.266666667,0.943,0.988,0.836
71:18:08,497,8.283333333,0.943,0.989,0.837
71:18:09,498,8.3,0.943,0.988,0.837
71:18:10,499,8.316666667,0.944,0.99,0.837
71:18:11,500,8.333333333,0.942,0.988,0.837
71:18:12,501,8.35,0.943,0.988,0.839
71:18:13,502,8.366666667,0.943,0.988,0.837
71:18:14,503,8.383333333,0.943,0.986,0.838
71:18:15,504,8.4,0.942,0.988,0.838
71:18:16,505,8.416666667,0.943,0.989,0.84
71:18:17,506,8.433333333,0.943,0.988,0.839
71:18:18,507,8.45,0.943,0.989,0.84
71:18:19,508,8.466666667,0.945,0.989,0.84
71:18:20,509,8.483333333,0.943,0.987,0.84
71:18:21,510,8.5,0.943,0.989,0.84
71:18:22,511,8.516666667,0.943,0.99,0.84
71:18:23,512,8.533333333,0.943,0.989,0.842
71:18:24,513,8.55,0.944,0.989,0.84
71:18:25,514,8.566666667,0.944,0.99,0.84
71:18:26,515,8.583333333,0.942,0.989,0.84
71:18:27,516,8.6,0.945,0.994,0.841
71:18:28,517,8.616666667,0.944,0.992,0.839
71:18:29,518,8.633333333,0.943,0.992,0.842
71:18:30,519,8.65,0.947,0.994,0.839
71:18:31,520,8.666666667,0.946,0.993,0.841
71:18:32,521,8.683333333,0.943,0.992,0.841
71:18:33,522,8.7,0.943,0.994,0.842
71:18:34,523,8.716666667,0.944,0.993,0.841
71:18:35,524,8.733333333,0.943,0.992,0.842
71:18:36,525,8.75,0.945,0.993,0.84
71:18:37,526,8.766666667,0.944,0.989,0.841
71:18:38,527,8.783333333,0.944,0.992,0.84
71:18:39,528,8.8,0.944,0.995,0.841
71:18:40,529,8.816666667,0.944,0.993,0.842
71:18:41,530,8.833333333,0.943,0.992,0.841
71:18:42,531,8.85,0.945,0.991,0.841
71:18:43,532,8.866666667,0.943,0.988,0.84
71:18:44,533,8.883333333,0.944,0.992,0.841
71:18:45,534,8.9,0.944,0.992,0.84
71:18:46,535,8.916666667,0.943,0.99,0.841
71:18:47,536,8.933333333,0.943,0.99,0.84
71:18:48,537,8.95,0.944,0.991,0.841
71:18:49,538,8.966666667,0.944,0.986,0.842
71:18:50,539,8.983333333,0.943,0.991,0.84
71:18:51,540,9,0.944,0.99,0.84
71:18:52,541,9.016666667,0.944,0.986,0.842
71:18:53,542,9.033333333,0.944,0.985,0.841
71:18:54,543,9.05,0.945,0.986,0.841
71:18:55,544,9.066666667,0.943,0.988,0.84
71:18:56,545,9.083333333,0.944,0.989,0.84
71:18:57,546,9.1,0.944,0.989,0.84
71:18:58,547,9.116666667,0.942,0.988,0.84
