,Seconds,Minutes,Oxy Electrode 1 Last (V),OxyElectrode 2 Last (V),OxyElectrode 3 Last (V)
147:22:01,273,4.55,0.858,0.656,0.78
147:22:02,274,4.566666667,0.86,0.655,0.78
147:22:03,275,4.583333333,0.859,0.655,0.779
147:22:04,276,4.6,0.858,0.655,0.78
147:22:05,277,4.616666667,0.858,0.654,0.779
147:22:06,278,4.633333333,0.859,0.654,0.779
147:22:07,279,4.65,0.857,0.655,0.779
147:22:08,280,4.666666667,0.858,0.655,0.779
147:22:09,281,4.683333333,0.859,0.654,0.778
147:22:10,282,4.7,0.859,0.655,0.779
147:22:11,283,4.716666667,0.86,0.654,0.778
147:22:12,284,4.733333333,0.86,0.654,0.779
147:22:13,285,4.75,0.859,0.655,0.778
147:22:14,286,4.766666667,0.858,0.655,0.778
147:22:15,287,4.783333333,0.86,0.654,0.778
147:22:16,288,4.8,0.857,0.654,0.777
147:22:17,289,4.816666667,0.857,0.654,0.778
147:22:18,290,4.833333333,0.857,0.653,0.778
147:22:19,291,4.85,0.855,0.654,0.778
147:22:20,292,4.866666667,0.854,0.654,0.777
147:22:21,293,4.883333333,0.855,0.653,0.777
147:22:22,294,4.9,0.854,0.654,0.776
147:22:23,295,4.916666667,0.853,0.653,0.777
147:22:24,296,4.933333333,0.853,0.652,0.776
147:22:25,297,4.95,0.853,0.653,0.777
147:22:26,298,4.966666667,0.852,0.653,0.776
147:22:27,299,4.983333333,0.854,0.652,0.777
147:22:28,300,5,0.855,0.653,0.776
147:22:29,301,5.016666667,0.854,0.653,0.777
147:22:30,302,5.033333333,0.856,0.652,0.776
147:22:31,303,5.05,0.855,0.651,0.776
147:22:32,304,5.066666667,0.854,0.652,0.776
147:22:33,305,5.083333333,0.853,0.651,0.776
147:22:34,306,5.1,0.853,0.651,0.775
147:22:35,307,5.116666667,0.851,0.652,0.775
147:22:36,308,5.133333333,0.854,0.65,0.775
147:22:37,309,5.15,0.854,0.65,0.775
147:22:38,310,5.166666667,0.854,0.651,0.775
147:22:39,311,5.183333333,0.853,0.65,0.774
147:22:40,312,5.2,0.854,0.65,0.775
147:22:41,313,5.216666667,0.852,0.651,0.774
147:22:42,314,5.233333333,0.853,0.65,0.775
147:22:43,315,5.25,0.853,0.65,0.774
147:22:44,316,5.266666667,0.851,0.65,0.774
147:22:45,317,5.283333333,0.85,0.65,0.774
147:22:46,318,5.3,0.851,0.65,0.774
147:22:47,319,5.316666667,0.85,0.65,0.772
147:22:48,320,5.333333333,0.849,0.65,0.773
147:22:49,321,5.35,0.85,0.649,0.773
147:22:50,322,5.366666667,0.847,0.65,0.773
147:22:51,323,5.383333333,0.848,0.65,0.773
147:22:52,324,5.4,0.848,0.65,0.773
147:22:53,325,5.416666667,0.847,0.65,0.772
147:22:54,326,5.433333333,0.846,0.65,0.772
147:22:55,327,5.45,0.847,0.649,0.772
147:22:56,328,5.466666667,0.846,0.65,0.772
147:22:57,329,5.483333333,0.845,0.65,0.773
147:22:58,330,5.5,0.846,0.649,0.772
147:22:59,331,5.516666667,0.845,0.65,0.771
147:23:00,332,5.533333333,0.844,0.65,0.771
147:23:01,333,5.55,0.845,0.649,0.772
147:23:02,334,5.566666667,0.845,0.649,0.77
147:23:03,335,5.583333333,0.843,0.649,0.771
147:23:04,336,5.6,0.845,0.648,0.77
147:23:05,337,5.616666667,0.844,0.648,0.771
147:23:06,338,5.633333333,0.843,0.649,0.771
147:23:07,339,5.65,0.843,0.648,0.771
147:23:08,340,5.666666667,0.844,0.648,0.77
147:23:09,341,5.683333333,0.842,0.649,0.77
147:23:10,342,5.7,0.843,0.648,0.77
147:23:11,343,5.716666667,0.843,0.648,0.77
147:23:12,344,5.733333333,0.843,0.648,0.77
147:23:13,345,5.75,0.842,0.648,0.77
147:23:14,346,5.766666667,0.844,0.647,0.77
147:23:15,347,5.783333333,0.843,0.648,0.77
147:23:16,348,5.8,0.845,0.648,0.771
147:23:17,349,5.816666667,0.846,0.647,0.769
147:23:18,350,5.833333333,0.847,0.646,0.769
147:23:19,351,5.85,0.846,0.647,0.768
147:23:20,352,5.866666667,0.846,0.646,0.768
147:23:21,353,5.883333333,0.847,0.646,0.767
147:23:22,354,5.9,0.846,0.647,0.767
147:23:23,355,5.916666667,0.845,0.647,0.766
147:23:24,356,5.933333333,0.846,0.646,0.767
147:23:25,357,5.95,0.846,0.646,0.766
147:23:26,358,5.966666667,0.844,0.647,0.766
147:23:27,359,5.983333333,0.845,0.646,0.766
147:23:28,360,6,0.845,0.646,0.766
147:23:29,361,6.016666667,0.844,0.646,0.766
147:23:30,362,6.033333333,0.843,0.646,0.766
147:23:31,363,6.05,0.845,0.645,0.766
147:23:32,364,6.066666667,0.843,0.646,0.766
147:23:33,365,6.083333333,0.844,0.645,0.767
147:23:34,366,6.1,0.844,0.645,0.766
147:23:35,367,6.116666667,0.844,0.646,0.766
147:23:36,368,6.133333333,0.844,0.646,0.766
147:23:37,369,6.15,0.845,0.645,0.767
147:23:38,370,6.166666667,0.844,0.645,0.765
147:23:39,371,6.183333333,0.843,0.645,0.767
147:23:40,372,6.2,0.843,0.645,0.766
147:23:41,373,6.216666667,0.841,0.646,0.766
147:23:42,374,6.233333333,0.841,0.646,0.766
147:23:43,375,6.25,0.841,0.645,0.766
147:23:44,376,6.266666667,0.84,0.646,0.765
147:23:45,377,6.283333333,0.839,0.645,0.765
147:23:46,378,6.3,0.841,0.645,0.765
147:23:47,379,6.316666667,0.838,0.646,0.765
147:23:48,380,6.333333333,0.839,0.645,0.765
147:23:49,381,6.35,0.839,0.645,0.764
147:23:50,382,6.366666667,0.838,0.645,0.764
147:23:51,383,6.383333333,0.837,0.645,0.763
147:23:52,384,6.4,0.839,0.644,0.764
147:23:53,385,6.416666667,0.838,0.645,0.763
147:23:54,386,6.433333333,0.837,0.645,0.764
147:23:55,387,6.45,0.838,0.645,0.763
147:23:56,388,6.466666667,0.837,0.644,0.763
147:23:57,389,6.483333333,0.836,0.645,0.763
147:23:58,390,6.5,0.837,0.644,0.764
147:23:59,391,6.516666667,0.838,0.644,0.763
147:24:00,392,6.533333333,0.836,0.644,0.764
147:24:01,393,6.55,0.839,0.643,0.764
147:24:02,394,6.566666667,0.84,0.643,0.765
147:24:03,395,6.583333333,0.84,0.644,0.764
147:24:04,396,6.6,0.839,0.643,0.764
147:24:05,397,6.616666667,0.841,0.643,0.764
147:24:06,398,6.633333333,0.839,0.644,0.764
147:24:07,399,6.65,0.84,0.643,0.764
147:24:08,400,6.666666667,0.841,0.643,0.764
147:24:09,401,6.683333333,0.84,0.643,0.765
147:24:10,402,6.7,0.84,0.643,0.763
147:24:11,403,6.716666667,0.841,0.642,0.763
147:24:12,404,6.733333333,0.839,0.643,0.763
147:24:13,405,6.75,0.84,0.642,0.764
147:24:14,406,6.766666667,0.84,0.642,0.762
147:24:15,407,6.783333333,0.837,0.643,0.763
147:24:16,408,6.8,0.839,0.642,0.762
147:24:17,409,6.816666667,0.838,0.642,0.762
147:24:18,410,6.833333333,0.837,0.642,0.763
147:24:19,411,6.85,0.838,0.641,0.763
147:24:20,412,6.866666667,0.838,0.641,0.762
147:24:21,413,6.883333333,0.836,0.641,0.762
147:24:22,414,6.9,0.838,0.64,0.762
147:24:23,415,6.916666667,0.835,0.641,0.762
147:24:24,416,6.933333333,0.836,0.64,0.762
147:24:25,417,6.95,0.836,0.64,0.761
147:24:26,418,6.966666667,0.835,0.641,0.762
147:24:27,419,6.983333333,0.836,0.64,0.761
147:24:28,420,7,0.835,0.64,0.761
147:24:29,421,7.016666667,0.834,0.64,0.761
147:24:30,422,7.033333333,0.835,0.639,0.761
147:24:31,423,7.05,0.834,0.64,0.761
147:24:32,424,7.066666667,0.834,0.639,0.762
147:24:33,425,7.083333333,0.834,0.639,0.76
147:24:34,426,7.1,0.832,0.64,0.761
147:24:35,427,7.116666667,0.834,0.639,0.76
147:24:36,428,7.133333333,0.831,0.64,0.761
147:24:37,429,7.15,0.832,0.639,0.76
147:24:38,430,7.166666667,0.832,0.639,0.76
147:24:39,431,7.183333333,0.831,0.64,0.76
147:24:40,432,7.2,0.832,0.639,0.76
147:24:41,433,7.216666667,0.831,0.639,0.76
147:24:42,434,7.233333333,0.83,0.638,0.76
147:24:43,435,7.25,0.832,0.638,0.759
147:24:44,436,7.266666667,0.829,0.639,0.759
147:24:45,437,7.283333333,0.831,0.638,0.759
147:24:46,438,7.3,0.83,0.639,0.758
147:24:47,439,7.316666667,0.83,0.638,0.76
147:24:48,440,7.333333333,0.83,0.638,0.759
147:24:49,441,7.35,0.829,0.638,0.759
147:24:50,442,7.366666667,0.829,0.637,0.758
147:24:51,443,7.383333333,0.829,0.637,0.758
147:24:52,444,7.4,0.828,0.638,0.759
147:24:53,445,7.416666667,0.829,0.637,0.759
147:24:54,446,7.433333333,0.828,0.638,0.758
147:24:55,447,7.45,0.828,0.637,0.759
147:24:56,448,7.466666667,0.829,0.637,0.759
147:24:57,449,7.483333333,0.827,0.638,0.76
147:24:58,450,7.5,0.829,0.637,0.759
147:24:59,451,7.516666667,0.826,0.637,0.759
147:25:00,452,7.533333333,0.827,0.637,0.76
147:25:01,453,7.55,0.827,0.636,0.76
147:25:02,454,7.566666667,0.826,0.637,0.76
147:25:03,455,7.583333333,0.827,0.636,0.76
147:25:04,456,7.6,0.827,0.636,0.76
147:25:05,457,7.616666667,0.825,0.637,0.759
147:25:06,458,7.633333333,0.827,0.636,0.76
147:25:07,459,7.65,0.825,0.636,0.758
147:25:08,460,7.666666667,0.825,0.635,0.759
147:25:09,461,7.683333333,0.827,0.635,0.757
147:25:10,462,7.7,0.826,0.636,0.758
147:25:11,463,7.716666667,0.829,0.635,0.757
147:25:12,464,7.733333333,0.829,0.635,0.757
147:25:13,465,7.75,0.828,0.636,0.757
147:25:14,466,7.766666667,0.83,0.635,0.758
147:25:15,467,7.783333333,0.829,0.636,0.757
147:25:16,468,7.8,0.829,0.635,0.757
147:25:17,469,7.816666667,0.831,0.635,0.758
147:25:18,470,7.833333333,0.829,0.635,0.757
147:25:19,471,7.85,0.829,0.635,0.757
147:25:20,472,7.866666667,0.829,0.635,0.756
147:25:21,473,7.883333333,0.828,0.635,0.757
147:25:22,474,7.9,0.829,0.634,0.757
147:25:23,475,7.916666667,0.828,0.634,0.757
147:25:24,476,7.933333333,0.827,0.635,0.756
147:25:25,477,7.95,0.829,0.634,0.757
147:25:26,478,7.966666667,0.827,0.634,0.755
147:25:27,479,7.983333333,0.827,0.633,0.757
147:25:28,480,8,0.828,0.633,0.756
147:25:29,481,8.016666667,0.826,0.634,0.756
147:25:30,482,8.033333333,0.827,0.633,0.756
147:25:31,483,8.05,0.826,0.633,0.756
147:25:32,484,8.066666667,0.826,0.633,0.756
147:25:33,485,8.083333333,0.826,0.632,0.755
147:25:34,486,8.1,0.826,0.632,0.755
147:25:35,487,8.116666667,0.824,0.633,0.755
147:25:36,488,8.133333333,0.826,0.632,0.755
147:25:37,489,8.15,0.824,0.633,0.754
147:25:38,490,8.166666667,0.825,0.633,0.756
147:25:39,491,8.183333333,0.825,0.632,0.755
147:25:40,492,8.2,0.824,0.633,0.755
147:25:41,493,8.216666667,0.824,0.632,0.755
147:25:42,494,8.233333333,0.825,0.632,0.755
147:25:43,495,8.25,0.824,0.633,0.755
147:25:44,496,8.266666667,0.825,0.632,0.755
147:25:45,497,8.283333333,0.824,0.632,0.754
147:25:46,498,8.3,0.823,0.632,0.755
147:25:47,499,8.316666667,0.825,0.631,0.754
147:25:48,500,8.333333333,0.823,0.632,0.754
147:25:49,501,8.35,0.824,0.632,0.754
147:25:50,502,8.366666667,0.824,0.631,0.754
147:25:51,503,8.383333333,0.824,0.632,0.754
147:25:52,504,8.4,0.824,0.631,0.754
147:25:53,505,8.416666667,0.825,0.631,0.754
147:25:54,506,8.433333333,0.823,0.631,0.753
147:25:55,507,8.45,0.824,0.63,0.753
147:25:56,508,8.466666667,0.824,0.63,0.751
147:25:57,509,8.483333333,0.822,0.631,0.752
147:25:58,510,8.5,0.823,0.63,0.752
147:25:59,511,8.516666667,0.823,0.63,0.752
147:26:00,512,8.533333333,0.821,0.631,0.751
147:26:01,513,8.55,0.822,0.629,0.751
147:26:02,514,8.566666667,0.822,0.629,0.749
147:26:03,515,8.583333333,0.821,0.63,0.75
147:26:04,516,8.6,0.824,0.629,0.749
147:26:05,517,8.616666667,0.823,0.629,0.749
147:26:06,518,8.633333333,0.822,0.63,0.748
147:26:07,519,8.65,0.823,0.629,0.748
147:26:08,520,8.666666667,0.821,0.63,0.748
147:26:09,521,8.683333333,0.821,0.629,0.748
147:26:10,522,8.7,0.822,0.629,0.748
147:26:11,523,8.716666667,0.82,0.63,0.747
147:26:12,524,8.733333333,0.82,0.629,0.747
147:26:13,525,8.75,0.82,0.629,0.746
147:26:14,526,8.766666667,0.819,0.629,0.747
147:26:15,527,8.783333333,0.82,0.628,0.746
147:26:16,528,8.8,0.82,0.628,0.747
147:26:17,529,8.816666667,0.819,0.629,0.747
147:26:18,530,8.833333333,0.82,0.628,0.747
147:26:19,531,8.85,0.819,0.629,0.745
147:26:20,532,8.866666667,0.818,0.629,0.746
147:26:21,533,8.883333333,0.819,0.628,0.745
147:26:22,534,8.9,0.817,0.629,0.745
147:26:23,535,8.916666667,0.818,0.628,0.745
147:26:24,536,8.933333333,0.818,0.628,0.745
147:26:25,537,8.95,0.817,0.628,0.745
147:26:26,538,8.966666667,0.817,0.627,0.745
147:26:27,539,8.983333333,0.818,0.627,0.745
147:26:28,540,9,0.816,0.628,0.745
147:26:29,541,9.016666667,0.817,0.627,0.745
147:26:30,542,9.033333333,0.817,0.627,0.745
147:26:31,543,9.05,0.816,0.627,0.745
147:26:32,544,9.066666667,0.816,0.626,0.745
147:26:33,545,9.083333333,0.817,0.626,0.746
147:26:34,546,9.1,0.815,0.627,0.745
147:26:35,547,9.116666667,0.815,0.626,0.746
