"","Oxy Electrode 1 Last (V)","OxyElectrode 2 Last (V)","OxyElectrode 3 Last (V)"
"75:49:02","0.908","0.968","0.808"
"75:49:03","0.908","0.967","0.808"
"75:49:04","0.906","0.966","0.807"
"75:49:05","0.908","0.967","0.808"
"75:49:06","0.907","0.966","0.807"
"75:49:07","0.907","0.968","0.809"
"75:49:08","0.907","0.968","0.807"
"75:49:09","0.907","0.967","0.808"
"75:49:10","0.907","0.968","0.807"
"75:49:11","0.907","0.966","0.807"
"75:49:12","0.906","0.967","0.807"
"75:49:13","0.907","0.967","0.807"
"75:49:14","0.906","0.966","0.807"
"75:49:15","0.906","0.965","0.807"
"75:49:16","0.907","0.964","0.807"
"75:49:17","0.905","0.961","0.807"
"75:49:18","0.906","0.963","0.807"
"75:49:19","0.906","0.962","0.805"
"75:49:20","0.906","0.962","0.807"
"75:49:21","0.906","0.963","0.806"
"75:49:22","0.906","0.962","0.807"
"75:49:23","0.904","0.963","0.806"
"75:49:24","0.906","0.965","0.807"
"75:49:25","0.905","0.964","0.805"
"75:49:26","0.905","0.965","0.807"
"75:49:27","0.905","0.966","0.805"
"75:49:28","0.905","0.962","0.806"
"75:49:29","0.904","0.964","0.807"
"75:49:30","0.905","0.963","0.806"
"75:49:31","0.904","0.964","0.806"
"75:49:32","0.905","0.964","0.806"
"75:49:33","0.904","0.965","0.805"
"75:49:34","0.903","0.964","0.806"
"75:49:35","0.904","0.965","0.806"
"75:49:36","0.903","0.964","0.805"
"75:49:37","0.903","0.965","0.806"
"75:49:38","0.903","0.965","0.804"
"75:49:39","0.903","0.962","0.805"
"75:49:40","0.902","0.962","0.805"
"75:49:41","0.904","0.961","0.806"
"75:49:42","0.902","0.961","0.804"
"75:49:43","0.904","0.961","0.805"
"75:49:44","0.903","0.962","0.804"
"75:49:45","0.903","0.962","0.804"
"75:49:46","0.902","0.964","0.803"
"75:49:47","0.903","0.963","0.804"
"75:49:48","0.902","0.963","0.804"
"75:49:49","0.903","0.963","0.804"
"75:49:50","0.903","0.964","0.804"
"75:49:51","0.902","0.962","0.805"
"75:49:52","0.902","0.963","0.805"
"75:49:53","0.902","0.961","0.804"
"75:49:54","0.902","0.961","0.805"
"75:49:55","0.901","0.962","0.804"
"75:49:56","0.902","0.962","0.805"
"75:49:57","0.901","0.961","0.803"
"75:49:58","0.901","0.961","0.804"
"75:49:59","0.901","0.962","0.802"
"75:50:00","0.901","0.961","0.803"
"75:50:01","0.900","0.961","0.802"
"75:50:02","0.901","0.961","0.803"
"75:50:03","0.899","0.962","0.802"
"75:50:04","0.900","0.962","0.803"
"75:50:05","0.900","0.963","0.802"
"75:50:06","0.900","0.960","0.802"
"75:50:07","0.899","0.962","0.802"
"75:50:08","0.900","0.961","0.802"
"75:50:09","0.900","0.961","0.802"
"75:50:10","0.899","0.960","0.802"
"75:50:11","0.900","0.962","0.802"
"75:50:12","0.899","0.958","0.802"
"75:50:13","0.899","0.959","0.802"
"75:50:14","0.899","0.957","0.801"
"75:50:15","0.899","0.956","0.802"
"75:50:16","0.898","0.958","0.801"
"75:50:17","0.900","0.958","0.802"
"75:50:18","0.898","0.958","0.801"
"75:50:19","0.899","0.958","0.802"
"75:50:20","0.899","0.959","0.800"
"75:50:21","0.898","0.957","0.801"
"75:50:22","0.898","0.958","0.800"
"75:50:23","0.899","0.957","0.800"
"75:50:24","0.897","0.957","0.801"
"75:50:25","0.898","0.955","0.800"
"75:50:26","0.898","0.955","0.800"
"75:50:27","0.897","0.955","0.800"
"75:50:28","0.898","0.958","0.800"
"75:50:29","0.898","0.956","0.800"
"75:50:30","0.897","0.957","0.801"
"75:50:31","0.898","0.958","0.800"
"75:50:32","0.897","0.957","0.800"
"75:50:33","0.896","0.955","0.799"
"75:50:34","0.898","0.953","0.799"
"75:50:35","0.896","0.952","0.798"
"75:50:36","0.896","0.954","0.799"
"75:50:37","0.897","0.955","0.797"
"75:50:38","0.896","0.954","0.799"
"75:50:39","0.896","0.956","0.798"
"75:50:40","0.897","0.954","0.798"
"75:50:41","0.895","0.956","0.799"
"75:50:42","0.897","0.957","0.799"
"75:50:43","0.896","0.957","0.798"
"75:50:44","0.895","0.953","0.798"
"75:50:45","0.895","0.954","0.798"
"75:50:46","0.896","0.953","0.797"
"75:50:47","0.895","0.955","0.798"
"75:50:48","0.896","0.955","0.796"
"75:50:49","0.895","0.953","0.798"
"75:50:50","0.894","0.954","0.797"
"75:50:51","0.896","0.953","0.798"
"75:50:52","0.893","0.951","0.796"
"75:50:53","0.894","0.953","0.798"
"75:50:54","0.895","0.955","0.796"
"75:50:55","0.894","0.954","0.797"
"75:50:56","0.893","0.955","0.796"
"75:50:57","0.894","0.952","0.796"
"75:50:58","0.893","0.952","0.796"
"75:50:59","0.894","0.952","0.796"
"75:51:00","0.894","0.953","0.795"
"75:51:01","0.893","0.952","0.796"
"75:51:02","0.893","0.954","0.796"
"75:51:03","0.893","0.952","0.795"
"75:51:04","0.892","0.952","0.796"
"75:51:05","0.893","0.953","0.795"
"75:51:06","0.893","0.952","0.795"
"75:51:07","0.892","0.952","0.795"
"75:51:08","0.893","0.954","0.796"
"75:51:09","0.892","0.955","0.795"
"75:51:10","0.892","0.953","0.796"
"75:51:11","0.891","0.953","0.795"
"75:51:12","0.893","0.953","0.796"
"75:51:13","0.891","0.952","0.794"
"75:51:14","0.891","0.952","0.796"
"75:51:15","0.892","0.954","0.794"
"75:51:16","0.891","0.953","0.795"
"75:51:17","0.890","0.955","0.794"
"75:51:18","0.891","0.954","0.794"
"75:51:19","0.890","0.954","0.795"
"75:51:20","0.890","0.954","0.794"
"75:51:21","0.891","0.954","0.794"
"75:51:22","0.890","0.950","0.793"
"75:51:23","0.890","0.951","0.794"
"75:51:24","0.890","0.953","0.793"
"75:51:25","0.891","0.952","0.794"
"75:51:26","0.889","0.952","0.793"
"75:51:27","0.891","0.952","0.794"
"75:51:28","0.890","0.948","0.793"
"75:51:29","0.889","0.947","0.794"
"75:51:30","0.889","0.950","0.792"
"75:51:31","0.890","0.949","0.793"
"75:51:32","0.888","0.950","0.793"
"75:51:33","0.890","0.952","0.793"
"75:51:34","0.889","0.952","0.793"
"75:51:35","0.888","0.951","0.793"
"75:51:36","0.889","0.953","0.792"
"75:51:37","0.889","0.951","0.792"
"75:51:38","0.888","0.951","0.793"
"75:51:39","0.889","0.951","0.792"
"75:51:40","0.889","0.951","0.793"
"75:51:41","0.887","0.951","0.792"
"75:51:42","0.888","0.952","0.793"
"75:51:43","0.888","0.950","0.792"
"75:51:44","0.888","0.949","0.794"
"75:51:45","0.888","0.951","0.792"
"75:51:46","0.889","0.950","0.793"
"75:51:47","0.887","0.950","0.793"
"75:51:48","0.887","0.950","0.793"
"75:51:49","0.888","0.951","0.792"
"75:51:50","0.887","0.949","0.792"
"75:51:51","0.886","0.951","0.792"
"75:51:52","0.888","0.950","0.792"
"75:51:53","0.886","0.948","0.792"
"75:51:54","0.886","0.947","0.792"
"75:51:55","0.887","0.947","0.792"
"75:51:56","0.885","0.944","0.791"
"75:51:57","0.886","0.945","0.792"
"75:51:58","0.886","0.944","0.791"
"75:51:59","0.886","0.944","0.792"
"75:52:00","0.885","0.946","0.791"
"75:52:01","0.886","0.947","0.792"
"75:52:02","0.885","0.947","0.791"
"75:52:03","0.886","0.947","0.793"
"75:52:04","0.886","0.946","0.791"
"75:52:05","0.885","0.944","0.791"
"75:52:06","0.884","0.945","0.791"
"75:52:07","0.886","0.945","0.791"
"75:52:08","0.884","0.946","0.791"
"75:52:09","0.885","0.944","0.792"
"75:52:10","0.885","0.944","0.790"
"75:52:11","0.885","0.943","0.791"
"75:52:12","0.884","0.945","0.791"
"75:52:13","0.885","0.945","0.790"
"75:52:14","0.884","0.945","0.791"
"75:52:15","0.884","0.945","0.790"
"75:52:16","0.885","0.945","0.790"
"75:52:17","0.884","0.944","0.789"
"75:52:18","0.884","0.946","0.791"
"75:52:19","0.884","0.947","0.790"
"75:52:20","0.884","0.946","0.791"
"75:52:21","0.883","0.947","0.789"
"75:52:22","0.884","0.946","0.790"
"75:52:23","0.882","0.945","0.788"
"75:52:24","0.883","0.944","0.789"
"75:52:25","0.883","0.945","0.788"
"75:52:26","0.883","0.943","0.789"
"75:52:27","0.883","0.945","0.788"
"75:52:28","0.884","0.943","0.788"
"75:52:29","0.882","0.945","0.789"
"75:52:30","0.883","0.945","0.788"
"75:52:31","0.883","0.943","0.788"
"75:52:32","0.882","0.942","0.788"
"75:52:33","0.883","0.943","0.788"
"75:52:34","0.882","0.940","0.788"
"75:52:35","0.882","0.942","0.789"
"75:52:36","0.882","0.943","0.788"
"75:52:37","0.882","0.941","0.789"
"75:52:38","0.882","0.943","0.787"
"75:52:39","0.883","0.943","0.788"
"75:52:40","0.880","0.942","0.788"
"75:52:41","0.882","0.942","0.788"
"75:52:42","0.881","0.943","0.788"
"75:52:43","0.881","0.942","0.789"
"75:52:44","0.881","0.944","0.787"
"75:52:45","0.881","0.943","0.788"
"75:52:46","0.880","0.942","0.788"
"75:52:47","0.881","0.941","0.787"
"75:52:48","0.880","0.942","0.787"
"75:52:49","0.880","0.942","0.787"
"75:52:50","0.881","0.943","0.787"
"75:52:51","0.880","0.941","0.787"
"75:52:52","0.880","0.943","0.788"
"75:52:53","0.880","0.942","0.787"
"75:52:54","0.880","0.940","0.787"
"75:52:55","0.879","0.940","0.786"
"75:52:56","0.881","0.940","0.787"
"75:52:57","0.879","0.939","0.786"
"75:52:58","0.880","0.939","0.787"
"75:52:59","0.880","0.939","0.785"
"75:53:00","0.880","0.938","0.787"
"75:53:01","0.880","0.940","0.785"
"75:53:02","0.880","0.939","0.786"
"75:53:03","0.879","0.940","0.786"
"75:53:04","0.880","0.940","0.786"
"75:53:05","0.879","0.940","0.786"
"75:53:06","0.879","0.940","0.786"
"75:53:07","0.880","0.941","0.786"
"75:53:08","0.879","0.939","0.785"
"75:53:09","0.879","0.941","0.786"
"75:53:10","0.880","0.940","0.784"
"75:53:11","0.879","0.939","0.785"
"75:53:12","0.878","0.939","0.785"
"75:53:13","0.879","0.939","0.785"
"75:53:14","0.877","0.938","0.785"
"75:53:15","0.879","0.938","0.785"
"75:53:16","0.878","0.938","0.784"
"75:53:17","0.878","0.939","0.786"
"75:53:18","0.878","0.941","0.784"
"75:53:19","0.878","0.939","0.785"
"75:53:20","0.878","0.939","0.785"
"75:53:21","0.879","0.937","0.784"
"75:53:22","0.877","0.938","0.784"
"75:53:23","0.879","0.938","0.784"
"75:53:24","0.877","0.939","0.784"
"75:53:25","0.877","0.940","0.783"
"75:53:26","0.878","0.940","0.784"
"75:53:27","0.877","0.939","0.784"
"75:53:28","0.878","0.939","0.784"
"75:53:29","0.877","0.938","0.782"
"75:53:30","0.877","0.938","0.784"
"75:53:31","0.877","0.938","0.782"
"75:53:32","0.877","0.936","0.784"
"75:53:33","0.877","0.939","0.782"
"75:53:34","0.877","0.938","0.783"
"75:53:35","0.876","0.940","0.783"
"75:53:36","0.877","0.938","0.783"
"75:53:37","0.876","0.938","0.783"
"75:53:38","0.878","0.938","0.783"
"75:53:39","0.876","0.937","0.783"
"75:53:40","0.877","0.936","0.783"
"75:53:41","0.876","0.935","0.783"
"75:53:42","0.876","0.934","0.783"
"75:53:43","0.876","0.935","0.782"
"75:53:44","0.875","0.933","0.782"
"75:53:45","0.876","0.935","0.783"
"75:53:46","0.876","0.934","0.781"
